,Test,Effect_Size,n,Weighting,Simulation,power,power_stderr
2143,LRT,0.778,20,Unweighted,nSBM,0.57,0.004950757517794625
2144,MWW,0.778,20,Unweighted,nSBM,1.0,0.0
2145,PT,0.778,20,Unweighted,nSBM,1.0,0.0
2146,WT,0.778,20,Unweighted,nSBM,1.0,0.0
2147,rLRT,0.778,20,Unweighted,nSBM,0.57,0.004950757517794625
2148,FET,0.889,20,Unweighted,nSBM,1.0,0.0
2149,LRT,0.889,20,Unweighted,nSBM,0.81,0.003923009049186605
2150,MWW,0.889,20,Unweighted,nSBM,1.0,0.0
2151,PT,0.889,20,Unweighted,nSBM,1.0,0.0
2152,WT,0.889,20,Unweighted,nSBM,1.0,0.0
2153,rLRT,0.889,20,Unweighted,nSBM,0.81,0.003923009049186605
2154,FET,1.0,20,Unweighted,nSBM,1.0,0.0
2155,LRT,1.0,20,Unweighted,nSBM,0.95,0.0021794494717703376
2156,MWW,1.0,20,Unweighted,nSBM,1.0,0.0
2157,PT,1.0,20,Unweighted,nSBM,1.0,0.0
2158,WT,1.0,20,Unweighted,nSBM,1.0,0.0
2159,rLRT,1.0,20,Unweighted,nSBM,0.95,0.0021794494717703376
2160,FET,0.0,29,Unweighted,nSBM,0.05,0.0021794494717703367
2161,LRT,0.0,29,Unweighted,nSBM,0.94,0.0023748684174075834
2162,MWW,0.0,29,Unweighted,nSBM,0.05,0.0021794494717703367
2163,PT,0.0,29,Unweighted,nSBM,0.06,0.0023748684174075834
2164,WT,0.0,29,Unweighted,nSBM,0.05,0.0021794494717703367
2165,rLRT,0.0,29,Unweighted,nSBM,0.95,0.002179449471770337
2166,FET,0.111,29,Unweighted,nSBM,0.3,0.00458257569495584
2167,LRT,0.111,29,Unweighted,nSBM,0.52,0.0049959983987187175
2168,MWW,0.111,29,Unweighted,nSBM,0.3,0.00458257569495584
2169,PT,0.111,29,Unweighted,nSBM,0.32,0.004664761515876239
2170,WT,0.111,29,Unweighted,nSBM,0.3,0.00458257569495584
2171,rLRT,0.111,29,Unweighted,nSBM,0.54,0.004983974317750844
2172,FET,0.222,29,Unweighted,nSBM,0.83,0.00375632799419859
2173,LRT,0.222,29,Unweighted,nSBM,0.22,0.004142463035441597
2174,MWW,0.222,29,Unweighted,nSBM,0.83,0.00375632799419859
2175,PT,0.222,29,Unweighted,nSBM,0.82,0.0038418745424597094
2176,WT,0.222,29,Unweighted,nSBM,0.83,0.00375632799419859
2177,rLRT,0.222,29,Unweighted,nSBM,0.22,0.004142463035441597
2178,FET,0.333,29,Unweighted,nSBM,0.99,0.00099498743710662
2179,LRT,0.333,29,Unweighted,nSBM,0.04,0.0019595917942265423
2180,MWW,0.333,29,Unweighted,nSBM,1.0,0.0
2181,PT,0.333,29,Unweighted,nSBM,0.99,0.00099498743710662
2182,WT,0.333,29,Unweighted,nSBM,1.0,0.0
2183,rLRT,0.333,29,Unweighted,nSBM,0.04,0.0019595917942265423
2184,FET,0.444,29,Unweighted,nSBM,1.0,0.0
2185,LRT,0.444,29,Unweighted,nSBM,0.12,0.0032496153618543837
2186,MWW,0.444,29,Unweighted,nSBM,1.0,0.0
2187,PT,0.444,29,Unweighted,nSBM,1.0,0.0
2188,WT,0.444,29,Unweighted,nSBM,1.0,0.0
2189,rLRT,0.444,29,Unweighted,nSBM,0.12,0.0032496153618543837
2190,FET,0.556,29,Unweighted,nSBM,1.0,0.0
2191,LRT,0.556,29,Unweighted,nSBM,0.33,0.004702127178203498
2192,MWW,0.556,29,Unweighted,nSBM,1.0,0.0
2193,PT,0.556,29,Unweighted,nSBM,1.0,0.0
2194,WT,0.556,29,Unweighted,nSBM,1.0,0.0
2195,rLRT,0.556,29,Unweighted,nSBM,0.33,0.004702127178203498
2196,FET,0.667,29,Unweighted,nSBM,1.0,0.0
2197,LRT,0.667,29,Unweighted,nSBM,0.79,0.00407308237088326
2198,MWW,0.667,29,Unweighted,nSBM,1.0,0.0
2199,PT,0.667,29,Unweighted,nSBM,1.0,0.0
2200,WT,0.667,29,Unweighted,nSBM,1.0,0.0
2201,rLRT,0.667,29,Unweighted,nSBM,0.8,0.004
2202,FET,0.778,29,Unweighted,nSBM,1.0,0.0
2203,LRT,0.778,29,Unweighted,nSBM,0.97,0.0017058722109231984
2204,MWW,0.778,29,Unweighted,nSBM,1.0,0.0
2205,PT,0.778,29,Unweighted,nSBM,1.0,0.0
2206,WT,0.778,29,Unweighted,nSBM,1.0,0.0
2207,rLRT,0.778,29,Unweighted,nSBM,0.97,0.0017058722109231984
2208,FET,0.889,29,Unweighted,nSBM,1.0,0.0
2209,LRT,0.889,29,Unweighted,nSBM,1.0,0.0
2210,MWW,0.889,29,Unweighted,nSBM,1.0,0.0
2211,PT,0.889,29,Unweighted,nSBM,1.0,0.0
2212,WT,0.889,29,Unweighted,nSBM,1.0,0.0
2213,rLRT,0.889,29,Unweighted,nSBM,1.0,0.0
2214,FET,1.0,29,Unweighted,nSBM,1.0,0.0
2215,LRT,1.0,29,Unweighted,nSBM,1.0,0.0
2216,MWW,1.0,29,Unweighted,nSBM,1.0,0.0
2217,PT,1.0,29,Unweighted,nSBM,1.0,0.0
2218,WT,1.0,29,Unweighted,nSBM,1.0,0.0
2219,rLRT,1.0,29,Unweighted,nSBM,1.0,0.0
2220,FET,0.0,38,Unweighted,nSBM,0.03,0.0017058722109231984
2221,LRT,0.0,38,Unweighted,nSBM,1.0,0.0
2222,MWW,0.0,38,Unweighted,nSBM,0.04,0.0019595917942265427
2223,PT,0.0,38,Unweighted,nSBM,0.05,0.0021794494717703367
2224,WT,0.0,38,Unweighted,nSBM,0.04,0.0019595917942265427
2225,rLRT,0.0,38,Unweighted,nSBM,1.0,0.0
2226,FET,0.111,38,Unweighted,nSBM,0.51,0.004998999899979995
2227,LRT,0.111,38,Unweighted,nSBM,0.9,0.003
2228,MWW,0.111,38,Unweighted,nSBM,0.53,0.004990991885387112
2229,PT,0.111,38,Unweighted,nSBM,0.51,0.004998999899979995
2230,WT,0.111,38,Unweighted,nSBM,0.53,0.004990991885387112
2231,rLRT,0.111,38,Unweighted,nSBM,0.9,0.003
2232,FET,0.222,38,Unweighted,nSBM,0.94,0.0023748684174075834
2233,LRT,0.222,38,Unweighted,nSBM,0.52,0.0049959983987187175
2234,MWW,0.222,38,Unweighted,nSBM,0.94,0.0023748684174075834
2235,PT,0.222,38,Unweighted,nSBM,0.96,0.0019595917942265427
2236,WT,0.222,38,Unweighted,nSBM,0.94,0.0023748684174075834
2237,rLRT,0.222,38,Unweighted,nSBM,0.51,0.004998999899979995
2238,FET,0.333,38,Unweighted,nSBM,1.0,0.0
2239,LRT,0.333,38,Unweighted,nSBM,0.12,0.0032496153618543845
2240,MWW,0.333,38,Unweighted,nSBM,1.0,0.0
2241,PT,0.333,38,Unweighted,nSBM,1.0,0.0
2242,WT,0.333,38,Unweighted,nSBM,1.0,0.0
2243,rLRT,0.333,38,Unweighted,nSBM,0.12,0.0032496153618543845
2244,FET,0.444,38,Unweighted,nSBM,1.0,0.0
2245,LRT,0.444,38,Unweighted,nSBM,0.08,0.002712931993250107
2246,MWW,0.444,38,Unweighted,nSBM,1.0,0.0
2247,PT,0.444,38,Unweighted,nSBM,1.0,0.0
2248,WT,0.444,38,Unweighted,nSBM,1.0,0.0
2249,rLRT,0.444,38,Unweighted,nSBM,0.08,0.002712931993250107
2250,FET,0.556,38,Unweighted,nSBM,1.0,0.0
2251,LRT,0.556,38,Unweighted,nSBM,0.5,0.005
2252,MWW,0.556,38,Unweighted,nSBM,1.0,0.0
2253,PT,0.556,38,Unweighted,nSBM,1.0,0.0
2254,WT,0.556,38,Unweighted,nSBM,1.0,0.0
2255,rLRT,0.556,38,Unweighted,nSBM,0.5,0.005
2256,FET,0.667,38,Unweighted,nSBM,1.0,0.0
2257,LRT,0.667,38,Unweighted,nSBM,0.82,0.0038418745424597094
2258,MWW,0.667,38,Unweighted,nSBM,1.0,0.0
2259,PT,0.667,38,Unweighted,nSBM,1.0,0.0
2260,WT,0.667,38,Unweighted,nSBM,1.0,0.0
2261,rLRT,0.667,38,Unweighted,nSBM,0.82,0.0038418745424597094
2262,FET,0.778,38,Unweighted,nSBM,1.0,0.0
2263,LRT,0.778,38,Unweighted,nSBM,0.98,0.0013999999999999998
2264,MWW,0.778,38,Unweighted,nSBM,1.0,0.0
2265,PT,0.778,38,Unweighted,nSBM,1.0,0.0
2266,WT,0.778,38,Unweighted,nSBM,1.0,0.0
2267,rLRT,0.778,38,Unweighted,nSBM,0.98,0.0013999999999999998
2268,FET,0.889,38,Unweighted,nSBM,1.0,0.0
2269,LRT,0.889,38,Unweighted,nSBM,1.0,0.0
2270,MWW,0.889,38,Unweighted,nSBM,1.0,0.0
2271,PT,0.889,38,Unweighted,nSBM,1.0,0.0
2272,WT,0.889,38,Unweighted,nSBM,1.0,0.0
2273,rLRT,0.889,38,Unweighted,nSBM,1.0,0.0
2274,FET,1.0,38,Unweighted,nSBM,1.0,0.0
2275,LRT,1.0,38,Unweighted,nSBM,1.0,0.0
2276,MWW,1.0,38,Unweighted,nSBM,1.0,0.0
2277,PT,1.0,38,Unweighted,nSBM,1.0,0.0
2278,WT,1.0,38,Unweighted,nSBM,1.0,0.0
2279,rLRT,1.0,38,Unweighted,nSBM,1.0,0.0
2280,FET,0.0,47,Unweighted,nSBM,0.0,0.0
2281,LRT,0.0,47,Unweighted,nSBM,1.0,0.0
2282,MWW,0.0,47,Unweighted,nSBM,0.0,0.0
2283,PT,0.0,47,Unweighted,nSBM,0.0,0.0
2284,WT,0.0,47,Unweighted,nSBM,0.0,0.0
2285,rLRT,0.0,47,Unweighted,nSBM,1.0,0.0
2286,FET,0.111,47,Unweighted,nSBM,0.67,0.004702127178203499
2287,LRT,0.111,47,Unweighted,nSBM,0.95,0.0021794494717703376
2288,MWW,0.111,47,Unweighted,nSBM,0.69,0.004624932431938871
2289,PT,0.111,47,Unweighted,nSBM,0.67,0.004702127178203498
2290,WT,0.111,47,Unweighted,nSBM,0.69,0.004624932431938871
2291,rLRT,0.111,47,Unweighted,nSBM,0.95,0.0021794494717703376
2292,FET,0.222,47,Unweighted,nSBM,1.0,0.0
2293,LRT,0.222,47,Unweighted,nSBM,0.59,0.004918333050943175
2294,MWW,0.222,47,Unweighted,nSBM,1.0,0.0
2295,PT,0.222,47,Unweighted,nSBM,1.0,0.0
2296,WT,0.222,47,Unweighted,nSBM,1.0,0.0
2297,rLRT,0.222,47,Unweighted,nSBM,0.59,0.004918333050943175
2298,FET,0.333,47,Unweighted,nSBM,1.0,0.0
2299,LRT,0.333,47,Unweighted,nSBM,0.04,0.0019595917942265423
2300,MWW,0.333,47,Unweighted,nSBM,1.0,0.0
2301,PT,0.333,47,Unweighted,nSBM,1.0,0.0
2302,WT,0.333,47,Unweighted,nSBM,1.0,0.0
2303,rLRT,0.333,47,Unweighted,nSBM,0.05,0.0021794494717703367
2304,FET,0.444,47,Unweighted,nSBM,1.0,0.0
2305,LRT,0.444,47,Unweighted,nSBM,0.15,0.003570714214271425
2306,MWW,0.444,47,Unweighted,nSBM,1.0,0.0
2307,PT,0.444,47,Unweighted,nSBM,1.0,0.0
2308,WT,0.444,47,Unweighted,nSBM,1.0,0.0
2309,rLRT,0.444,47,Unweighted,nSBM,0.15,0.003570714214271425
2310,FET,0.556,47,Unweighted,nSBM,1.0,0.0
2311,LRT,0.556,47,Unweighted,nSBM,0.73,0.004439594576084623
2312,MWW,0.556,47,Unweighted,nSBM,1.0,0.0
2313,PT,0.556,47,Unweighted,nSBM,1.0,0.0
2314,WT,0.556,47,Unweighted,nSBM,1.0,0.0
2315,rLRT,0.556,47,Unweighted,nSBM,0.74,0.004386342439892262
2316,FET,0.667,47,Unweighted,nSBM,1.0,0.0
2317,LRT,0.667,47,Unweighted,nSBM,1.0,0.0
2318,MWW,0.667,47,Unweighted,nSBM,1.0,0.0
2319,PT,0.667,47,Unweighted,nSBM,1.0,0.0
2320,WT,0.667,47,Unweighted,nSBM,1.0,0.0
2321,rLRT,0.667,47,Unweighted,nSBM,1.0,0.0
2322,FET,0.778,47,Unweighted,nSBM,1.0,0.0
2323,LRT,0.778,47,Unweighted,nSBM,1.0,0.0
2324,MWW,0.778,47,Unweighted,nSBM,1.0,0.0
2325,PT,0.778,47,Unweighted,nSBM,1.0,0.0
2326,WT,0.778,47,Unweighted,nSBM,1.0,0.0
2327,rLRT,0.778,47,Unweighted,nSBM,1.0,0.0
2328,FET,0.889,47,Unweighted,nSBM,1.0,0.0
2329,LRT,0.889,47,Unweighted,nSBM,1.0,0.0
2330,MWW,0.889,47,Unweighted,nSBM,1.0,0.0
2331,PT,0.889,47,Unweighted,nSBM,1.0,0.0
2332,WT,0.889,47,Unweighted,nSBM,1.0,0.0
2333,rLRT,0.889,47,Unweighted,nSBM,1.0,0.0
2334,FET,1.0,47,Unweighted,nSBM,1.0,0.0
2335,LRT,1.0,47,Unweighted,nSBM,1.0,0.0
2336,MWW,1.0,47,Unweighted,nSBM,1.0,0.0
2337,PT,1.0,47,Unweighted,nSBM,1.0,0.0
2338,WT,1.0,47,Unweighted,nSBM,1.0,0.0
2339,rLRT,1.0,47,Unweighted,nSBM,1.0,0.0
2340,FET,0.0,56,Unweighted,nSBM,0.07,0.0025514701644346145
2341,LRT,0.0,56,Unweighted,nSBM,1.0,0.0
2342,MWW,0.0,56,Unweighted,nSBM,0.08,0.002712931993250107
2343,PT,0.0,56,Unweighted,nSBM,0.09,0.0028618176042508377
2344,WT,0.0,56,Unweighted,nSBM,0.08,0.002712931993250107
2345,rLRT,0.0,56,Unweighted,nSBM,1.0,0.0
2346,FET,0.111,56,Unweighted,nSBM,0.85,0.003570714214271425
2347,LRT,0.111,56,Unweighted,nSBM,0.99,0.00099498743710662
2348,MWW,0.111,56,Unweighted,nSBM,0.85,0.003570714214271425
2349,PT,0.111,56,Unweighted,nSBM,0.88,0.0032496153618543845
2350,WT,0.111,56,Unweighted,nSBM,0.85,0.003570714214271425
2351,rLRT,0.111,56,Unweighted,nSBM,0.99,0.00099498743710662
2352,FET,0.222,56,Unweighted,nSBM,1.0,0.0
2353,LRT,0.222,56,Unweighted,nSBM,0.65,0.004769696007084728
2354,MWW,0.222,56,Unweighted,nSBM,1.0,0.0
2355,PT,0.222,56,Unweighted,nSBM,1.0,0.0
2356,WT,0.222,56,Unweighted,nSBM,1.0,0.0
2357,rLRT,0.222,56,Unweighted,nSBM,0.66,0.004737087712930805
2358,FET,0.333,56,Unweighted,nSBM,1.0,0.0
2359,LRT,0.333,56,Unweighted,nSBM,0.04,0.0019595917942265423
2360,MWW,0.333,56,Unweighted,nSBM,1.0,0.0
2361,PT,0.333,56,Unweighted,nSBM,1.0,0.0
2362,WT,0.333,56,Unweighted,nSBM,1.0,0.0
2363,rLRT,0.333,56,Unweighted,nSBM,0.04,0.0019595917942265423
2364,FET,0.444,56,Unweighted,nSBM,1.0,0.0
2365,LRT,0.444,56,Unweighted,nSBM,0.43,0.004950757517794625
2366,MWW,0.444,56,Unweighted,nSBM,1.0,0.0
2367,PT,0.444,56,Unweighted,nSBM,1.0,0.0
2368,WT,0.444,56,Unweighted,nSBM,1.0,0.0
2369,rLRT,0.444,56,Unweighted,nSBM,0.43,0.004950757517794625
2370,FET,0.556,56,Unweighted,nSBM,1.0,0.0
2371,LRT,0.556,56,Unweighted,nSBM,0.98,0.0013999999999999998
2372,MWW,0.556,56,Unweighted,nSBM,1.0,0.0
2373,PT,0.556,56,Unweighted,nSBM,1.0,0.0
2374,WT,0.556,56,Unweighted,nSBM,1.0,0.0
2375,rLRT,0.556,56,Unweighted,nSBM,0.98,0.0013999999999999998
2376,FET,0.667,56,Unweighted,nSBM,1.0,0.0
2377,LRT,0.667,56,Unweighted,nSBM,1.0,0.0
2378,MWW,0.667,56,Unweighted,nSBM,1.0,0.0
2379,PT,0.667,56,Unweighted,nSBM,1.0,0.0
2380,WT,0.667,56,Unweighted,nSBM,1.0,0.0
2381,rLRT,0.667,56,Unweighted,nSBM,1.0,0.0
2382,FET,0.778,56,Unweighted,nSBM,1.0,0.0
2383,LRT,0.778,56,Unweighted,nSBM,1.0,0.0
2384,MWW,0.778,56,Unweighted,nSBM,1.0,0.0
2385,PT,0.778,56,Unweighted,nSBM,1.0,0.0
2386,WT,0.778,56,Unweighted,nSBM,1.0,0.0
2387,rLRT,0.778,56,Unweighted,nSBM,1.0,0.0
2388,FET,0.889,56,Unweighted,nSBM,1.0,0.0
2389,LRT,0.889,56,Unweighted,nSBM,1.0,0.0
2390,MWW,0.889,56,Unweighted,nSBM,1.0,0.0
2391,PT,0.889,56,Unweighted,nSBM,1.0,0.0
2392,WT,0.889,56,Unweighted,nSBM,1.0,0.0
2393,rLRT,0.889,56,Unweighted,nSBM,1.0,0.0
2394,FET,1.0,56,Unweighted,nSBM,1.0,0.0
2395,LRT,1.0,56,Unweighted,nSBM,1.0,0.0
2396,MWW,1.0,56,Unweighted,nSBM,1.0,0.0
2397,PT,1.0,56,Unweighted,nSBM,1.0,0.0
2398,WT,1.0,56,Unweighted,nSBM,1.0,0.0
2399,rLRT,1.0,56,Unweighted,nSBM,1.0,0.0
2400,FET,0.0,64,Unweighted,nSBM,0.05,0.0021794494717703367
2401,LRT,0.0,64,Unweighted,nSBM,1.0,0.0
2402,MWW,0.0,64,Unweighted,nSBM,0.06,0.0023748684174075834
2403,PT,0.0,64,Unweighted,nSBM,0.09,0.002861817604250837
2404,WT,0.0,64,Unweighted,nSBM,0.06,0.0023748684174075834
2405,rLRT,0.0,64,Unweighted,nSBM,1.0,0.0
2406,FET,0.111,64,Unweighted,nSBM,0.89,0.0031288975694324034
2407,LRT,0.111,64,Unweighted,nSBM,1.0,0.0
2408,MWW,0.111,64,Unweighted,nSBM,0.89,0.0031288975694324034
2409,PT,0.111,64,Unweighted,nSBM,0.89,0.0031288975694324034
2410,WT,0.111,64,Unweighted,nSBM,0.89,0.0031288975694324034
2411,rLRT,0.111,64,Unweighted,nSBM,1.0,0.0
2412,FET,0.222,64,Unweighted,nSBM,1.0,0.0
2413,LRT,0.222,64,Unweighted,nSBM,0.74,0.004386342439892262
2414,MWW,0.222,64,Unweighted,nSBM,1.0,0.0
2415,PT,0.222,64,Unweighted,nSBM,1.0,0.0
2416,WT,0.222,64,Unweighted,nSBM,1.0,0.0
2417,rLRT,0.222,64,Unweighted,nSBM,0.74,0.004386342439892262
2418,FET,0.333,64,Unweighted,nSBM,1.0,0.0
2419,LRT,0.333,64,Unweighted,nSBM,0.03,0.0017058722109231984
2420,MWW,0.333,64,Unweighted,nSBM,1.0,0.0
2421,PT,0.333,64,Unweighted,nSBM,1.0,0.0
2422,WT,0.333,64,Unweighted,nSBM,1.0,0.0
2423,rLRT,0.333,64,Unweighted,nSBM,0.03,0.0017058722109231984
2424,FET,0.444,64,Unweighted,nSBM,1.0,0.0
2425,LRT,0.444,64,Unweighted,nSBM,0.57,0.004950757517794625
2426,MWW,0.444,64,Unweighted,nSBM,1.0,0.0
2427,PT,0.444,64,Unweighted,nSBM,1.0,0.0
2428,WT,0.444,64,Unweighted,nSBM,1.0,0.0
2429,rLRT,0.444,64,Unweighted,nSBM,0.57,0.004950757517794625
2430,FET,0.556,64,Unweighted,nSBM,1.0,0.0
2431,LRT,0.556,64,Unweighted,nSBM,1.0,0.0
2432,MWW,0.556,64,Unweighted,nSBM,1.0,0.0
2433,PT,0.556,64,Unweighted,nSBM,1.0,0.0
2434,WT,0.556,64,Unweighted,nSBM,1.0,0.0
2435,rLRT,0.556,64,Unweighted,nSBM,1.0,0.0
2436,FET,0.667,64,Unweighted,nSBM,1.0,0.0
2437,LRT,0.667,64,Unweighted,nSBM,1.0,0.0
2438,MWW,0.667,64,Unweighted,nSBM,1.0,0.0
2439,PT,0.667,64,Unweighted,nSBM,1.0,0.0
2440,WT,0.667,64,Unweighted,nSBM,1.0,0.0
2441,rLRT,0.667,64,Unweighted,nSBM,1.0,0.0
2442,FET,0.778,64,Unweighted,nSBM,1.0,0.0
2443,LRT,0.778,64,Unweighted,nSBM,1.0,0.0
2444,MWW,0.778,64,Unweighted,nSBM,1.0,0.0
2445,PT,0.778,64,Unweighted,nSBM,1.0,0.0
2446,WT,0.778,64,Unweighted,nSBM,1.0,0.0
2447,rLRT,0.778,64,Unweighted,nSBM,1.0,0.0
2448,FET,0.889,64,Unweighted,nSBM,1.0,0.0
2449,LRT,0.889,64,Unweighted,nSBM,1.0,0.0
2450,MWW,0.889,64,Unweighted,nSBM,1.0,0.0
2451,PT,0.889,64,Unweighted,nSBM,1.0,0.0
2452,WT,0.889,64,Unweighted,nSBM,1.0,0.0
2453,rLRT,0.889,64,Unweighted,nSBM,1.0,0.0
2454,FET,1.0,64,Unweighted,nSBM,1.0,0.0
2455,LRT,1.0,64,Unweighted,nSBM,1.0,0.0
2456,MWW,1.0,64,Unweighted,nSBM,1.0,0.0
2457,PT,1.0,64,Unweighted,nSBM,1.0,0.0
2458,WT,1.0,64,Unweighted,nSBM,1.0,0.0
2459,rLRT,1.0,64,Unweighted,nSBM,1.0,0.0
2460,FET,0.0,73,Unweighted,nSBM,0.03,0.0017058722109231984
2461,LRT,0.0,73,Unweighted,nSBM,1.0,0.0
2462,MWW,0.0,73,Unweighted,nSBM,0.03,0.0017058722109231984
2463,PT,0.0,73,Unweighted,nSBM,0.03,0.0017058722109231984
2464,WT,0.0,73,Unweighted,nSBM,0.03,0.0017058722109231984
2465,rLRT,0.0,73,Unweighted,nSBM,1.0,0.0
2466,FET,0.111,73,Unweighted,nSBM,0.96,0.0019595917942265427
2467,LRT,0.111,73,Unweighted,nSBM,1.0,0.0
2468,MWW,0.111,73,Unweighted,nSBM,0.96,0.0019595917942265427
2469,PT,0.111,73,Unweighted,nSBM,0.95,0.0021794494717703376
2470,WT,0.111,73,Unweighted,nSBM,0.96,0.0019595917942265427
2471,rLRT,0.111,73,Unweighted,nSBM,1.0,0.0
2472,FET,0.222,73,Unweighted,nSBM,1.0,0.0
2473,LRT,0.222,73,Unweighted,nSBM,0.74,0.004386342439892262
2474,MWW,0.222,73,Unweighted,nSBM,1.0,0.0
2475,PT,0.222,73,Unweighted,nSBM,1.0,0.0
2476,WT,0.222,73,Unweighted,nSBM,1.0,0.0
2477,rLRT,0.222,73,Unweighted,nSBM,0.74,0.004386342439892262
2478,FET,0.333,73,Unweighted,nSBM,1.0,0.0
2479,LRT,0.333,73,Unweighted,nSBM,0.04,0.0019595917942265423
2480,MWW,0.333,73,Unweighted,nSBM,1.0,0.0
2481,PT,0.333,73,Unweighted,nSBM,1.0,0.0
2482,WT,0.333,73,Unweighted,nSBM,1.0,0.0
2483,rLRT,0.333,73,Unweighted,nSBM,0.04,0.0019595917942265423
2484,FET,0.444,73,Unweighted,nSBM,1.0,0.0
2485,LRT,0.444,73,Unweighted,nSBM,0.78,0.004142463035441597
2486,MWW,0.444,73,Unweighted,nSBM,1.0,0.0
2487,PT,0.444,73,Unweighted,nSBM,1.0,0.0
2488,WT,0.444,73,Unweighted,nSBM,1.0,0.0
2489,rLRT,0.444,73,Unweighted,nSBM,0.78,0.004142463035441597
2490,FET,0.556,73,Unweighted,nSBM,1.0,0.0
2491,LRT,0.556,73,Unweighted,nSBM,1.0,0.0
2492,MWW,0.556,73,Unweighted,nSBM,1.0,0.0
2493,PT,0.556,73,Unweighted,nSBM,1.0,0.0
2494,WT,0.556,73,Unweighted,nSBM,1.0,0.0
2495,rLRT,0.556,73,Unweighted,nSBM,1.0,0.0
2496,FET,0.667,73,Unweighted,nSBM,1.0,0.0
2497,LRT,0.667,73,Unweighted,nSBM,1.0,0.0
2498,MWW,0.667,73,Unweighted,nSBM,1.0,0.0
2499,PT,0.667,73,Unweighted,nSBM,1.0,0.0
2500,WT,0.667,73,Unweighted,nSBM,1.0,0.0
2501,rLRT,0.667,73,Unweighted,nSBM,1.0,0.0
2502,FET,0.778,73,Unweighted,nSBM,1.0,0.0
2503,LRT,0.778,73,Unweighted,nSBM,1.0,0.0
2504,MWW,0.778,73,Unweighted,nSBM,1.0,0.0
2505,PT,0.778,73,Unweighted,nSBM,1.0,0.0
2506,WT,0.778,73,Unweighted,nSBM,1.0,0.0
2507,rLRT,0.778,73,Unweighted,nSBM,1.0,0.0
2508,FET,0.889,73,Unweighted,nSBM,1.0,0.0
2509,LRT,0.889,73,Unweighted,nSBM,1.0,0.0
2510,MWW,0.889,73,Unweighted,nSBM,1.0,0.0
2511,PT,0.889,73,Unweighted,nSBM,1.0,0.0
2512,WT,0.889,73,Unweighted,nSBM,1.0,0.0
2513,rLRT,0.889,73,Unweighted,nSBM,1.0,0.0
2514,FET,1.0,73,Unweighted,nSBM,1.0,0.0
2515,LRT,1.0,73,Unweighted,nSBM,1.0,0.0
2516,MWW,1.0,73,Unweighted,nSBM,1.0,0.0
2517,PT,1.0,73,Unweighted,nSBM,1.0,0.0
2518,WT,1.0,73,Unweighted,nSBM,1.0,0.0
2519,rLRT,1.0,73,Unweighted,nSBM,1.0,0.0
2520,FET,0.0,82,Unweighted,nSBM,0.06,0.0023748684174075834
2521,LRT,0.0,82,Unweighted,nSBM,1.0,0.0
2522,MWW,0.0,82,Unweighted,nSBM,0.07,0.0025514701644346145
2523,PT,0.0,82,Unweighted,nSBM,0.07,0.0025514701644346145
2524,WT,0.0,82,Unweighted,nSBM,0.07,0.0025514701644346145
2525,rLRT,0.0,82,Unweighted,nSBM,1.0,0.0
2526,FET,0.111,82,Unweighted,nSBM,0.99,0.00099498743710662
2527,LRT,0.111,82,Unweighted,nSBM,1.0,0.0
2528,MWW,0.111,82,Unweighted,nSBM,0.99,0.00099498743710662
2529,PT,0.111,82,Unweighted,nSBM,0.99,0.00099498743710662
2530,WT,0.111,82,Unweighted,nSBM,0.99,0.00099498743710662
2531,rLRT,0.111,82,Unweighted,nSBM,1.0,0.0
2532,FET,0.222,82,Unweighted,nSBM,1.0,0.0
2533,LRT,0.222,82,Unweighted,nSBM,0.79,0.00407308237088326
2534,MWW,0.222,82,Unweighted,nSBM,1.0,0.0
2535,PT,0.222,82,Unweighted,nSBM,1.0,0.0
2536,WT,0.222,82,Unweighted,nSBM,1.0,0.0
2537,rLRT,0.222,82,Unweighted,nSBM,0.79,0.00407308237088326
2538,FET,0.333,82,Unweighted,nSBM,1.0,0.0
2539,LRT,0.333,82,Unweighted,nSBM,0.05,0.0021794494717703367
2540,MWW,0.333,82,Unweighted,nSBM,1.0,0.0
2541,PT,0.333,82,Unweighted,nSBM,1.0,0.0
2542,WT,0.333,82,Unweighted,nSBM,1.0,0.0
2543,rLRT,0.333,82,Unweighted,nSBM,0.05,0.0021794494717703367
2544,FET,0.444,82,Unweighted,nSBM,1.0,0.0
2545,LRT,0.444,82,Unweighted,nSBM,0.93,0.002551470164434615
2546,MWW,0.444,82,Unweighted,nSBM,1.0,0.0
2547,PT,0.444,82,Unweighted,nSBM,1.0,0.0
2548,WT,0.444,82,Unweighted,nSBM,1.0,0.0
2549,rLRT,0.444,82,Unweighted,nSBM,0.93,0.002551470164434615
2550,FET,0.556,82,Unweighted,nSBM,1.0,0.0
2551,LRT,0.556,82,Unweighted,nSBM,1.0,0.0
2552,MWW,0.556,82,Unweighted,nSBM,1.0,0.0
2553,PT,0.556,82,Unweighted,nSBM,1.0,0.0
2554,WT,0.556,82,Unweighted,nSBM,1.0,0.0
2555,rLRT,0.556,82,Unweighted,nSBM,1.0,0.0
2556,FET,0.667,82,Unweighted,nSBM,1.0,0.0
2557,LRT,0.667,82,Unweighted,nSBM,1.0,0.0
2558,MWW,0.667,82,Unweighted,nSBM,1.0,0.0
2559,PT,0.667,82,Unweighted,nSBM,1.0,0.0
2560,WT,0.667,82,Unweighted,nSBM,1.0,0.0
