,Test,Effect_Size,n,Weighting,Simulation,power,power_stderr
427,LRT,0.111,82,Unweighted,SBM,0.45,0.004974937185533101
428,MWW,0.111,82,Unweighted,SBM,0.45,0.004974937185533101
429,PT,0.111,82,Unweighted,SBM,0.44,0.0049638694583963435
430,WT,0.111,82,Unweighted,SBM,0.45,0.004974937185533101
431,rLRT,0.111,82,Unweighted,SBM,0.45,0.004974937185533101
432,FET,0.222,82,Unweighted,SBM,0.99,0.00099498743710662
433,LRT,0.222,82,Unweighted,SBM,0.99,0.00099498743710662
434,MWW,0.222,82,Unweighted,SBM,0.99,0.00099498743710662
435,PT,0.222,82,Unweighted,SBM,1.0,0.0
436,WT,0.222,82,Unweighted,SBM,0.99,0.00099498743710662
437,rLRT,0.222,82,Unweighted,SBM,0.99,0.00099498743710662
438,FET,0.333,82,Unweighted,SBM,1.0,0.0
439,LRT,0.333,82,Unweighted,SBM,1.0,0.0
440,MWW,0.333,82,Unweighted,SBM,1.0,0.0
441,PT,0.333,82,Unweighted,SBM,1.0,0.0
442,WT,0.333,82,Unweighted,SBM,1.0,0.0
443,rLRT,0.333,82,Unweighted,SBM,1.0,0.0
444,FET,0.444,82,Unweighted,SBM,1.0,0.0
445,LRT,0.444,82,Unweighted,SBM,1.0,0.0
446,MWW,0.444,82,Unweighted,SBM,1.0,0.0
447,PT,0.444,82,Unweighted,SBM,1.0,0.0
448,WT,0.444,82,Unweighted,SBM,1.0,0.0
449,rLRT,0.444,82,Unweighted,SBM,1.0,0.0
450,FET,0.556,82,Unweighted,SBM,1.0,0.0
451,LRT,0.556,82,Unweighted,SBM,1.0,0.0
452,MWW,0.556,82,Unweighted,SBM,1.0,0.0
453,PT,0.556,82,Unweighted,SBM,1.0,0.0
454,WT,0.556,82,Unweighted,SBM,1.0,0.0
455,rLRT,0.556,82,Unweighted,SBM,1.0,0.0
456,FET,0.667,82,Unweighted,SBM,1.0,0.0
457,LRT,0.667,82,Unweighted,SBM,1.0,0.0
458,MWW,0.667,82,Unweighted,SBM,1.0,0.0
459,PT,0.667,82,Unweighted,SBM,1.0,0.0
460,WT,0.667,82,Unweighted,SBM,1.0,0.0
461,rLRT,0.667,82,Unweighted,SBM,1.0,0.0
462,FET,0.778,82,Unweighted,SBM,1.0,0.0
463,LRT,0.778,82,Unweighted,SBM,1.0,0.0
464,MWW,0.778,82,Unweighted,SBM,1.0,0.0
465,PT,0.778,82,Unweighted,SBM,1.0,0.0
466,WT,0.778,82,Unweighted,SBM,1.0,0.0
467,rLRT,0.778,82,Unweighted,SBM,1.0,0.0
468,FET,0.889,82,Unweighted,SBM,1.0,0.0
469,LRT,0.889,82,Unweighted,SBM,1.0,0.0
470,MWW,0.889,82,Unweighted,SBM,1.0,0.0
471,PT,0.889,82,Unweighted,SBM,1.0,0.0
472,WT,0.889,82,Unweighted,SBM,1.0,0.0
473,rLRT,0.889,82,Unweighted,SBM,1.0,0.0
474,FET,1.0,82,Unweighted,SBM,1.0,0.0
475,LRT,1.0,82,Unweighted,SBM,1.0,0.0
476,MWW,1.0,82,Unweighted,SBM,1.0,0.0
477,PT,1.0,82,Unweighted,SBM,1.0,0.0
478,WT,1.0,82,Unweighted,SBM,1.0,0.0
479,rLRT,1.0,82,Unweighted,SBM,1.0,0.0
480,FET,0.0,91,Unweighted,SBM,0.05,0.0021794494717703367
481,LRT,0.0,91,Unweighted,SBM,0.05,0.0021794494717703367
482,MWW,0.0,91,Unweighted,SBM,0.05,0.0021794494717703367
483,PT,0.0,91,Unweighted,SBM,0.05,0.0021794494717703367
484,WT,0.0,91,Unweighted,SBM,0.05,0.0021794494717703367
485,rLRT,0.0,91,Unweighted,SBM,0.06,0.0023748684174075834
486,FET,0.111,91,Unweighted,SBM,0.47,0.004990991885387112
487,LRT,0.111,91,Unweighted,SBM,0.51,0.004998999899979995
488,MWW,0.111,91,Unweighted,SBM,0.51,0.004998999899979995
489,PT,0.111,91,Unweighted,SBM,0.48,0.0049959983987187175
490,WT,0.111,91,Unweighted,SBM,0.51,0.004998999899979995
491,rLRT,0.111,91,Unweighted,SBM,0.51,0.004998999899979995
492,FET,0.222,91,Unweighted,SBM,0.96,0.0019595917942265427
493,LRT,0.222,91,Unweighted,SBM,0.96,0.0019595917942265427
494,MWW,0.222,91,Unweighted,SBM,0.96,0.0019595917942265427
495,PT,0.222,91,Unweighted,SBM,0.97,0.001705872210923198
496,WT,0.222,91,Unweighted,SBM,0.96,0.0019595917942265427
497,rLRT,0.222,91,Unweighted,SBM,0.96,0.0019595917942265427
498,FET,0.333,91,Unweighted,SBM,1.0,0.0
499,LRT,0.333,91,Unweighted,SBM,1.0,0.0
500,MWW,0.333,91,Unweighted,SBM,1.0,0.0
501,PT,0.333,91,Unweighted,SBM,1.0,0.0
502,WT,0.333,91,Unweighted,SBM,1.0,0.0
503,rLRT,0.333,91,Unweighted,SBM,1.0,0.0
504,FET,0.444,91,Unweighted,SBM,1.0,0.0
505,LRT,0.444,91,Unweighted,SBM,1.0,0.0
506,MWW,0.444,91,Unweighted,SBM,1.0,0.0
507,PT,0.444,91,Unweighted,SBM,1.0,0.0
508,WT,0.444,91,Unweighted,SBM,1.0,0.0
509,rLRT,0.444,91,Unweighted,SBM,1.0,0.0
510,FET,0.556,91,Unweighted,SBM,1.0,0.0
511,LRT,0.556,91,Unweighted,SBM,1.0,0.0
512,MWW,0.556,91,Unweighted,SBM,1.0,0.0
513,PT,0.556,91,Unweighted,SBM,1.0,0.0
514,WT,0.556,91,Unweighted,SBM,1.0,0.0
515,rLRT,0.556,91,Unweighted,SBM,1.0,0.0
516,FET,0.667,91,Unweighted,SBM,1.0,0.0
517,LRT,0.667,91,Unweighted,SBM,1.0,0.0
518,MWW,0.667,91,Unweighted,SBM,1.0,0.0
519,PT,0.667,91,Unweighted,SBM,1.0,0.0
520,WT,0.667,91,Unweighted,SBM,1.0,0.0
521,rLRT,0.667,91,Unweighted,SBM,1.0,0.0
522,FET,0.778,91,Unweighted,SBM,1.0,0.0
523,LRT,0.778,91,Unweighted,SBM,1.0,0.0
524,MWW,0.778,91,Unweighted,SBM,1.0,0.0
525,PT,0.778,91,Unweighted,SBM,1.0,0.0
526,WT,0.778,91,Unweighted,SBM,1.0,0.0
527,rLRT,0.778,91,Unweighted,SBM,1.0,0.0
528,FET,0.889,91,Unweighted,SBM,1.0,0.0
529,LRT,0.889,91,Unweighted,SBM,1.0,0.0
530,MWW,0.889,91,Unweighted,SBM,1.0,0.0
531,PT,0.889,91,Unweighted,SBM,1.0,0.0
532,WT,0.889,91,Unweighted,SBM,1.0,0.0
533,rLRT,0.889,91,Unweighted,SBM,1.0,0.0
534,FET,1.0,91,Unweighted,SBM,1.0,0.0
535,LRT,1.0,91,Unweighted,SBM,1.0,0.0
536,MWW,1.0,91,Unweighted,SBM,1.0,0.0
537,PT,1.0,91,Unweighted,SBM,1.0,0.0
538,WT,1.0,91,Unweighted,SBM,1.0,0.0
539,rLRT,1.0,91,Unweighted,SBM,1.0,0.0
540,FET,0.0,100,Unweighted,SBM,0.1,0.003
541,LRT,0.0,100,Unweighted,SBM,0.1,0.003
542,MWW,0.0,100,Unweighted,SBM,0.1,0.003
543,PT,0.0,100,Unweighted,SBM,0.1,0.003
544,WT,0.0,100,Unweighted,SBM,0.1,0.003
545,rLRT,0.0,100,Unweighted,SBM,0.1,0.003
546,FET,0.111,100,Unweighted,SBM,0.58,0.004935585071701228
547,LRT,0.111,100,Unweighted,SBM,0.61,0.0048774993593028795
548,MWW,0.111,100,Unweighted,SBM,0.6,0.004898979485566357
549,PT,0.111,100,Unweighted,SBM,0.59,0.004918333050943175
550,WT,0.111,100,Unweighted,SBM,0.61,0.0048774993593028795
551,rLRT,0.111,100,Unweighted,SBM,0.61,0.0048774993593028795
552,FET,0.222,100,Unweighted,SBM,0.99,0.00099498743710662
553,LRT,0.222,100,Unweighted,SBM,0.99,0.00099498743710662
554,MWW,0.222,100,Unweighted,SBM,0.99,0.00099498743710662
555,PT,0.222,100,Unweighted,SBM,0.99,0.00099498743710662
556,WT,0.222,100,Unweighted,SBM,0.99,0.00099498743710662
557,rLRT,0.222,100,Unweighted,SBM,0.99,0.00099498743710662
558,FET,0.333,100,Unweighted,SBM,1.0,0.0
559,LRT,0.333,100,Unweighted,SBM,1.0,0.0
560,MWW,0.333,100,Unweighted,SBM,1.0,0.0
561,PT,0.333,100,Unweighted,SBM,1.0,0.0
562,WT,0.333,100,Unweighted,SBM,1.0,0.0
563,rLRT,0.333,100,Unweighted,SBM,1.0,0.0
564,FET,0.444,100,Unweighted,SBM,1.0,0.0
565,LRT,0.444,100,Unweighted,SBM,1.0,0.0
566,MWW,0.444,100,Unweighted,SBM,1.0,0.0
567,PT,0.444,100,Unweighted,SBM,1.0,0.0
568,WT,0.444,100,Unweighted,SBM,1.0,0.0
569,rLRT,0.444,100,Unweighted,SBM,1.0,0.0
570,FET,0.556,100,Unweighted,SBM,1.0,0.0
571,LRT,0.556,100,Unweighted,SBM,1.0,0.0
572,MWW,0.556,100,Unweighted,SBM,1.0,0.0
573,PT,0.556,100,Unweighted,SBM,1.0,0.0
574,WT,0.556,100,Unweighted,SBM,1.0,0.0
575,rLRT,0.556,100,Unweighted,SBM,1.0,0.0
576,FET,0.667,100,Unweighted,SBM,1.0,0.0
577,LRT,0.667,100,Unweighted,SBM,1.0,0.0
578,MWW,0.667,100,Unweighted,SBM,1.0,0.0
579,PT,0.667,100,Unweighted,SBM,1.0,0.0
580,WT,0.667,100,Unweighted,SBM,1.0,0.0
581,rLRT,0.667,100,Unweighted,SBM,1.0,0.0
582,FET,0.778,100,Unweighted,SBM,1.0,0.0
583,LRT,0.778,100,Unweighted,SBM,1.0,0.0
584,MWW,0.778,100,Unweighted,SBM,1.0,0.0
585,PT,0.778,100,Unweighted,SBM,1.0,0.0
586,WT,0.778,100,Unweighted,SBM,1.0,0.0
587,rLRT,0.778,100,Unweighted,SBM,1.0,0.0
588,FET,0.889,100,Unweighted,SBM,1.0,0.0
589,LRT,0.889,100,Unweighted,SBM,1.0,0.0
590,MWW,0.889,100,Unweighted,SBM,1.0,0.0
591,PT,0.889,100,Unweighted,SBM,1.0,0.0
592,WT,0.889,100,Unweighted,SBM,1.0,0.0
593,rLRT,0.889,100,Unweighted,SBM,1.0,0.0
594,FET,1.0,100,Unweighted,SBM,1.0,0.0
595,LRT,1.0,100,Unweighted,SBM,1.0,0.0
596,MWW,1.0,100,Unweighted,SBM,1.0,0.0
597,PT,1.0,100,Unweighted,SBM,1.0,0.0
598,WT,1.0,100,Unweighted,SBM,1.0,0.0
599,rLRT,1.0,100,Unweighted,SBM,1.0,0.0
900,FET,0.0,20,Unweighted,SIEM,0.02,0.0013999999999999998
901,LRT,0.0,20,Unweighted,SIEM,0.04,0.0019595917942265423
902,MWW,0.0,20,Unweighted,SIEM,0.03,0.001705872210923198
903,PT,0.0,20,Unweighted,SIEM,0.07,0.0025514701644346145
904,WT,0.0,20,Unweighted,SIEM,0.04,0.0019595917942265423
905,rLRT,0.0,20,Unweighted,SIEM,0.04,0.0019595917942265423
906,FET,0.111,20,Unweighted,SIEM,0.02,0.0013999999999999998
907,LRT,0.111,20,Unweighted,SIEM,0.02,0.0013999999999999998
908,MWW,0.111,20,Unweighted,SIEM,0.02,0.0013999999999999998
909,PT,0.111,20,Unweighted,SIEM,0.04,0.0019595917942265427
910,WT,0.111,20,Unweighted,SIEM,0.02,0.0013999999999999998
911,rLRT,0.111,20,Unweighted,SIEM,0.02,0.0013999999999999998
912,FET,0.222,20,Unweighted,SIEM,0.13,0.0033630343441600472
913,LRT,0.222,20,Unweighted,SIEM,0.13,0.0033630343441600472
914,MWW,0.222,20,Unweighted,SIEM,0.13,0.0033630343441600472
915,PT,0.222,20,Unweighted,SIEM,0.14,0.0034698703145794947
916,WT,0.222,20,Unweighted,SIEM,0.13,0.0033630343441600472
917,rLRT,0.222,20,Unweighted,SIEM,0.13,0.0033630343441600472
918,FET,0.333,20,Unweighted,SIEM,0.19,0.003923009049186606
919,LRT,0.333,20,Unweighted,SIEM,0.23,0.004208325082500163
920,MWW,0.333,20,Unweighted,SIEM,0.23,0.004208325082500163
921,PT,0.333,20,Unweighted,SIEM,0.28,0.004489988864128729
922,WT,0.333,20,Unweighted,SIEM,0.21,0.00407308237088326
923,rLRT,0.333,20,Unweighted,SIEM,0.23,0.004208325082500163
924,FET,0.444,20,Unweighted,SIEM,0.31,0.004624932431938871
925,LRT,0.444,20,Unweighted,SIEM,0.37,0.004828043081829324
926,MWW,0.444,20,Unweighted,SIEM,0.39,0.0048774993593028795
927,PT,0.444,20,Unweighted,SIEM,0.43,0.004950757517794625
928,WT,0.444,20,Unweighted,SIEM,0.33,0.004702127178203498
929,rLRT,0.444,20,Unweighted,SIEM,0.37,0.004828043081829324
930,FET,0.556,20,Unweighted,SIEM,0.39,0.0048774993593028795
931,LRT,0.556,20,Unweighted,SIEM,0.47,0.004990991885387111
932,MWW,0.556,20,Unweighted,SIEM,0.48,0.0049959983987187175
933,PT,0.556,20,Unweighted,SIEM,0.5,0.005
934,WT,0.556,20,Unweighted,SIEM,0.41,0.004918333050943175
935,rLRT,0.556,20,Unweighted,SIEM,0.47,0.004990991885387111
936,FET,0.667,20,Unweighted,SIEM,0.66,0.004737087712930805
937,LRT,0.667,20,Unweighted,SIEM,0.69,0.004624932431938871
938,MWW,0.667,20,Unweighted,SIEM,0.71,0.004537620521815371
939,PT,0.667,20,Unweighted,SIEM,0.77,0.004208325082500163
940,WT,0.667,20,Unweighted,SIEM,0.66,0.004737087712930805
941,rLRT,0.667,20,Unweighted,SIEM,0.69,0.004624932431938871
942,FET,0.778,20,Unweighted,SIEM,0.83,0.0037563279941985905
943,LRT,0.778,20,Unweighted,SIEM,0.84,0.0036660605559646724
944,MWW,0.778,20,Unweighted,SIEM,0.84,0.0036660605559646724
945,PT,0.778,20,Unweighted,SIEM,0.91,0.002861817604250837
946,WT,0.778,20,Unweighted,SIEM,0.84,0.0036660605559646724
947,rLRT,0.778,20,Unweighted,SIEM,0.84,0.0036660605559646724
948,FET,0.889,20,Unweighted,SIEM,0.81,0.003923009049186606
949,LRT,0.889,20,Unweighted,SIEM,0.84,0.0036660605559646724
950,MWW,0.889,20,Unweighted,SIEM,0.85,0.003570714214271425
951,PT,0.889,20,Unweighted,SIEM,0.9,0.003
952,WT,0.889,20,Unweighted,SIEM,0.81,0.003923009049186607
953,rLRT,0.889,20,Unweighted,SIEM,0.84,0.0036660605559646724
954,FET,1.0,20,Unweighted,SIEM,0.94,0.0023748684174075834
955,LRT,1.0,20,Unweighted,SIEM,0.94,0.0023748684174075834
956,MWW,1.0,20,Unweighted,SIEM,0.94,0.0023748684174075834
957,PT,1.0,20,Unweighted,SIEM,0.96,0.0019595917942265427
958,WT,1.0,20,Unweighted,SIEM,0.94,0.0023748684174075834
959,rLRT,1.0,20,Unweighted,SIEM,0.94,0.0023748684174075834
960,FET,0.0,29,Unweighted,SIEM,0.06,0.0023748684174075834
961,LRT,0.0,29,Unweighted,SIEM,0.07,0.002551470164434615
962,MWW,0.0,29,Unweighted,SIEM,0.06,0.0023748684174075834
963,PT,0.0,29,Unweighted,SIEM,0.1,0.003
964,WT,0.0,29,Unweighted,SIEM,0.06,0.0023748684174075834
965,rLRT,0.0,29,Unweighted,SIEM,0.07,0.002551470164434615
966,FET,0.111,29,Unweighted,SIEM,0.07,0.0025514701644346145
967,LRT,0.111,29,Unweighted,SIEM,0.07,0.0025514701644346145
968,MWW,0.111,29,Unweighted,SIEM,0.07,0.0025514701644346145
969,PT,0.111,29,Unweighted,SIEM,0.1,0.003
970,WT,0.111,29,Unweighted,SIEM,0.07,0.0025514701644346145
971,rLRT,0.111,29,Unweighted,SIEM,0.07,0.0025514701644346145
972,FET,0.222,29,Unweighted,SIEM,0.16,0.003666060555964672
973,LRT,0.222,29,Unweighted,SIEM,0.16,0.003666060555964672
974,MWW,0.222,29,Unweighted,SIEM,0.16,0.003666060555964672
975,PT,0.222,29,Unweighted,SIEM,0.17,0.00375632799419859
976,WT,0.222,29,Unweighted,SIEM,0.16,0.003666060555964672
977,rLRT,0.222,29,Unweighted,SIEM,0.16,0.003666060555964672
978,FET,0.333,29,Unweighted,SIEM,0.2,0.004
979,LRT,0.333,29,Unweighted,SIEM,0.24,0.004270831300812525
980,MWW,0.333,29,Unweighted,SIEM,0.24,0.004270831300812525
981,PT,0.333,29,Unweighted,SIEM,0.25,0.004330127018922193
982,WT,0.333,29,Unweighted,SIEM,0.21,0.004073082370883261
983,rLRT,0.333,29,Unweighted,SIEM,0.24,0.004270831300812525
984,FET,0.444,29,Unweighted,SIEM,0.5,0.005
985,LRT,0.444,29,Unweighted,SIEM,0.56,0.004963869458396343
986,MWW,0.444,29,Unweighted,SIEM,0.56,0.004963869458396343
987,PT,0.444,29,Unweighted,SIEM,0.57,0.004950757517794625
988,WT,0.444,29,Unweighted,SIEM,0.51,0.004998999899979995
989,rLRT,0.444,29,Unweighted,SIEM,0.56,0.004963869458396343
990,FET,0.556,29,Unweighted,SIEM,0.64,0.0048
991,LRT,0.556,29,Unweighted,SIEM,0.69,0.004624932431938871
992,MWW,0.556,29,Unweighted,SIEM,0.71,0.004537620521815371
993,PT,0.556,29,Unweighted,SIEM,0.74,0.004386342439892262
994,WT,0.556,29,Unweighted,SIEM,0.65,0.004769696007084727
995,rLRT,0.556,29,Unweighted,SIEM,0.69,0.004624932431938871
996,FET,0.667,29,Unweighted,SIEM,0.82,0.0038418745424597094
997,LRT,0.667,29,Unweighted,SIEM,0.85,0.003570714214271425
998,MWW,0.667,29,Unweighted,SIEM,0.86,0.0034698703145794947
999,PT,0.667,29,Unweighted,SIEM,0.87,0.0033630343441600472
1000,WT,0.667,29,Unweighted,SIEM,0.84,0.0036660605559646724
1001,rLRT,0.667,29,Unweighted,SIEM,0.85,0.003570714214271425
1002,FET,0.778,29,Unweighted,SIEM,0.89,0.0031288975694324034
1003,LRT,0.778,29,Unweighted,SIEM,0.94,0.0023748684174075834
1004,MWW,0.778,29,Unweighted,SIEM,0.95,0.0021794494717703367
1005,PT,0.778,29,Unweighted,SIEM,0.98,0.0013999999999999998
1006,WT,0.778,29,Unweighted,SIEM,0.87,0.0033630343441600472
1007,rLRT,0.778,29,Unweighted,SIEM,0.94,0.0023748684174075834
1008,FET,0.889,29,Unweighted,SIEM,0.99,0.00099498743710662
1009,LRT,0.889,29,Unweighted,SIEM,0.99,0.00099498743710662
1010,MWW,0.889,29,Unweighted,SIEM,0.99,0.00099498743710662
1011,PT,0.889,29,Unweighted,SIEM,1.0,0.0
1012,WT,0.889,29,Unweighted,SIEM,0.98,0.0013999999999999998
1013,rLRT,0.889,29,Unweighted,SIEM,0.99,0.00099498743710662
1014,FET,1.0,29,Unweighted,SIEM,0.98,0.0013999999999999998
1015,LRT,1.0,29,Unweighted,SIEM,0.98,0.0013999999999999998
1016,MWW,1.0,29,Unweighted,SIEM,0.98,0.0013999999999999998
1017,PT,1.0,29,Unweighted,SIEM,0.99,0.00099498743710662
1018,WT,1.0,29,Unweighted,SIEM,0.98,0.0013999999999999998
1019,rLRT,1.0,29,Unweighted,SIEM,0.98,0.0013999999999999998
1020,FET,0.0,38,Unweighted,SIEM,0.04,0.0019595917942265427
1021,LRT,0.0,38,Unweighted,SIEM,0.04,0.0019595917942265427
1022,MWW,0.0,38,Unweighted,SIEM,0.04,0.0019595917942265427
1023,PT,0.0,38,Unweighted,SIEM,0.05,0.0021794494717703367
1024,WT,0.0,38,Unweighted,SIEM,0.04,0.0019595917942265427
1025,rLRT,0.0,38,Unweighted,SIEM,0.04,0.0019595917942265427
1026,FET,0.111,38,Unweighted,SIEM,0.09,0.0028618176042508377
1027,LRT,0.111,38,Unweighted,SIEM,0.09,0.0028618176042508377
1028,MWW,0.111,38,Unweighted,SIEM,0.09,0.0028618176042508377
1029,PT,0.111,38,Unweighted,SIEM,0.11,0.0031288975694324034
1030,WT,0.111,38,Unweighted,SIEM,0.09,0.0028618176042508377
1031,rLRT,0.111,38,Unweighted,SIEM,0.09,0.0028618176042508377
1032,FET,0.222,38,Unweighted,SIEM,0.08,0.002712931993250107
1033,LRT,0.222,38,Unweighted,SIEM,0.09,0.002861817604250837
1034,MWW,0.222,38,Unweighted,SIEM,0.09,0.002861817604250837
1035,PT,0.222,38,Unweighted,SIEM,0.11,0.0031288975694324034
1036,WT,0.222,38,Unweighted,SIEM,0.08,0.002712931993250107
1037,rLRT,0.222,38,Unweighted,SIEM,0.09,0.002861817604250837
1038,FET,0.333,38,Unweighted,SIEM,0.35,0.004769696007084727
1039,LRT,0.333,38,Unweighted,SIEM,0.37,0.004828043081829324
1040,MWW,0.333,38,Unweighted,SIEM,0.37,0.004828043081829324
1041,PT,0.333,38,Unweighted,SIEM,0.4,0.004898979485566357
1042,WT,0.333,38,Unweighted,SIEM,0.33,0.004702127178203498
1043,rLRT,0.333,38,Unweighted,SIEM,0.37,0.004828043081829324
1044,FET,0.444,38,Unweighted,SIEM,0.56,0.004963869458396343
1045,LRT,0.444,38,Unweighted,SIEM,0.58,0.004935585071701228
1046,MWW,0.444,38,Unweighted,SIEM,0.58,0.004935585071701228
1047,PT,0.444,38,Unweighted,SIEM,0.61,0.0048774993593028795
1048,WT,0.444,38,Unweighted,SIEM,0.54,0.004983974317750844
1049,rLRT,0.444,38,Unweighted,SIEM,0.58,0.004935585071701228
1050,FET,0.556,38,Unweighted,SIEM,0.69,0.004624932431938871
1051,LRT,0.556,38,Unweighted,SIEM,0.73,0.0044395945760846225
1052,MWW,0.556,38,Unweighted,SIEM,0.74,0.004386342439892262
1053,PT,0.556,38,Unweighted,SIEM,0.75,0.004330127018922193
1054,WT,0.556,38,Unweighted,SIEM,0.68,0.00466476151587624
1055,rLRT,0.556,38,Unweighted,SIEM,0.73,0.0044395945760846225
1056,FET,0.667,38,Unweighted,SIEM,0.94,0.0023748684174075834
1057,LRT,0.667,38,Unweighted,SIEM,0.94,0.0023748684174075834
1058,MWW,0.667,38,Unweighted,SIEM,0.94,0.0023748684174075834
1059,PT,0.667,38,Unweighted,SIEM,0.93,0.002551470164434615
1060,WT,0.667,38,Unweighted,SIEM,0.92,0.002712931993250107
1061,rLRT,0.667,38,Unweighted,SIEM,0.94,0.0023748684174075834
1062,FET,0.778,38,Unweighted,SIEM,0.99,0.00099498743710662
1063,LRT,0.778,38,Unweighted,SIEM,0.99,0.00099498743710662
1064,MWW,0.778,38,Unweighted,SIEM,0.99,0.00099498743710662
1065,PT,0.778,38,Unweighted,SIEM,0.98,0.0013999999999999998
1066,WT,0.778,38,Unweighted,SIEM,0.98,0.0013999999999999998
1067,rLRT,0.778,38,Unweighted,SIEM,0.99,0.00099498743710662
1068,FET,0.889,38,Unweighted,SIEM,1.0,0.0
1069,LRT,0.889,38,Unweighted,SIEM,1.0,0.0
1070,MWW,0.889,38,Unweighted,SIEM,1.0,0.0
1071,PT,0.889,38,Unweighted,SIEM,1.0,0.0
1072,WT,0.889,38,Unweighted,SIEM,1.0,0.0
1073,rLRT,0.889,38,Unweighted,SIEM,1.0,0.0
1074,FET,1.0,38,Unweighted,SIEM,1.0,0.0
1075,LRT,1.0,38,Unweighted,SIEM,1.0,0.0
1076,MWW,1.0,38,Unweighted,SIEM,1.0,0.0
1077,PT,1.0,38,Unweighted,SIEM,1.0,0.0
1078,WT,1.0,38,Unweighted,SIEM,1.0,0.0
1079,rLRT,1.0,38,Unweighted,SIEM,1.0,0.0
1080,FET,0.0,47,Unweighted,SIEM,0.07,0.0025514701644346145
1081,LRT,0.0,47,Unweighted,SIEM,0.07,0.0025514701644346145
1082,MWW,0.0,47,Unweighted,SIEM,0.07,0.0025514701644346145
1083,PT,0.0,47,Unweighted,SIEM,0.09,0.002861817604250837
1084,WT,0.0,47,Unweighted,SIEM,0.07,0.0025514701644346145
1085,rLRT,0.0,47,Unweighted,SIEM,0.07,0.0025514701644346145
1086,FET,0.111,47,Unweighted,SIEM,0.13,0.0033630343441600472
1087,LRT,0.111,47,Unweighted,SIEM,0.13,0.0033630343441600472
1088,MWW,0.111,47,Unweighted,SIEM,0.13,0.0033630343441600472
1089,PT,0.111,47,Unweighted,SIEM,0.14,0.0034698703145794947
1090,WT,0.111,47,Unweighted,SIEM,0.13,0.0033630343441600472
1091,rLRT,0.111,47,Unweighted,SIEM,0.13,0.0033630343441600472
1092,FET,0.222,47,Unweighted,SIEM,0.12,0.0032496153618543837
1093,LRT,0.222,47,Unweighted,SIEM,0.16,0.0036660605559646724
1094,MWW,0.222,47,Unweighted,SIEM,0.17,0.00375632799419859
1095,PT,0.222,47,Unweighted,SIEM,0.17,0.00375632799419859
1096,WT,0.222,47,Unweighted,SIEM,0.15,0.003570714214271425
1097,rLRT,0.222,47,Unweighted,SIEM,0.16,0.0036660605559646724
1098,FET,0.333,47,Unweighted,SIEM,0.34,0.004737087712930805
1099,LRT,0.333,47,Unweighted,SIEM,0.38,0.004853864439804639
1100,MWW,0.333,47,Unweighted,SIEM,0.39,0.0048774993593028795
1101,PT,0.333,47,Unweighted,SIEM,0.42,0.004935585071701228
1102,WT,0.333,47,Unweighted,SIEM,0.38,0.004853864439804639
1103,rLRT,0.333,47,Unweighted,SIEM,0.38,0.004853864439804639
1104,FET,0.444,47,Unweighted,SIEM,0.6,0.004898979485566357
1105,LRT,0.444,47,Unweighted,SIEM,0.63,0.004828043081829324
1106,MWW,0.444,47,Unweighted,SIEM,0.64,0.0048
1107,PT,0.444,47,Unweighted,SIEM,0.68,0.00466476151587624
1108,WT,0.444,47,Unweighted,SIEM,0.6,0.004898979485566357
1109,rLRT,0.444,47,Unweighted,SIEM,0.64,0.0048
1110,FET,0.556,47,Unweighted,SIEM,0.88,0.0032496153618543837
1111,LRT,0.556,47,Unweighted,SIEM,0.88,0.0032496153618543837
1112,MWW,0.556,47,Unweighted,SIEM,0.88,0.0032496153618543837
1113,PT,0.556,47,Unweighted,SIEM,0.89,0.0031288975694324034
1114,WT,0.556,47,Unweighted,SIEM,0.88,0.0032496153618543837
1115,rLRT,0.556,47,Unweighted,SIEM,0.88,0.0032496153618543837
1116,FET,0.667,47,Unweighted,SIEM,0.98,0.0013999999999999998
1117,LRT,0.667,47,Unweighted,SIEM,0.98,0.0013999999999999998
1118,MWW,0.667,47,Unweighted,SIEM,0.98,0.0013999999999999998
1119,PT,0.667,47,Unweighted,SIEM,0.99,0.00099498743710662
1120,WT,0.667,47,Unweighted,SIEM,0.97,0.0017058722109231984
1121,rLRT,0.667,47,Unweighted,SIEM,0.98,0.0013999999999999998
1122,FET,0.778,47,Unweighted,SIEM,0.97,0.0017058722109231986
1123,LRT,0.778,47,Unweighted,SIEM,0.97,0.0017058722109231986
1124,MWW,0.778,47,Unweighted,SIEM,0.98,0.0013999999999999998
1125,PT,0.778,47,Unweighted,SIEM,0.98,0.0013999999999999998
1126,WT,0.778,47,Unweighted,SIEM,0.97,0.0017058722109231986
1127,rLRT,0.778,47,Unweighted,SIEM,0.97,0.0017058722109231986
1128,FET,0.889,47,Unweighted,SIEM,1.0,0.0
1129,LRT,0.889,47,Unweighted,SIEM,1.0,0.0
1130,MWW,0.889,47,Unweighted,SIEM,1.0,0.0
1131,PT,0.889,47,Unweighted,SIEM,1.0,0.0
1132,WT,0.889,47,Unweighted,SIEM,1.0,0.0
1133,rLRT,0.889,47,Unweighted,SIEM,1.0,0.0
1134,FET,1.0,47,Unweighted,SIEM,1.0,0.0
1135,LRT,1.0,47,Unweighted,SIEM,1.0,0.0
1136,MWW,1.0,47,Unweighted,SIEM,1.0,0.0
1137,PT,1.0,47,Unweighted,SIEM,1.0,0.0
1138,WT,1.0,47,Unweighted,SIEM,1.0,0.0
