delta,m,fraction_correct,all_correct
0.05050505050505051,20.0,0.061399999999999996,0.0
0.06060606060606061,20.0,0.07440000000000001,0.0
0.07070707070707072,20.0,0.0812,0.0
0.08080808080808081,20.0,0.09340000000000001,0.0
0.09090909090909091,20.0,0.09680000000000001,0.0
0.10101010101010102,20.0,0.1194,0.0
0.11111111111111112,20.0,0.14160000000000003,0.0
0.12121212121212122,20.0,0.1586,0.0
0.13131313131313133,20.0,0.16740000000000002,0.0
0.14141414141414144,20.0,0.1882,0.0
0.15151515151515152,20.0,0.22520000000000004,0.0
0.16161616161616163,20.0,0.2322,0.0
0.17171717171717174,20.0,0.254,0.0
0.18181818181818182,20.0,0.29179999999999995,0.0
0.19191919191919193,20.0,0.299,0.0
0.20202020202020204,20.0,0.344,0.0
0.21212121212121213,20.0,0.37860000000000005,0.0
0.22222222222222224,20.0,0.3932,0.0
0.23232323232323235,20.0,0.415,0.0
0.24242424242424243,20.0,0.44580000000000003,0.0
0.25252525252525254,20.0,0.47940000000000005,0.0
0.26262626262626265,20.0,0.514,0.0
0.27272727272727276,20.0,0.5398,0.006
0.2828282828282829,20.0,0.5688,0.002
0.29292929292929293,20.0,0.602,0.01
0.30303030303030304,20.0,0.6224,0.01
0.31313131313131315,20.0,0.6468,0.008
0.32323232323232326,20.0,0.6691999999999999,0.02
0.33333333333333337,20.0,0.7163999999999999,0.036
0.3434343434343435,20.0,0.7315999999999999,0.038
0.3535353535353536,20.0,0.7558,0.068
0.36363636363636365,20.0,0.7737999999999999,0.1
0.37373737373737376,20.0,0.8046000000000001,0.118
0.38383838383838387,20.0,0.8168000000000001,0.13
0.393939393939394,20.0,0.8464,0.192
0.4040404040404041,20.0,0.8506,0.222
0.4141414141414142,20.0,0.8642000000000001,0.236
0.42424242424242425,20.0,0.8852000000000001,0.3
0.43434343434343436,20.0,0.9038000000000002,0.372
0.4444444444444445,20.0,0.9074000000000001,0.39
0.4545454545454546,20.0,0.9144000000000001,0.4
0.4646464646464647,20.0,0.9298000000000002,0.482
0.4747474747474748,20.0,0.9468000000000001,0.59
0.48484848484848486,20.0,0.9470000000000001,0.574
0.494949494949495,20.0,0.9524000000000001,0.618
0.5050505050505051,20.0,0.9598000000000001,0.658
0.5151515151515152,20.0,0.9728000000000001,0.754
0.5252525252525253,20.0,0.9712000000000001,0.736
0.5353535353535354,20.0,0.977,0.796
0.5454545454545455,20.0,0.9798,0.824
0.5555555555555556,20.0,0.983,0.84
0.5656565656565657,20.0,0.9856,0.866
0.5757575757575758,20.0,0.9872000000000001,0.88
0.5858585858585859,20.0,0.9898,0.904
0.595959595959596,20.0,0.9912000000000001,0.914
0.6060606060606061,20.0,0.9942000000000001,0.944
0.6161616161616162,20.0,0.9955999999999999,0.956
0.6262626262626263,20.0,0.9944000000000001,0.946
0.6363636363636365,20.0,0.9957999999999999,0.958
0.6464646464646465,20.0,0.9946,0.95
0.6565656565656566,20.0,0.9972000000000001,0.974
0.6666666666666667,20.0,0.9975999999999999,0.976
0.6767676767676768,20.0,0.998,0.98
0.686868686868687,20.0,0.9984,0.984
0.696969696969697,20.0,0.9986,0.986
0.7070707070707072,20.0,0.9987999999999999,0.988
0.7171717171717172,20.0,0.999,0.99
0.7272727272727273,20.0,0.9996,0.996
0.7373737373737375,20.0,0.9994,0.994
0.7474747474747475,20.0,0.9997999999999999,0.998
0.7575757575757577,20.0,1.0,1.0
0.7676767676767677,20.0,1.0,1.0
0.7777777777777778,20.0,1.0,1.0
0.787878787878788,20.0,1.0,1.0
0.797979797979798,20.0,0.9994000000000001,0.994
0.8080808080808082,20.0,0.9997999999999999,0.998
0.8181818181818182,20.0,1.0,1.0
0.8282828282828284,20.0,1.0,1.0
0.8383838383838385,20.0,1.0,1.0
0.8484848484848485,20.0,1.0,1.0
0.8585858585858587,20.0,1.0,1.0
0.8686868686868687,20.0,1.0,1.0
0.8787878787878789,20.0,1.0,1.0
0.888888888888889,20.0,1.0,1.0
0.8989898989898991,20.0,1.0,1.0
0.9090909090909092,20.0,1.0,1.0
0.9191919191919192,20.0,1.0,1.0
0.9292929292929294,20.0,1.0,1.0
0.9393939393939394,20.0,1.0,1.0
0.9494949494949496,20.0,1.0,1.0
0.9595959595959597,20.0,1.0,1.0
0.9696969696969697,20.0,1.0,1.0
0.9797979797979799,20.0,1.0,1.0
0.98989898989899,20.0,1.0,1.0
1.0,20.0,1.0,1.0
0.0,30.0,0.0476,0.0
0.010101010101010102,30.0,0.053399999999999996,0.0
0.020202020202020204,30.0,0.056799999999999996,0.0
0.030303030303030304,30.0,0.0616,0.0
0.04040404040404041,30.0,0.0734,0.0
0.05050505050505051,30.0,0.07859999999999999,0.0
0.06060606060606061,30.0,0.0898,0.0
0.07070707070707072,30.0,0.10360000000000001,0.0
0.08080808080808081,30.0,0.121,0.0
0.09090909090909091,30.0,0.122,0.0
0.10101010101010102,30.0,0.15360000000000001,0.0
0.11111111111111112,30.0,0.17980000000000002,0.0
0.12121212121212122,30.0,0.215,0.0
0.13131313131313133,30.0,0.2368,0.0
0.14141414141414144,30.0,0.27979999999999994,0.0
0.15151515151515152,30.0,0.3014,0.0
0.16161616161616163,30.0,0.325,0.0
0.17171717171717174,30.0,0.3554,0.0
0.18181818181818182,30.0,0.40279999999999994,0.0
0.19191919191919193,30.0,0.437,0.0
0.20202020202020204,30.0,0.4764,0.0
0.21212121212121213,30.0,0.4956,0.0
0.22222222222222224,30.0,0.5478,0.0
0.23232323232323235,30.0,0.5786,0.008
0.24242424242424243,30.0,0.6187999999999999,0.004
0.25252525252525254,30.0,0.6567999999999999,0.016
0.26262626262626265,30.0,0.6876,0.03
0.27272727272727276,30.0,0.7242000000000001,0.042
0.2828282828282829,30.0,0.7532000000000001,0.058
0.29292929292929293,30.0,0.7794,0.084
0.30303030303030304,30.0,0.8116,0.13
0.31313131313131315,30.0,0.8282,0.144
0.32323232323232326,30.0,0.8482000000000001,0.182
0.33333333333333337,30.0,0.8668,0.236
0.3434343434343435,30.0,0.8898,0.31
0.3535353535353536,30.0,0.9116000000000002,0.378
0.36363636363636365,30.0,0.9222,0.446
0.37373737373737376,30.0,0.9314000000000001,0.488
0.38383838383838387,30.0,0.9422,0.564
0.393939393939394,30.0,0.9578000000000001,0.648
0.4040404040404041,30.0,0.9570000000000001,0.654
0.4141414141414142,30.0,0.9662000000000001,0.704
0.42424242424242425,30.0,0.9748000000000001,0.772
0.43434343434343436,30.0,0.9764,0.79
0.4444444444444445,30.0,0.9838,0.85
0.4545454545454546,30.0,0.987,0.878
0.4646464646464647,30.0,0.9887999999999999,0.898
0.4747474747474748,30.0,0.9892000000000001,0.902
0.48484848484848486,30.0,0.9938,0.938
0.494949494949495,30.0,0.995,0.95
0.5050505050505051,30.0,0.9944000000000001,0.952
0.5151515151515152,30.0,0.9964000000000001,0.964
0.5252525252525253,30.0,0.9982000000000001,0.982
0.5353535353535354,30.0,0.9982000000000001,0.982
0.5454545454545455,30.0,0.999,0.99
0.5555555555555556,30.0,0.9992000000000001,0.992
0.5656565656565657,30.0,0.9997999999999999,0.998
0.5757575757575758,30.0,0.9996,0.996
0.5858585858585859,30.0,0.9996,0.996
0.595959595959596,30.0,0.9997999999999999,0.998
0.6060606060606061,30.0,0.9996,0.996
0.6161616161616162,30.0,0.9997999999999999,0.998
0.6262626262626263,30.0,1.0,1.0
0.6363636363636365,30.0,0.9997999999999999,0.998
0.6464646464646465,30.0,1.0,1.0
0.6565656565656566,30.0,1.0,1.0
0.6666666666666667,30.0,1.0,1.0
0.6767676767676768,30.0,1.0,1.0
0.686868686868687,30.0,1.0,1.0
0.696969696969697,30.0,1.0,1.0
0.7070707070707072,30.0,1.0,1.0
0.7171717171717172,30.0,0.9997999999999999,0.998
0.7272727272727273,30.0,1.0,1.0
0.7373737373737375,30.0,1.0,1.0
0.7474747474747475,30.0,1.0,1.0
0.7575757575757577,30.0,1.0,1.0
0.7676767676767677,30.0,1.0,1.0
0.7777777777777778,30.0,1.0,1.0
0.787878787878788,30.0,1.0,1.0
0.797979797979798,30.0,1.0,1.0
0.8080808080808082,30.0,1.0,1.0
0.8181818181818182,30.0,1.0,1.0
0.8282828282828284,30.0,1.0,1.0
0.8383838383838385,30.0,1.0,1.0
0.8484848484848485,30.0,1.0,1.0
0.8585858585858587,30.0,1.0,1.0
0.8686868686868687,30.0,1.0,1.0
0.8787878787878789,30.0,1.0,1.0
0.888888888888889,30.0,1.0,1.0
0.8989898989898991,30.0,1.0,1.0
0.9090909090909092,30.0,1.0,1.0
0.9191919191919192,30.0,1.0,1.0
0.9292929292929294,30.0,1.0,1.0
0.9393939393939394,30.0,1.0,1.0
0.9494949494949496,30.0,1.0,1.0
0.9595959595959597,30.0,1.0,1.0
0.9696969696969697,30.0,1.0,1.0
0.9797979797979799,30.0,1.0,1.0
0.98989898989899,30.0,1.0,1.0
1.0,30.0,1.0,1.0
0.0,40.0,0.0508,0.0
0.010101010101010102,40.0,0.048600000000000004,0.0
0.020202020202020204,40.0,0.059,0.0
0.030303030303030304,40.0,0.060399999999999995,0.0
0.04040404040404041,40.0,0.0724,0.0
0.05050505050505051,40.0,0.0822,0.0
0.06060606060606061,40.0,0.101,0.0
0.07070707070707072,40.0,0.1138,0.0
0.08080808080808081,40.0,0.1466,0.0
0.09090909090909091,40.0,0.17460000000000003,0.0
0.10101010101010102,40.0,0.1948,0.0
0.11111111111111112,40.0,0.23560000000000003,0.0
0.12121212121212122,40.0,0.2622,0.0
0.13131313131313133,40.0,0.31,0.0
0.14141414141414144,40.0,0.3428,0.0
0.15151515151515152,40.0,0.369,0.0
0.16161616161616163,40.0,0.42979999999999996,0.0
0.17171717171717174,40.0,0.4616,0.0
0.18181818181818182,40.0,0.5006,0.002
0.19191919191919193,40.0,0.5578,0.004
0.20202020202020204,40.0,0.5932000000000001,0.012
0.21212121212121213,40.0,0.6392,0.022
0.22222222222222224,40.0,0.6873999999999999,0.022
0.23232323232323235,40.0,0.7278,0.048
0.24242424242424243,40.0,0.7462000000000001,0.042
0.25252525252525254,40.0,0.7752,0.064
0.26262626262626265,40.0,0.8102,0.138
0.27272727272727276,40.0,0.8366,0.164
0.2828282828282829,40.0,0.8542000000000001,0.21
0.29292929292929293,40.0,0.8888,0.338
0.30303030303030304,40.0,0.9078,0.378
0.31313131313131315,40.0,0.9230000000000002,0.43
0.32323232323232326,40.0,0.9410000000000001,0.544
0.33333333333333337,40.0,0.9454000000000001,0.57
0.3434343434343435,40.0,0.9562000000000002,0.634
0.3535353535353536,40.0,0.9678,0.718
0.36363636363636365,40.0,0.9754,0.768
0.37373737373737376,40.0,0.9768000000000002,0.79
0.38383838383838387,40.0,0.9832000000000001,0.844
0.393939393939394,40.0,0.9878000000000001,0.878
0.4040404040404041,40.0,0.992,0.922
0.4141414141414142,40.0,0.9937999999999999,0.94
0.42424242424242425,40.0,0.994,0.94
0.43434343434343436,40.0,0.9956,0.956
0.4444444444444445,40.0,0.9965999999999999,0.966
0.4545454545454546,40.0,0.9987999999999999,0.988
0.4646464646464647,40.0,0.9985999999999999,0.986
0.4747474747474748,40.0,0.9992000000000001,0.992
0.48484848484848486,40.0,0.9996,0.996
0.494949494949495,40.0,0.9987999999999999,0.988
0.5050505050505051,40.0,0.9997999999999999,0.998
0.5151515151515152,40.0,1.0,1.0
0.5252525252525253,40.0,0.9997999999999999,0.998
0.5353535353535354,40.0,1.0,1.0
0.5454545454545455,40.0,0.9996,0.996
0.5555555555555556,40.0,1.0,1.0
0.5656565656565657,40.0,1.0,1.0
0.5757575757575758,40.0,0.9997999999999999,0.998
0.5858585858585859,40.0,1.0,1.0
0.595959595959596,40.0,1.0,1.0
0.6060606060606061,40.0,1.0,1.0
0.6161616161616162,40.0,1.0,1.0
0.6262626262626263,40.0,1.0,1.0
0.6363636363636365,40.0,0.9997999999999999,0.998
0.6464646464646465,40.0,1.0,1.0
0.6565656565656566,40.0,1.0,1.0
0.6666666666666667,40.0,1.0,1.0
0.6767676767676768,40.0,1.0,1.0
0.686868686868687,40.0,1.0,1.0
0.696969696969697,40.0,1.0,1.0
0.7070707070707072,40.0,1.0,1.0
0.7171717171717172,40.0,1.0,1.0
0.7272727272727273,40.0,1.0,1.0
0.7373737373737375,40.0,1.0,1.0
0.7474747474747475,40.0,1.0,1.0
0.7575757575757577,40.0,1.0,1.0
0.7676767676767677,40.0,1.0,1.0
0.7777777777777778,40.0,1.0,1.0
0.787878787878788,40.0,1.0,1.0
0.797979797979798,40.0,1.0,1.0
0.8080808080808082,40.0,1.0,1.0
0.8181818181818182,40.0,1.0,1.0
0.8282828282828284,40.0,1.0,1.0
0.8383838383838385,40.0,1.0,1.0
0.8484848484848485,40.0,1.0,1.0
0.8585858585858587,40.0,1.0,1.0
0.8686868686868687,40.0,1.0,1.0
0.8787878787878789,40.0,1.0,1.0
0.888888888888889,40.0,1.0,1.0
0.8989898989898991,40.0,1.0,1.0
0.9090909090909092,40.0,1.0,1.0
0.9191919191919192,40.0,1.0,1.0
0.9292929292929294,40.0,1.0,1.0
0.9393939393939394,40.0,1.0,1.0
0.9494949494949496,40.0,1.0,1.0
0.9595959595959597,40.0,1.0,1.0
0.9696969696969697,40.0,1.0,1.0
0.9797979797979799,40.0,1.0,1.0
0.98989898989899,40.0,1.0,1.0
1.0,40.0,1.0,1.0
0.0,50.0,0.048,0.0
0.010101010101010102,50.0,0.0502,0.0
0.020202020202020204,50.0,0.049800000000000004,0.0
0.030303030303030304,50.0,0.0634,0.0
0.04040404040404041,50.0,0.071,0.0
0.05050505050505051,50.0,0.1002,0.0
0.06060606060606061,50.0,0.1192,0.0
0.07070707070707072,50.0,0.1404,0.0
0.08080808080808081,50.0,0.16840000000000002,0.0
0.09090909090909091,50.0,0.1988,0.0
0.10101010101010102,50.0,0.24080000000000001,0.0
0.11111111111111112,50.0,0.2656,0.0
0.12121212121212122,50.0,0.312,0.0
0.13131313131313133,50.0,0.36060000000000003,0.0
0.14141414141414144,50.0,0.4102,0.0
0.15151515151515152,50.0,0.45239999999999997,0.0
0.16161616161616163,50.0,0.5094000000000001,0.0
0.17171717171717174,50.0,0.5434000000000001,0.004
0.18181818181818182,50.0,0.5922000000000001,0.006
0.19191919191919193,50.0,0.6597999999999999,0.02
0.20202020202020204,50.0,0.692,0.026
0.21212121212121213,50.0,0.7355999999999999,0.036
0.22222222222222224,50.0,0.7722,0.076
0.23232323232323235,50.0,0.8114000000000001,0.128
0.24242424242424243,50.0,0.8304000000000001,0.17
0.25252525252525254,50.0,0.8628000000000001,0.242
0.26262626262626265,50.0,0.8872000000000001,0.308
0.27272727272727276,50.0,0.9106000000000002,0.39
0.2828282828282829,50.0,0.9292,0.478
0.29292929292929293,50.0,0.9382,0.512
0.30303030303030304,50.0,0.9552,0.634
0.31313131313131315,50.0,0.9654,0.702
0.32323232323232326,50.0,0.9744,0.776
0.33333333333333337,50.0,0.9806,0.82
0.3434343434343435,50.0,0.9872000000000001,0.882
0.3535353535353536,50.0,0.9897999999999999,0.904
0.36363636363636365,50.0,0.9907999999999999,0.91
0.37373737373737376,50.0,0.9952000000000001,0.952
0.38383838383838387,50.0,0.996,0.962
0.393939393939394,50.0,0.9967999999999999,0.968
0.4040404040404041,50.0,0.9984,0.984
0.4141414141414142,50.0,0.9977999999999999,0.978
0.42424242424242425,50.0,0.998,0.98
0.43434343434343436,50.0,0.9996,0.996
0.4444444444444445,50.0,0.9996,0.996
0.4545454545454546,50.0,1.0,1.0
0.4646464646464647,50.0,1.0,1.0
0.4747474747474748,50.0,1.0,1.0
0.48484848484848486,50.0,1.0,1.0
0.494949494949495,50.0,0.9997999999999999,0.998
0.5050505050505051,50.0,1.0,1.0
0.5151515151515152,50.0,1.0,1.0
0.5252525252525253,50.0,1.0,1.0
0.5353535353535354,50.0,1.0,1.0
0.5454545454545455,50.0,1.0,1.0
0.5555555555555556,50.0,1.0,1.0
0.5656565656565657,50.0,1.0,1.0
0.5757575757575758,50.0,1.0,1.0
0.5858585858585859,50.0,1.0,1.0
0.595959595959596,50.0,1.0,1.0
0.6060606060606061,50.0,1.0,1.0
0.6161616161616162,50.0,1.0,1.0
0.6262626262626263,50.0,1.0,1.0
0.6363636363636365,50.0,1.0,1.0
0.6464646464646465,50.0,1.0,1.0
0.6565656565656566,50.0,1.0,1.0
0.6666666666666667,50.0,1.0,1.0
0.6767676767676768,50.0,1.0,1.0
0.686868686868687,50.0,1.0,1.0
0.696969696969697,50.0,1.0,1.0
0.7070707070707072,50.0,1.0,1.0
0.7171717171717172,50.0,1.0,1.0
0.7272727272727273,50.0,1.0,1.0
0.7373737373737375,50.0,1.0,1.0
0.7474747474747475,50.0,1.0,1.0
0.7575757575757577,50.0,1.0,1.0
0.7676767676767677,50.0,1.0,1.0
0.7777777777777778,50.0,1.0,1.0
0.787878787878788,50.0,1.0,1.0
0.797979797979798,50.0,1.0,1.0
0.8080808080808082,50.0,1.0,1.0
0.8181818181818182,50.0,1.0,1.0
0.8282828282828284,50.0,1.0,1.0
0.8383838383838385,50.0,1.0,1.0
0.8484848484848485,50.0,1.0,1.0
0.8585858585858587,50.0,1.0,1.0
0.8686868686868687,50.0,1.0,1.0
0.8787878787878789,50.0,1.0,1.0
0.888888888888889,50.0,1.0,1.0
0.8989898989898991,50.0,1.0,1.0
0.9090909090909092,50.0,1.0,1.0
0.9191919191919192,50.0,1.0,1.0
0.9292929292929294,50.0,1.0,1.0
0.9393939393939394,50.0,1.0,1.0
0.9494949494949496,50.0,1.0,1.0
0.9595959595959597,50.0,1.0,1.0
0.9696969696969697,50.0,1.0,1.0
0.9797979797979799,50.0,1.0,1.0
0.98989898989899,50.0,1.0,1.0
1.0,50.0,1.0,1.0
0.0,60.0,0.048400000000000006,0.0
0.010101010101010102,60.0,0.056,0.0
0.020202020202020204,60.0,0.061,0.0
0.030303030303030304,60.0,0.0616,0.0
0.04040404040404041,60.0,0.08480000000000001,0.0
0.05050505050505051,60.0,0.1044,0.0
0.06060606060606061,60.0,0.124,0.0
0.07070707070707072,60.0,0.15519999999999998,0.0
0.08080808080808081,60.0,0.194,0.0
0.09090909090909091,60.0,0.2342,0.0
0.10101010101010102,60.0,0.27020000000000005,0.0
0.11111111111111112,60.0,0.31360000000000005,0.0
0.12121212121212122,60.0,0.37660000000000005,0.0
0.13131313131313133,60.0,0.42219999999999996,0.0
0.14141414141414144,60.0,0.4754,0.0
0.15151515151515152,60.0,0.5217999999999999,0.002
0.16161616161616163,60.0,0.5806,0.006
0.17171717171717174,60.0,0.624,0.004
0.18181818181818182,60.0,0.6926,0.026
0.19191919191919193,60.0,0.7298,0.046
0.20202020202020204,60.0,0.7716000000000001,0.102
0.21212121212121213,60.0,0.8048000000000001,0.11
0.22222222222222224,60.0,0.8546,0.226
0.23232323232323235,60.0,0.8686,0.238
0.24242424242424243,60.0,0.8952,0.348
0.25252525252525254,60.0,0.9130000000000001,0.406
0.26262626262626265,60.0,0.9404000000000001,0.558
0.27272727272727276,60.0,0.9492,0.608
0.2828282828282829,60.0,0.9664,0.708
0.29292929292929293,60.0,0.9718000000000001,0.756
0.30303030303030304,60.0,0.9764,0.778
0.31313131313131315,60.0,0.9832000000000001,0.848
0.32323232323232326,60.0,0.992,0.926
0.33333333333333337,60.0,0.9932000000000001,0.932
0.3434343434343435,60.0,0.9962000000000001,0.962
0.3535353535353536,60.0,0.9965999999999999,0.966
0.36363636363636365,60.0,0.9977999999999999,0.978
0.37373737373737376,60.0,0.9992000000000001,0.992
0.38383838383838387,60.0,0.9987999999999999,0.988
0.393939393939394,60.0,0.9992000000000001,0.992
0.4040404040404041,60.0,0.9997999999999999,0.998
0.4141414141414142,60.0,0.9994000000000001,0.994
0.42424242424242425,60.0,1.0,1.0
0.43434343434343436,60.0,0.9997999999999999,0.998
0.4444444444444445,60.0,1.0,1.0
0.4545454545454546,60.0,0.9997999999999999,0.998
0.4646464646464647,60.0,1.0,1.0
0.4747474747474748,60.0,1.0,1.0
0.48484848484848486,60.0,1.0,1.0
0.494949494949495,60.0,1.0,1.0
0.5050505050505051,60.0,1.0,1.0
0.5151515151515152,60.0,1.0,1.0
0.5252525252525253,60.0,1.0,1.0
0.5353535353535354,60.0,1.0,1.0
0.5454545454545455,60.0,1.0,1.0
0.5555555555555556,60.0,1.0,1.0
0.5656565656565657,60.0,1.0,1.0
0.5757575757575758,60.0,1.0,1.0
0.5858585858585859,60.0,1.0,1.0
0.595959595959596,60.0,1.0,1.0
0.6060606060606061,60.0,1.0,1.0
0.6161616161616162,60.0,1.0,1.0
0.6262626262626263,60.0,1.0,1.0
0.6363636363636365,60.0,1.0,1.0
0.6464646464646465,60.0,1.0,1.0
0.6565656565656566,60.0,1.0,1.0
0.6666666666666667,60.0,1.0,1.0
0.6767676767676768,60.0,1.0,1.0
0.686868686868687,60.0,1.0,1.0
0.696969696969697,60.0,1.0,1.0
0.7070707070707072,60.0,1.0,1.0
0.7171717171717172,60.0,1.0,1.0
0.7272727272727273,60.0,1.0,1.0
0.7373737373737375,60.0,1.0,1.0
0.7474747474747475,60.0,1.0,1.0
0.7575757575757577,60.0,1.0,1.0
0.7676767676767677,60.0,1.0,1.0
0.7777777777777778,60.0,1.0,1.0
0.787878787878788,60.0,1.0,1.0
0.797979797979798,60.0,1.0,1.0
0.8080808080808082,60.0,1.0,1.0
0.8181818181818182,60.0,1.0,1.0
0.8282828282828284,60.0,1.0,1.0
0.8383838383838385,60.0,1.0,1.0
0.8484848484848485,60.0,1.0,1.0
0.8585858585858587,60.0,1.0,1.0
0.8686868686868687,60.0,1.0,1.0
0.8787878787878789,60.0,1.0,1.0
0.888888888888889,60.0,1.0,1.0
0.8989898989898991,60.0,1.0,1.0
0.9090909090909092,60.0,1.0,1.0
0.9191919191919192,60.0,1.0,1.0
0.9292929292929294,60.0,1.0,1.0
0.9393939393939394,60.0,1.0,1.0
0.9494949494949496,60.0,1.0,1.0
0.9595959595959597,60.0,1.0,1.0
0.9696969696969697,60.0,1.0,1.0
0.9797979797979799,60.0,1.0,1.0
0.98989898989899,60.0,1.0,1.0
1.0,60.0,1.0,1.0
0.0,70.0,0.055799999999999995,0.0
0.010101010101010102,70.0,0.0526,0.0
0.020202020202020204,70.0,0.062400000000000004,0.0
0.030303030303030304,70.0,0.07659999999999999,0.0
0.04040404040404041,70.0,0.09860000000000002,0.0
0.05050505050505051,70.0,0.1106,0.0
0.06060606060606061,70.0,0.1416,0.0
0.07070707070707072,70.0,0.1676,0.0
0.08080808080808081,70.0,0.21380000000000002,0.0
0.09090909090909091,70.0,0.2582,0.0
0.10101010101010102,70.0,0.31379999999999997,0.0
0.11111111111111112,70.0,0.3656,0.0
0.12121212121212122,70.0,0.4238,0.0
0.13131313131313133,70.0,0.4828,0.0
0.14141414141414144,70.0,0.541,0.004
0.15151515151515152,70.0,0.5974,0.002
