p,delta,m,power_1,power_2,power_3
0.5,0.5,460.0,1.0,0.03,0.05
0.5,0.01,470.0,0.15,0.05,0.05
0.5,0.02,470.0,0.47,0.08,0.12
0.5,0.03,470.0,0.84,0.07,0.03
0.5,0.04,470.0,0.99,0.02,0.05
0.5,0.05,470.0,1.0,0.05,0.05
0.5,0.06,470.0,1.0,0.09,0.06
0.5,0.07,470.0,1.0,0.09,0.03
0.5,0.08,470.0,1.0,0.02,0.01
0.5,0.09,470.0,1.0,0.03,0.02
0.5,0.1,470.0,1.0,0.04,0.03
0.5,0.11,470.0,1.0,0.05,0.06
0.5,0.12,470.0,1.0,0.02,0.04
0.5,0.13,470.0,1.0,0.06,0.05
0.5,0.14,470.0,1.0,0.03,0.04
0.5,0.15,470.0,1.0,0.03,0.04
0.5,0.16,470.0,1.0,0.02,0.1
0.5,0.17,470.0,1.0,0.06,0.07
0.5,0.18,470.0,1.0,0.08,0.04
0.5,0.19,470.0,1.0,0.03,0.02
0.5,0.2,470.0,1.0,0.01,0.0
0.5,0.21,470.0,1.0,0.04,0.06
0.5,0.22,470.0,1.0,0.08,0.08
0.5,0.23,470.0,1.0,0.06,0.06
0.5,0.24,470.0,1.0,0.06,0.04
0.5,0.25,470.0,1.0,0.03,0.05
0.5,0.26,470.0,1.0,0.05,0.03
0.5,0.27,470.0,1.0,0.06,0.04
0.5,0.28,470.0,1.0,0.07,0.04
0.5,0.29,470.0,1.0,0.04,0.02
0.5,0.3,470.0,1.0,0.03,0.07
0.5,0.31,470.0,1.0,0.06,0.06
0.5,0.32,470.0,1.0,0.06,0.02
0.5,0.33,470.0,1.0,0.04,0.04
0.5,0.34,470.0,1.0,0.04,0.04
0.5,0.35000000000000003,470.0,1.0,0.07,0.11
0.5,0.36,470.0,1.0,0.05,0.04
0.5,0.37,470.0,1.0,0.03,0.02
0.5,0.38,470.0,1.0,0.04,0.04
0.5,0.39,470.0,1.0,0.04,0.05
0.5,0.4,470.0,1.0,0.03,0.03
0.5,0.41000000000000003,470.0,1.0,0.06,0.07
0.5,0.42,470.0,1.0,0.02,0.03
0.5,0.43,470.0,1.0,0.06,0.01
0.5,0.44,470.0,1.0,0.03,0.04
0.5,0.45,470.0,1.0,0.04,0.02
0.5,0.46,470.0,1.0,0.07,0.05
0.5,0.47000000000000003,470.0,1.0,0.06,0.07
0.5,0.48,470.0,1.0,0.03,0.04
0.5,0.49,470.0,1.0,0.08,0.05
0.5,0.5,470.0,1.0,0.08,0.05
0.5,0.01,480.0,0.18,0.06,0.05
0.5,0.02,480.0,0.55,0.06,0.05
0.5,0.03,480.0,0.82,0.02,0.04
0.5,0.04,480.0,0.97,0.03,0.03
0.5,0.05,480.0,1.0,0.04,0.05
0.5,0.06,480.0,1.0,0.04,0.05
0.5,0.07,480.0,1.0,0.05,0.05
0.5,0.08,480.0,1.0,0.04,0.05
0.5,0.09,480.0,1.0,0.04,0.11
0.5,0.1,480.0,1.0,0.03,0.06
0.5,0.11,480.0,1.0,0.05,0.07
0.5,0.12,480.0,1.0,0.05,0.06
0.5,0.13,480.0,1.0,0.05,0.08
0.5,0.14,480.0,1.0,0.02,0.07
0.5,0.15,480.0,1.0,0.04,0.03
0.5,0.16,480.0,1.0,0.03,0.07
0.5,0.17,480.0,1.0,0.04,0.11
0.5,0.18,480.0,1.0,0.07,0.04
0.5,0.19,480.0,1.0,0.07,0.03
0.5,0.2,480.0,1.0,0.0,0.05
0.5,0.21,480.0,1.0,0.06,0.05
0.5,0.22,480.0,1.0,0.05,0.06
0.5,0.23,480.0,1.0,0.03,0.03
0.5,0.24,480.0,1.0,0.03,0.05
0.5,0.25,480.0,1.0,0.02,0.02
0.5,0.26,480.0,1.0,0.04,0.04
0.5,0.27,480.0,1.0,0.06,0.03
0.5,0.28,480.0,1.0,0.01,0.04
0.5,0.29,480.0,1.0,0.04,0.05
0.5,0.3,480.0,1.0,0.07,0.0
0.5,0.31,480.0,1.0,0.05,0.04
0.5,0.32,480.0,1.0,0.04,0.03
0.5,0.33,480.0,1.0,0.07,0.04
0.5,0.34,480.0,1.0,0.05,0.07
0.5,0.35000000000000003,480.0,1.0,0.11,0.05
0.5,0.36,480.0,1.0,0.04,0.12
0.5,0.37,480.0,1.0,0.03,0.06
0.5,0.38,480.0,1.0,0.03,0.09
0.5,0.39,480.0,1.0,0.03,0.05
0.5,0.4,480.0,1.0,0.04,0.05
0.5,0.41000000000000003,480.0,1.0,0.04,0.05
0.5,0.42,480.0,1.0,0.08,0.06
0.5,0.43,480.0,1.0,0.03,0.03
0.5,0.44,480.0,1.0,0.03,0.01
0.5,0.45,480.0,1.0,0.05,0.06
0.5,0.46,480.0,1.0,0.03,0.03
0.5,0.47000000000000003,480.0,1.0,0.06,0.04
0.5,0.48,480.0,1.0,0.04,0.02
0.5,0.49,480.0,1.0,0.08,0.06
0.5,0.5,480.0,1.0,0.02,0.04
0.5,0.01,490.0,0.19,0.06,0.07
0.5,0.02,490.0,0.56,0.05,0.07
0.5,0.03,490.0,0.85,0.04,0.07
0.5,0.04,490.0,0.98,0.05,0.11
0.5,0.05,490.0,1.0,0.04,0.09
0.5,0.06,490.0,1.0,0.04,0.06
0.5,0.07,490.0,1.0,0.03,0.05
0.5,0.08,490.0,1.0,0.01,0.06
0.5,0.09,490.0,1.0,0.04,0.03
0.5,0.1,490.0,1.0,0.08,0.02
0.5,0.11,490.0,1.0,0.11,0.02
0.5,0.12,490.0,1.0,0.05,0.04
0.5,0.13,490.0,1.0,0.02,0.04
0.5,0.14,490.0,1.0,0.03,0.03
0.5,0.15,490.0,1.0,0.03,0.04
0.5,0.16,490.0,1.0,0.07,0.06
0.5,0.17,490.0,1.0,0.02,0.06
0.5,0.18,490.0,1.0,0.04,0.05
0.5,0.19,490.0,1.0,0.05,0.06
0.5,0.2,490.0,1.0,0.07,0.05
0.5,0.21,490.0,1.0,0.04,0.05
0.5,0.22,490.0,1.0,0.03,0.05
0.5,0.23,490.0,1.0,0.05,0.06
0.5,0.24,490.0,1.0,0.06,0.05
0.5,0.25,490.0,1.0,0.07,0.05
0.5,0.26,490.0,1.0,0.06,0.08
0.5,0.27,490.0,1.0,0.02,0.09
0.5,0.28,490.0,1.0,0.04,0.05
0.5,0.29,490.0,1.0,0.06,0.03
0.5,0.3,490.0,1.0,0.06,0.03
0.5,0.31,490.0,1.0,0.03,0.03
0.5,0.32,490.0,1.0,0.05,0.03
0.5,0.33,490.0,1.0,0.03,0.02
0.5,0.34,490.0,1.0,0.11,0.06
0.5,0.35000000000000003,490.0,1.0,0.07,0.1
0.5,0.36,490.0,1.0,0.01,0.06
0.5,0.37,490.0,1.0,0.05,0.06
0.5,0.38,490.0,1.0,0.06,0.07
0.5,0.39,490.0,1.0,0.07,0.06
0.5,0.4,490.0,1.0,0.03,0.1
0.5,0.41000000000000003,490.0,1.0,0.04,0.06
0.5,0.42,490.0,1.0,0.06,0.04
0.5,0.43,490.0,1.0,0.08,0.03
0.5,0.44,490.0,1.0,0.06,0.07
0.5,0.45,490.0,1.0,0.07,0.03
0.5,0.46,490.0,1.0,0.07,0.04
0.5,0.47000000000000003,490.0,1.0,0.07,0.02
0.5,0.48,490.0,1.0,0.02,0.07
0.5,0.49,490.0,1.0,0.06,0.03
0.5,0.5,490.0,1.0,0.08,0.05
0.5,0.01,500.0,0.18,0.04,0.06
0.5,0.02,500.0,0.51,0.09,0.02
0.5,0.03,500.0,0.84,0.06,0.06
0.5,0.04,500.0,0.99,0.05,0.09
0.5,0.05,500.0,1.0,0.07,0.06
0.5,0.06,500.0,1.0,0.03,0.04
0.5,0.07,500.0,1.0,0.04,0.03
0.5,0.08,500.0,1.0,0.03,0.06
0.5,0.09,500.0,1.0,0.08,0.04
0.5,0.1,500.0,1.0,0.07,0.06
0.5,0.11,500.0,1.0,0.08,0.04
0.5,0.12,500.0,1.0,0.03,0.01
0.5,0.13,500.0,1.0,0.04,0.04
0.5,0.14,500.0,1.0,0.05,0.05
0.5,0.15,500.0,1.0,0.05,0.06
0.5,0.16,500.0,1.0,0.08,0.07
0.5,0.17,500.0,1.0,0.05,0.04
0.5,0.18,500.0,1.0,0.02,0.05
0.5,0.19,500.0,1.0,0.05,0.03
0.5,0.2,500.0,1.0,0.06,0.05
0.5,0.21,500.0,1.0,0.08,0.07
0.5,0.22,500.0,1.0,0.03,0.03
0.5,0.23,500.0,1.0,0.04,0.05
0.5,0.24,500.0,1.0,0.03,0.06
0.5,0.25,500.0,1.0,0.04,0.05
0.5,0.26,500.0,1.0,0.05,0.07
0.5,0.27,500.0,1.0,0.07,0.06
0.5,0.28,500.0,1.0,0.07,0.06
0.5,0.29,500.0,1.0,0.03,0.03
0.5,0.3,500.0,1.0,0.06,0.05
0.5,0.31,500.0,1.0,0.05,0.08
0.5,0.32,500.0,1.0,0.02,0.06
0.5,0.33,500.0,1.0,0.05,0.07
0.5,0.34,500.0,1.0,0.04,0.06
0.5,0.35000000000000003,500.0,1.0,0.05,0.11
0.5,0.36,500.0,1.0,0.06,0.05
0.5,0.37,500.0,1.0,0.08,0.03
0.5,0.38,500.0,1.0,0.07,0.09
0.5,0.39,500.0,1.0,0.05,0.05
0.5,0.4,500.0,1.0,0.06,0.05
0.5,0.41000000000000003,500.0,1.0,0.07,0.05
0.5,0.42,500.0,1.0,0.03,0.05
0.5,0.43,500.0,1.0,0.03,0.06
0.5,0.44,500.0,1.0,0.06,0.04
0.5,0.45,500.0,1.0,0.08,0.04
0.5,0.46,500.0,1.0,0.03,0.03
0.5,0.47000000000000003,500.0,1.0,0.06,0.05
0.5,0.48,500.0,1.0,0.02,0.07
0.5,0.49,500.0,1.0,0.05,0.03
0.5,0.5,500.0,1.0,0.03,0.1
