p,delta,m,omni_power_1,omni_power_2,omni_power_3,mase_power_1,mase_power_2,mase_power_3
0.5,0.41000000000000003,10.0,0.21,0.21,0.04,0.22,0.16,0.05
0.5,0.42,10.0,0.22,0.18,0.06,0.29,0.14,0.06
0.5,0.43,10.0,0.2,0.17,0.07,0.21,0.17,0.06
0.5,0.44,10.0,0.17,0.23,0.05,0.25,0.15,0.03
0.5,0.45,10.0,0.25,0.15,0.08,0.19,0.14,0.02
0.5,0.46,10.0,0.17,0.21,0.07,0.29,0.15,0.07
0.5,0.47000000000000003,10.0,0.28,0.2,0.03,0.33,0.14,0.07
0.5,0.48,10.0,0.22,0.27,0.07,0.31,0.2,0.05
0.5,0.49,10.0,0.25,0.22,0.1,0.3,0.14,0.03
0.5,0.5,10.0,0.24,0.2,0.04,0.26,0.1,0.03
0.5,0.01,20.0,0.04,0.07,0.07,0.05,0.07,0.01
0.5,0.02,20.0,0.06,0.03,0.06,0.04,0.03,0.03
0.5,0.03,20.0,0.05,0.03,0.07,0.03,0.01,0.06
0.5,0.04,20.0,0.04,0.06,0.04,0.1,0.04,0.03
0.5,0.05,20.0,0.07,0.05,0.05,0.04,0.07,0.02
0.5,0.06,20.0,0.12,0.06,0.05,0.05,0.08,0.08
0.5,0.07,20.0,0.05,0.05,0.07,0.04,0.03,0.1
0.5,0.08,20.0,0.06,0.05,0.05,0.06,0.06,0.07
0.5,0.09,20.0,0.09,0.08,0.06,0.08,0.11,0.02
0.5,0.1,20.0,0.06,0.07,0.08,0.07,0.04,0.05
0.5,0.11,20.0,0.06,0.06,0.03,0.05,0.08,0.08
0.5,0.12,20.0,0.06,0.07,0.02,0.05,0.05,0.11
0.5,0.13,20.0,0.07,0.05,0.1,0.08,0.06,0.03
0.5,0.14,20.0,0.03,0.07,0.03,0.07,0.08,0.08
0.5,0.15,20.0,0.16,0.09,0.06,0.06,0.05,0.06
0.5,0.16,20.0,0.1,0.07,0.12,0.12,0.04,0.1
0.5,0.17,20.0,0.07,0.07,0.03,0.08,0.08,0.06
0.5,0.18,20.0,0.06,0.13,0.05,0.07,0.09,0.01
0.5,0.19,20.0,0.06,0.07,0.02,0.11,0.05,0.04
0.5,0.2,20.0,0.15,0.12,0.07,0.24,0.05,0.05
0.5,0.21,20.0,0.06,0.1,0.06,0.11,0.09,0.08
0.5,0.22,20.0,0.07,0.15,0.09,0.12,0.14,0.05
0.5,0.23,20.0,0.17,0.13,0.06,0.16,0.16,0.06
0.5,0.24,20.0,0.21,0.16,0.06,0.13,0.14,0.07
0.5,0.25,20.0,0.08,0.14,0.06,0.26,0.11,0.05
0.5,0.26,20.0,0.1,0.1,0.1,0.2,0.15,0.05
0.5,0.27,20.0,0.2,0.23,0.07,0.23,0.16,0.11
0.5,0.28,20.0,0.16,0.16,0.1,0.22,0.21,0.06
0.5,0.29,20.0,0.21,0.28,0.08,0.26,0.16,0.08
0.5,0.3,20.0,0.18,0.1,0.07,0.22,0.12,0.08
0.5,0.31,20.0,0.19,0.16,0.05,0.24,0.14,0.05
0.5,0.32,20.0,0.22,0.2,0.04,0.23,0.2,0.09
0.5,0.33,20.0,0.17,0.2,0.12,0.27,0.23,0.07
0.5,0.34,20.0,0.31,0.28,0.05,0.24,0.2,0.08
0.5,0.35000000000000003,20.0,0.28,0.15,0.09,0.26,0.16,0.06
0.5,0.36,20.0,0.3,0.24,0.04,0.33,0.18,0.05
0.5,0.37,20.0,0.27,0.3,0.09,0.32,0.2,0.03
0.5,0.38,20.0,0.31,0.25,0.07,0.3,0.25,0.04
0.5,0.39,20.0,0.3,0.32,0.11,0.35,0.28,0.07
0.5,0.4,20.0,0.26,0.29,0.07,0.36,0.19,0.06
0.5,0.41000000000000003,20.0,0.29,0.37,0.12,0.48,0.23,0.11
0.5,0.42,20.0,0.4,0.38,0.15,0.44,0.28,0.08
0.5,0.43,20.0,0.42,0.36,0.08,0.46,0.22,0.03
0.5,0.44,20.0,0.4,0.33,0.07,0.46,0.29,0.07
0.5,0.45,20.0,0.39,0.35,0.06,0.43,0.35,0.03
0.5,0.46,20.0,0.38,0.36,0.09,0.49,0.23,0.08
0.5,0.47000000000000003,20.0,0.47,0.37,0.12,0.46,0.36,0.07
0.5,0.48,20.0,0.37,0.3,0.1,0.52,0.26,0.03
0.5,0.49,20.0,0.49,0.4,0.18,0.49,0.3,0.12
0.5,0.5,20.0,0.43,0.48,0.09,0.55,0.24,0.07
0.5,0.01,30.0,0.04,0.08,0.06,0.05,0.07,0.08
0.5,0.02,30.0,0.05,0.05,0.08,0.07,0.05,0.04
0.5,0.03,30.0,0.05,0.07,0.02,0.04,0.04,0.06
0.5,0.04,30.0,0.1,0.04,0.05,0.06,0.04,0.06
0.5,0.05,30.0,0.04,0.04,0.05,0.04,0.07,0.12
0.5,0.06,30.0,0.09,0.05,0.05,0.04,0.08,0.07
0.5,0.07,30.0,0.05,0.09,0.06,0.05,0.11,0.08
0.5,0.08,30.0,0.05,0.06,0.07,0.04,0.08,0.03
0.5,0.09,30.0,0.05,0.04,0.09,0.07,0.05,0.05
0.5,0.1,30.0,0.05,0.05,0.04,0.02,0.06,0.05
0.5,0.11,30.0,0.07,0.06,0.04,0.13,0.11,0.05
0.5,0.12,30.0,0.1,0.08,0.08,0.07,0.1,0.04
0.5,0.13,30.0,0.09,0.09,0.05,0.14,0.04,0.02
0.5,0.14,30.0,0.03,0.09,0.02,0.11,0.1,0.04
0.5,0.15,30.0,0.06,0.14,0.12,0.1,0.09,0.04
0.5,0.16,30.0,0.16,0.11,0.1,0.17,0.12,0.08
0.5,0.17,30.0,0.12,0.14,0.05,0.13,0.1,0.06
0.5,0.18,30.0,0.08,0.16,0.1,0.15,0.1,0.09
0.5,0.19,30.0,0.09,0.07,0.05,0.16,0.07,0.02
0.5,0.2,30.0,0.13,0.18,0.08,0.18,0.06,0.06
0.5,0.21,30.0,0.17,0.16,0.09,0.15,0.11,0.06
0.5,0.22,30.0,0.12,0.14,0.08,0.1,0.15,0.09
0.5,0.23,30.0,0.24,0.16,0.06,0.25,0.2,0.04
0.5,0.24,30.0,0.21,0.25,0.11,0.2,0.27,0.04
0.5,0.25,30.0,0.22,0.16,0.09,0.24,0.2,0.04
0.5,0.26,30.0,0.2,0.3,0.11,0.22,0.25,0.08
0.5,0.27,30.0,0.24,0.16,0.06,0.29,0.14,0.1
0.5,0.28,30.0,0.21,0.36,0.13,0.29,0.22,0.12
0.5,0.29,30.0,0.28,0.25,0.1,0.29,0.24,0.12
0.5,0.3,30.0,0.33,0.26,0.11,0.35,0.27,0.09
0.5,0.31,30.0,0.29,0.33,0.1,0.41,0.18,0.05
0.5,0.32,30.0,0.32,0.38,0.11,0.44,0.26,0.12
0.5,0.33,30.0,0.31,0.28,0.07,0.37,0.2,0.09
0.5,0.34,30.0,0.31,0.34,0.14,0.32,0.23,0.13
0.5,0.35000000000000003,30.0,0.38,0.3,0.13,0.41,0.38,0.1
0.5,0.36,30.0,0.36,0.53,0.1,0.5,0.3,0.06
0.5,0.37,30.0,0.4,0.37,0.1,0.53,0.29,0.1
0.5,0.38,30.0,0.44,0.35,0.09,0.47,0.24,0.08
0.5,0.39,30.0,0.61,0.46,0.13,0.5,0.36,0.08
0.5,0.4,30.0,0.44,0.55,0.09,0.53,0.31,0.08
0.5,0.41000000000000003,30.0,0.47,0.52,0.18,0.54,0.3,0.09
0.5,0.42,30.0,0.46,0.56,0.14,0.59,0.31,0.06
0.5,0.43,30.0,0.49,0.46,0.07,0.54,0.32,0.05
0.5,0.44,30.0,0.48,0.5,0.23,0.58,0.32,0.08
0.5,0.45,30.0,0.45,0.49,0.1,0.53,0.39,0.08
0.5,0.46,30.0,0.51,0.55,0.15,0.56,0.43,0.09
0.5,0.47000000000000003,30.0,0.63,0.54,0.14,0.67,0.34,0.13
0.5,0.48,30.0,0.55,0.54,0.09,0.65,0.38,0.1
0.5,0.49,30.0,0.49,0.55,0.18,0.63,0.36,0.09
0.5,0.5,30.0,0.58,0.58,0.06,0.7,0.35,0.05
0.5,0.01,40.0,0.01,0.04,0.05,0.08,0.02,0.03
0.5,0.02,40.0,0.05,0.06,0.07,0.08,0.04,0.06
0.5,0.03,40.0,0.02,0.04,0.09,0.02,0.03,0.05
0.5,0.04,40.0,0.07,0.03,0.06,0.04,0.08,0.07
0.5,0.05,40.0,0.07,0.03,0.09,0.03,0.06,0.05
0.5,0.06,40.0,0.04,0.04,0.04,0.07,0.02,0.08
0.5,0.07,40.0,0.04,0.05,0.07,0.08,0.05,0.06
0.5,0.08,40.0,0.07,0.04,0.06,0.06,0.07,0.1
0.5,0.09,40.0,0.04,0.06,0.07,0.09,0.1,0.05
0.5,0.1,40.0,0.06,0.11,0.02,0.06,0.09,0.06
0.5,0.11,40.0,0.12,0.14,0.04,0.1,0.05,0.05
0.5,0.12,40.0,0.07,0.1,0.06,0.12,0.07,0.05
0.5,0.13,40.0,0.13,0.12,0.02,0.1,0.13,0.07
0.5,0.14,40.0,0.13,0.13,0.08,0.15,0.09,0.03
0.5,0.15,40.0,0.11,0.13,0.05,0.17,0.11,0.03
0.5,0.16,40.0,0.13,0.14,0.07,0.27,0.14,0.06
0.5,0.17,40.0,0.15,0.15,0.04,0.14,0.12,0.08
0.5,0.18,40.0,0.15,0.15,0.03,0.2,0.12,0.02
0.5,0.19,40.0,0.19,0.1,0.1,0.23,0.14,0.09
0.5,0.2,40.0,0.22,0.25,0.05,0.21,0.13,0.13
0.5,0.21,40.0,0.19,0.24,0.07,0.25,0.19,0.07
0.5,0.22,40.0,0.22,0.21,0.03,0.28,0.23,0.04
0.5,0.23,40.0,0.28,0.23,0.1,0.26,0.16,0.07
0.5,0.24,40.0,0.2,0.24,0.08,0.28,0.25,0.04
0.5,0.25,40.0,0.22,0.24,0.12,0.28,0.21,0.09
0.5,0.26,40.0,0.31,0.25,0.05,0.38,0.16,0.12
0.5,0.27,40.0,0.28,0.24,0.1,0.35,0.25,0.09
0.5,0.28,40.0,0.27,0.36,0.09,0.39,0.31,0.1
0.5,0.29,40.0,0.4,0.42,0.1,0.43,0.23,0.08
0.5,0.3,40.0,0.3,0.35,0.04,0.42,0.19,0.05
0.5,0.31,40.0,0.36,0.41,0.12,0.5,0.31,0.05
0.5,0.32,40.0,0.34,0.39,0.1,0.46,0.32,0.05
0.5,0.33,40.0,0.44,0.41,0.11,0.49,0.31,0.11
0.5,0.34,40.0,0.49,0.41,0.09,0.47,0.24,0.03
0.5,0.35000000000000003,40.0,0.42,0.49,0.13,0.64,0.32,0.09
0.5,0.36,40.0,0.47,0.54,0.14,0.67,0.3,0.09
0.5,0.37,40.0,0.44,0.44,0.14,0.55,0.34,0.08
0.5,0.38,40.0,0.44,0.58,0.12,0.67,0.34,0.06
0.5,0.39,40.0,0.42,0.47,0.08,0.56,0.46,0.11
0.5,0.4,40.0,0.51,0.63,0.17,0.56,0.39,0.13
0.5,0.41000000000000003,40.0,0.6,0.61,0.14,0.65,0.38,0.11
0.5,0.42,40.0,0.48,0.65,0.21,0.64,0.44,0.1
0.5,0.43,40.0,0.51,0.62,0.2,0.76,0.38,0.06
0.5,0.44,40.0,0.65,0.62,0.17,0.67,0.45,0.11
0.5,0.45,40.0,0.53,0.64,0.22,0.71,0.43,0.09
0.5,0.46,40.0,0.51,0.62,0.23,0.64,0.44,0.07
0.5,0.47000000000000003,40.0,0.71,0.62,0.13,0.78,0.5,0.09
0.5,0.48,40.0,0.57,0.72,0.21,0.74,0.44,0.09
0.5,0.49,40.0,0.66,0.67,0.15,0.77,0.42,0.07
0.5,0.5,40.0,0.67,0.65,0.21,0.82,0.39,0.06
0.5,0.01,50.0,0.09,0.05,0.05,0.05,0.03,0.06
0.5,0.02,50.0,0.04,0.03,0.07,0.04,0.05,0.05
0.5,0.03,50.0,0.08,0.04,0.03,0.05,0.07,0.06
0.5,0.04,50.0,0.05,0.06,0.08,0.07,0.06,0.07
0.5,0.05,50.0,0.08,0.03,0.06,0.08,0.06,0.07
0.5,0.06,50.0,0.08,0.05,0.06,0.05,0.04,0.05
0.5,0.07,50.0,0.07,0.06,0.04,0.08,0.05,0.05
0.5,0.08,50.0,0.08,0.08,0.04,0.06,0.07,0.04
0.5,0.09,50.0,0.02,0.07,0.06,0.08,0.1,0.03
0.5,0.1,50.0,0.06,0.08,0.06,0.1,0.1,0.05
0.5,0.11,50.0,0.1,0.07,0.04,0.11,0.05,0.04
0.5,0.12,50.0,0.1,0.12,0.09,0.1,0.06,0.05
0.5,0.13,50.0,0.09,0.1,0.05,0.14,0.14,0.06
0.5,0.14,50.0,0.04,0.14,0.05,0.09,0.16,0.04
0.5,0.15,50.0,0.15,0.15,0.08,0.23,0.13,0.02
0.5,0.16,50.0,0.16,0.13,0.04,0.17,0.14,0.08
0.5,0.17,50.0,0.14,0.19,0.03,0.16,0.1,0.04
0.5,0.18,50.0,0.15,0.17,0.06,0.22,0.13,0.05
0.5,0.19,50.0,0.17,0.14,0.05,0.23,0.15,0.03
0.5,0.2,50.0,0.16,0.16,0.08,0.25,0.19,0.08
0.5,0.21,50.0,0.26,0.32,0.1,0.34,0.19,0.05
0.5,0.22,50.0,0.24,0.22,0.12,0.22,0.28,0.07
0.5,0.23,50.0,0.25,0.24,0.12,0.16,0.21,0.07
0.5,0.24,50.0,0.22,0.24,0.12,0.29,0.27,0.05
0.5,0.25,50.0,0.31,0.46,0.12,0.4,0.33,0.04
0.5,0.26,50.0,0.4,0.35,0.12,0.44,0.3,0.07
0.5,0.27,50.0,0.45,0.43,0.18,0.45,0.34,0.08
0.5,0.28,50.0,0.44,0.36,0.14,0.53,0.23,0.04
0.5,0.29,50.0,0.36,0.51,0.11,0.42,0.36,0.08
0.5,0.3,50.0,0.45,0.4,0.15,0.5,0.33,0.07
0.5,0.31,50.0,0.52,0.45,0.07,0.48,0.29,0.09
0.5,0.32,50.0,0.4,0.52,0.14,0.47,0.4,0.04
0.5,0.33,50.0,0.53,0.52,0.2,0.57,0.4,0.05
0.5,0.34,50.0,0.51,0.58,0.18,0.54,0.35,0.11
0.5,0.35000000000000003,50.0,0.42,0.53,0.11,0.6,0.39,0.07
0.5,0.36,50.0,0.59,0.53,0.11,0.58,0.44,0.06
0.5,0.37,50.0,0.53,0.54,0.16,0.65,0.44,0.08
0.5,0.38,50.0,0.55,0.57,0.21,0.75,0.39,0.1
0.5,0.39,50.0,0.55,0.62,0.23,0.63,0.43,0.13
0.5,0.4,50.0,0.66,0.65,0.17,0.7,0.49,0.07
0.5,0.41000000000000003,50.0,0.67,0.59,0.17,0.72,0.47,0.06
0.5,0.42,50.0,0.66,0.64,0.15,0.66,0.5,0.06
0.5,0.43,50.0,0.67,0.6,0.17,0.83,0.41,0.08
0.5,0.44,50.0,0.75,0.69,0.11,0.72,0.51,0.13
0.5,0.45,50.0,0.73,0.63,0.16,0.8,0.5,0.07
0.5,0.46,50.0,0.64,0.67,0.19,0.76,0.45,0.07
0.5,0.47000000000000003,50.0,0.66,0.74,0.26,0.76,0.58,0.09
0.5,0.48,50.0,0.71,0.64,0.11,0.77,0.49,0.05
0.5,0.49,50.0,0.74,0.74,0.27,0.82,0.5,0.12
0.5,0.5,50.0,0.65,0.74,0.33,0.87,0.4,0.09
0.5,0.01,60.0,0.07,0.06,0.05,0.05,0.03,0.03
0.5,0.02,60.0,0.03,0.06,0.04,0.04,0.07,0.04
0.5,0.03,60.0,0.08,0.04,0.05,0.04,0.02,0.01
0.5,0.04,60.0,0.08,0.06,0.07,0.07,0.05,0.03
0.5,0.05,60.0,0.08,0.05,0.06,0.05,0.03,0.06
0.5,0.06,60.0,0.05,0.06,0.05,0.05,0.07,0.08
0.5,0.07,60.0,0.07,0.15,0.11,0.12,0.07,0.08
0.5,0.08,60.0,0.1,0.08,0.06,0.07,0.08,0.03
0.5,0.09,60.0,0.08,0.09,0.02,0.09,0.06,0.04
0.5,0.1,60.0,0.09,0.07,0.05,0.07,0.06,0.09
0.5,0.11,60.0,0.14,0.07,0.06,0.15,0.06,0.09
0.5,0.12,60.0,0.14,0.14,0.01,0.11,0.13,0.08
0.5,0.13,60.0,0.14,0.13,0.04,0.17,0.12,0.09
0.5,0.14,60.0,0.11,0.1,0.07,0.18,0.1,0.05
0.5,0.15,60.0,0.19,0.12,0.02,0.26,0.13,0.04
0.5,0.16,60.0,0.14,0.22,0.03,0.15,0.12,0.03
0.5,0.17,60.0,0.23,0.16,0.03,0.22,0.21,0.08
0.5,0.18,60.0,0.23,0.28,0.06,0.26,0.22,0.03
0.5,0.19,60.0,0.15,0.18,0.07,0.21,0.14,0.11
0.5,0.2,60.0,0.29,0.29,0.09,0.29,0.32,0.08
0.5,0.21,60.0,0.29,0.26,0.07,0.34,0.29,0.06
0.5,0.22,60.0,0.36,0.23,0.08,0.27,0.25,0.1
0.5,0.23,60.0,0.29,0.33,0.14,0.35,0.22,0.06
0.5,0.24,60.0,0.29,0.4,0.14,0.37,0.33,0.12
0.5,0.25,60.0,0.36,0.4,0.1,0.44,0.28,0.1
0.5,0.26,60.0,0.45,0.31,0.12,0.48,0.33,0.12
0.5,0.27,60.0,0.36,0.47,0.16,0.47,0.38,0.08
0.5,0.28,60.0,0.49,0.5,0.15,0.52,0.35,0.06
0.5,0.29,60.0,0.36,0.5,0.21,0.39,0.45,0.11
0.5,0.3,60.0,0.43,0.53,0.18,0.62,0.42,0.08
0.5,0.31,60.0,0.43,0.62,0.16,0.55,0.34,0.08
0.5,0.32,60.0,0.45,0.59,0.26,0.51,0.38,0.17
0.5,0.33,60.0,0.48,0.6,0.14,0.61,0.49,0.08
0.5,0.34,60.0,0.57,0.6,0.16,0.59,0.39,0.07
0.5,0.35000000000000003,60.0,0.52,0.65,0.18,0.7,0.41,0.08
0.5,0.36,60.0,0.62,0.7,0.2,0.63,0.46,0.09
0.5,0.37,60.0,0.55,0.62,0.22,0.65,0.48,0.07
0.5,0.38,60.0,0.61,0.7,0.15,0.75,0.39,0.14
0.5,0.39,60.0,0.62,0.69,0.18,0.71,0.55,0.1
0.5,0.4,60.0,0.6,0.7,0.25,0.73,0.51,0.14
0.5,0.41000000000000003,60.0,0.77,0.63,0.17,0.74,0.46,0.14
0.5,0.42,60.0,0.64,0.71,0.23,0.69,0.5,0.12
0.5,0.43,60.0,0.61,0.8,0.23,0.78,0.46,0.08
0.5,0.44,60.0,0.74,0.65,0.17,0.84,0.47,0.06
0.5,0.45,60.0,0.73,0.7,0.25,0.83,0.54,0.08
0.5,0.46,60.0,0.72,0.73,0.19,0.79,0.51,0.09
0.5,0.47000000000000003,60.0,0.75,0.74,0.19,0.89,0.52,0.1
0.5,0.48,60.0,0.73,0.8,0.13,0.84,0.53,0.11
0.5,0.49,60.0,0.71,0.77,0.34,0.82,0.52,0.06
0.5,0.5,60.0,0.73,0.77,0.24,0.87,0.52,0.19
0.5,0.01,70.0,0.03,0.02,0.05,0.01,0.08,0.02
0.5,0.02,70.0,0.03,0.04,0.01,0.04,0.12,0.02
0.5,0.03,70.0,0.03,0.05,0.05,0.05,0.02,0.07
0.5,0.04,70.0,0.02,0.06,0.07,0.03,0.09,0.04
0.5,0.05,70.0,0.07,0.12,0.09,0.06,0.09,0.03
0.5,0.06,70.0,0.08,0.05,0.05,0.06,0.09,0.02
0.5,0.07,70.0,0.08,0.13,0.11,0.12,0.06,0.07
0.5,0.08,70.0,0.17,0.1,0.05,0.08,0.06,0.03
0.5,0.09,70.0,0.08,0.11,0.1,0.06,0.08,0.06
0.5,0.1,70.0,0.12,0.08,0.08,0.11,0.11,0.02
0.5,0.11,70.0,0.15,0.11,0.04,0.08,0.1,0.05
0.5,0.12,70.0,0.14,0.15,0.06,0.14,0.17,0.03
0.5,0.13,70.0,0.16,0.18,0.05,0.14,0.12,0.06
0.5,0.14,70.0,0.11,0.15,0.02,0.16,0.11,0.05
0.5,0.15,70.0,0.24,0.12,0.06,0.18,0.13,0.07
0.5,0.16,70.0,0.29,0.19,0.06,0.2,0.16,0.11
0.5,0.17,70.0,0.21,0.25,0.03,0.14,0.2,0.05
0.5,0.18,70.0,0.36,0.25,0.07,0.24,0.25,0.06
0.5,0.19,70.0,0.29,0.25,0.05,0.34,0.21,0.06
0.5,0.2,70.0,0.3,0.3,0.17,0.33,0.27,0.12
0.5,0.21,70.0,0.28,0.41,0.12,0.28,0.31,0.06
0.5,0.22,70.0,0.36,0.44,0.12,0.35,0.2,0.09
0.5,0.23,70.0,0.38,0.41,0.15,0.4,0.27,0.13
0.5,0.24,70.0,0.35,0.42,0.11,0.36,0.28,0.1
0.5,0.25,70.0,0.43,0.53,0.18,0.41,0.42,0.06
0.5,0.26,70.0,0.31,0.51,0.2,0.51,0.38,0.11
0.5,0.27,70.0,0.44,0.46,0.15,0.54,0.38,0.12
0.5,0.28,70.0,0.53,0.46,0.14,0.56,0.41,0.13
0.5,0.29,70.0,0.53,0.58,0.19,0.6,0.45,0.09
0.5,0.3,70.0,0.42,0.54,0.23,0.64,0.4,0.07
0.5,0.31,70.0,0.6,0.56,0.13,0.6,0.43,0.1
0.5,0.32,70.0,0.6,0.56,0.21,0.67,0.47,0.07
0.5,0.33,70.0,0.53,0.74,0.14,0.63,0.43,0.06
0.5,0.34,70.0,0.68,0.65,0.15,0.7,0.53,0.12
0.5,0.35000000000000003,70.0,0.62,0.67,0.15,0.76,0.46,0.08
0.5,0.36,70.0,0.73,0.78,0.21,0.68,0.65,0.07
0.5,0.37,70.0,0.53,0.77,0.31,0.67,0.63,0.06
0.5,0.38,70.0,0.63,0.69,0.2,0.78,0.53,0.13
0.5,0.39,70.0,0.7,0.78,0.25,0.75,0.54,0.13
0.5,0.4,70.0,0.7,0.66,0.32,0.74,0.51,0.23
0.5,0.41000000000000003,70.0,0.72,0.72,0.22,0.81,0.52,0.13
0.5,0.42,70.0,0.73,0.73,0.25,0.77,0.52,0.12
0.5,0.43,70.0,0.69,0.74,0.23,0.78,0.6,0.14
0.5,0.44,70.0,0.68,0.75,0.31,0.76,0.58,0.12
0.5,0.45,70.0,0.8,0.72,0.23,0.83,0.56,0.12
0.5,0.46,70.0,0.77,0.69,0.27,0.84,0.57,0.12
0.5,0.47000000000000003,70.0,0.72,0.75,0.26,0.91,0.56,0.08
0.5,0.48,70.0,0.71,0.76,0.24,0.83,0.55,0.1
0.5,0.49,70.0,0.81,0.81,0.2,0.87,0.55,0.09
0.5,0.5,70.0,0.83,0.68,0.25,0.86,0.5,0.09
0.5,0.01,80.0,0.03,0.06,0.04,0.03,0.05,0.04
0.5,0.02,80.0,0.06,0.01,0.06,0.03,0.06,0.03
0.5,0.03,80.0,0.03,0.06,0.05,0.06,0.08,0.04
0.5,0.04,80.0,0.05,0.08,0.07,0.08,0.04,0.04
0.5,0.05,80.0,0.1,0.02,0.02,0.05,0.03,0.07
0.5,0.06,80.0,0.08,0.07,0.01,0.07,0.05,0.07
0.5,0.07,80.0,0.08,0.07,0.04,0.11,0.07,0.06
0.5,0.08,80.0,0.12,0.12,0.07,0.09,0.11,0.06
0.5,0.09,80.0,0.12,0.06,0.03,0.11,0.1,0.04
0.5,0.1,80.0,0.12,0.12,0.07,0.07,0.13,0.1
0.5,0.11,80.0,0.08,0.14,0.09,0.15,0.1,0.07
0.5,0.12,80.0,0.12,0.13,0.05,0.11,0.13,0.07
0.5,0.13,80.0,0.16,0.15,0.04,0.14,0.12,0.06
0.5,0.14,80.0,0.21,0.19,0.08,0.17,0.13,0.07
0.5,0.15,80.0,0.27,0.27,0.06,0.27,0.21,0.08
0.5,0.16,80.0,0.18,0.31,0.06,0.22,0.18,0.06
0.5,0.17,80.0,0.24,0.31,0.09,0.27,0.28,0.06
0.5,0.18,80.0,0.26,0.18,0.09,0.3,0.2,0.08
0.5,0.19,80.0,0.29,0.39,0.13,0.37,0.32,0.05
0.5,0.2,80.0,0.4,0.29,0.09,0.38,0.37,0.03
0.5,0.21,80.0,0.34,0.43,0.09,0.38,0.28,0.01
0.5,0.22,80.0,0.4,0.34,0.14,0.44,0.28,0.12
0.5,0.23,80.0,0.36,0.29,0.15,0.47,0.24,0.06
0.5,0.24,80.0,0.41,0.47,0.16,0.53,0.37,0.09
0.5,0.25,80.0,0.36,0.5,0.14,0.56,0.38,0.09
0.5,0.26,80.0,0.45,0.55,0.13,0.53,0.38,0.13
0.5,0.27,80.0,0.49,0.58,0.15,0.56,0.44,0.14
0.5,0.28,80.0,0.53,0.58,0.18,0.55,0.41,0.1
0.5,0.29,80.0,0.47,0.62,0.17,0.56,0.46,0.12
0.5,0.3,80.0,0.49,0.57,0.17,0.61,0.37,0.15
0.5,0.31,80.0,0.65,0.62,0.16,0.65,0.52,0.11
0.5,0.32,80.0,0.65,0.62,0.15,0.72,0.48,0.05
0.5,0.33,80.0,0.66,0.64,0.13,0.65,0.54,0.16
