m,p,delta,omni_power_mgc_1,omni_power_hotelling_1,omni_power_mgc_20,omni_power_hotelling_20,mase_power_mgc_1,mase_power_hotelling_1,mase_power_mgc_20,mase_power_hotelling_20
100,0.5,0.24,0.2,0.48,0.02,0.02,0.02,0.14,0.02,0.16
100,0.5,0.28,0.46,0.82,0.0,0.0,0.06,0.3,0.1,0.22
100,0.5,0.32,0.58,0.94,0.04,0.02,0.04,0.32,0.06,0.38
100,0.5,0.36,0.84,1.0,0.02,0.0,0.16,0.54,0.1,0.46
100,0.5,0.4,0.92,0.98,0.0,0.02,0.28,0.66,0.2,0.6
100,0.5,0.44,1.0,1.0,0.02,0.0,0.36,0.78,0.26,0.62
100,0.5,0.48,1.0,1.0,0.0,0.0,0.48,0.82,0.36,0.66
100,0.5,0.01,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02
100,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
100,0.5,0.09,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0
100,0.5,0.13,0.02,0.06,0.0,0.0,0.0,0.0,0.02,0.0
100,0.5,0.17,0.08,0.16,0.0,0.0,0.0,0.02,0.04,0.08
100,0.5,0.21,0.04,0.42,0.0,0.0,0.06,0.12,0.02,0.12
100,0.5,0.25,0.22,0.66,0.0,0.0,0.08,0.22,0.08,0.16
100,0.5,0.29,0.42,0.7,0.0,0.0,0.0,0.16,0.1,0.24
100,0.5,0.33,0.54,0.86,0.0,0.0,0.22,0.4,0.18,0.32
100,0.5,0.37,0.9,0.96,0.02,0.0,0.12,0.56,0.2,0.52
100,0.5,0.41,0.94,1.0,0.0,0.0,0.36,0.64,0.16,0.64
100,0.5,0.45,1.0,1.0,0.0,0.0,0.42,0.76,0.3,0.64
100,0.5,0.49,1.0,1.0,0.0,0.0,0.42,0.66,0.44,0.78
100,0.5,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
100,0.5,0.06,0.02,0.02,0.0,0.0,0.0,0.02,0.0,0.0
100,0.5,0.1,0.02,0.02,0.0,0.0,0.02,0.0,0.02,0.0
100,0.5,0.14,0.02,0.06,0.0,0.0,0.06,0.02,0.0,0.0
100,0.5,0.18,0.06,0.18,0.0,0.0,0.0,0.02,0.02,0.08
100,0.5,0.22,0.14,0.36,0.0,0.0,0.0,0.08,0.02,0.04
100,0.5,0.26,0.34,0.66,0.0,0.0,0.02,0.18,0.02,0.18
100,0.5,0.3,0.5,0.8,0.0,0.0,0.14,0.24,0.14,0.24
100,0.5,0.34,0.72,0.92,0.0,0.0,0.1,0.42,0.12,0.34
100,0.5,0.38,0.94,0.98,0.02,0.02,0.22,0.66,0.12,0.58
100,0.5,0.42,0.94,1.0,0.0,0.0,0.16,0.72,0.26,0.54
100,0.5,0.46,1.0,1.0,0.0,0.0,0.44,0.8,0.42,0.62
100,0.5,0.5,1.0,1.0,0.0,0.0,0.42,0.78,0.34,0.68
105,0.5,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0
105,0.5,0.04,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
105,0.5,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.5,0.12,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0
105,0.5,0.16,0.04,0.1,0.0,0.0,0.04,0.06,0.04,0.06
105,0.5,0.2,0.08,0.32,0.0,0.0,0.02,0.06,0.02,0.06
105,0.5,0.24,0.22,0.48,0.02,0.0,0.08,0.24,0.06,0.16
105,0.5,0.28,0.3,0.78,0.02,0.0,0.04,0.22,0.08,0.22
105,0.5,0.32,0.7,0.96,0.0,0.0,0.2,0.42,0.12,0.38
105,0.5,0.36,0.82,0.98,0.0,0.0,0.22,0.62,0.2,0.58
105,0.5,0.4,0.94,1.0,0.0,0.0,0.18,0.64,0.18,0.54
105,0.5,0.44,1.0,1.0,0.0,0.0,0.36,0.76,0.26,0.58
105,0.5,0.48,1.0,1.0,0.0,0.0,0.48,0.82,0.46,0.8
105,0.5,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0
105,0.5,0.09,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02
105,0.5,0.13,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0
105,0.5,0.17,0.06,0.18,0.0,0.0,0.0,0.06,0.02,0.04
105,0.5,0.21,0.18,0.4,0.0,0.0,0.04,0.12,0.02,0.14
105,0.5,0.25,0.38,0.62,0.0,0.0,0.02,0.2,0.06,0.28
105,0.5,0.29,0.48,0.86,0.0,0.0,0.08,0.36,0.08,0.34
105,0.5,0.33,0.7,0.98,0.0,0.0,0.1,0.4,0.08,0.44
105,0.5,0.37,0.88,1.0,0.02,0.0,0.14,0.5,0.16,0.4
105,0.5,0.41,0.98,1.0,0.0,0.0,0.36,0.72,0.34,0.74
105,0.5,0.45,0.98,1.0,0.0,0.0,0.24,0.72,0.26,0.6
105,0.5,0.49,1.0,1.0,0.0,0.0,0.44,0.82,0.36,0.68
105,0.5,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
105,0.5,0.06,0.04,0.04,0.0,0.0,0.02,0.04,0.02,0.02
105,0.5,0.1,0.0,0.04,0.02,0.0,0.0,0.0,0.0,0.0
105,0.5,0.14,0.02,0.06,0.04,0.02,0.0,0.0,0.0,0.02
105,0.5,0.18,0.08,0.18,0.02,0.0,0.02,0.06,0.02,0.04
105,0.5,0.22,0.16,0.48,0.0,0.0,0.02,0.06,0.04,0.08
105,0.5,0.26,0.26,0.64,0.0,0.0,0.02,0.2,0.04,0.16
105,0.5,0.3,0.52,0.78,0.0,0.0,0.14,0.26,0.16,0.3
105,0.5,0.34,0.86,0.96,0.0,0.0,0.1,0.42,0.18,0.4
105,0.5,0.38,0.92,1.0,0.0,0.0,0.14,0.52,0.18,0.52
105,0.5,0.42,1.0,1.0,0.02,0.0,0.34,0.68,0.24,0.6
105,0.5,0.46,1.0,1.0,0.0,0.0,0.42,0.72,0.34,0.66
105,0.5,0.5,1.0,1.0,0.0,0.02,0.5,0.86,0.32,0.64
105,0.5,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.5,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.5,0.11,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.04
105,0.5,0.15,0.02,0.16,0.0,0.0,0.02,0.08,0.0,0.02
105,0.5,0.19,0.06,0.26,0.0,0.0,0.0,0.08,0.02,0.04
105,0.5,0.23,0.22,0.54,0.02,0.0,0.06,0.14,0.06,0.12
105,0.5,0.27,0.32,0.86,0.0,0.0,0.08,0.34,0.12,0.28
105,0.5,0.31,0.56,0.88,0.0,0.0,0.08,0.36,0.1,0.38
105,0.5,0.35000000000000003,0.78,0.96,0.0,0.0,0.18,0.56,0.18,0.48
105,0.5,0.39,0.9,1.0,0.0,0.0,0.32,0.7,0.3,0.5
105,0.5,0.43,0.98,1.0,0.02,0.0,0.42,0.68,0.3,0.6
105,0.5,0.47,1.0,1.0,0.0,0.0,0.36,0.72,0.42,0.76
110,0.5,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0.5,0.05,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0.0
110,0.5,0.09,0.02,0.0,0.02,0.0,0.0,0.04,0.02,0.0
110,0.5,0.13,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.02
110,0.5,0.17,0.08,0.18,0.0,0.0,0.0,0.02,0.0,0.04
110,0.5,0.21,0.14,0.32,0.0,0.0,0.0,0.16,0.02,0.1
110,0.5,0.25,0.32,0.62,0.02,0.0,0.0,0.22,0.08,0.24
110,0.5,0.29,0.52,0.84,0.0,0.0,0.04,0.32,0.02,0.22
110,0.5,0.33,0.7,0.96,0.0,0.0,0.16,0.54,0.22,0.5
110,0.5,0.37,0.88,1.0,0.0,0.0,0.32,0.76,0.18,0.64
110,0.5,0.41,0.9,1.0,0.0,0.0,0.32,0.6,0.32,0.62
110,0.5,0.45,1.0,1.0,0.0,0.0,0.4,0.72,0.32,0.58
110,0.5,0.49,1.0,1.0,0.0,0.0,0.5,0.88,0.56,0.82
110,0.5,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0.5,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
110,0.5,0.1,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0
110,0.5,0.14,0.06,0.14,0.0,0.0,0.04,0.02,0.06,0.04
110,0.5,0.18,0.08,0.26,0.02,0.02,0.04,0.04,0.02,0.06
110,0.5,0.22,0.32,0.6,0.0,0.0,0.1,0.24,0.1,0.14
110,0.5,0.26,0.42,0.78,0.0,0.0,0.06,0.26,0.08,0.2
110,0.5,0.3,0.6,0.9,0.02,0.0,0.14,0.38,0.14,0.34
110,0.5,0.34,0.84,0.98,0.0,0.0,0.12,0.46,0.16,0.46
110,0.5,0.38,0.94,1.0,0.0,0.0,0.2,0.6,0.14,0.54
110,0.5,0.42,0.98,1.0,0.0,0.0,0.4,0.76,0.36,0.62
110,0.5,0.46,1.0,1.0,0.02,0.0,0.54,0.92,0.3,0.62
110,0.5,0.5,1.0,1.0,0.0,0.0,0.62,0.88,0.48,0.76
110,0.5,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0.5,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0.5,0.11,0.04,0.08,0.0,0.0,0.0,0.02,0.0,0.02
110,0.5,0.15,0.02,0.14,0.0,0.0,0.0,0.0,0.0,0.0
110,0.5,0.19,0.08,0.28,0.0,0.0,0.0,0.08,0.02,0.12
110,0.5,0.23,0.18,0.52,0.02,0.0,0.1,0.24,0.1,0.2
110,0.5,0.27,0.4,0.66,0.0,0.0,0.04,0.22,0.02,0.18
110,0.5,0.31,0.72,0.92,0.0,0.0,0.12,0.46,0.1,0.48
110,0.5,0.35000000000000003,0.88,0.98,0.0,0.0,0.22,0.54,0.26,0.54
110,0.5,0.39,0.96,1.0,0.0,0.0,0.24,0.72,0.24,0.62
110,0.5,0.43,1.0,1.0,0.0,0.0,0.46,0.72,0.36,0.64
110,0.5,0.47,1.0,1.0,0.0,0.0,0.38,0.7,0.26,0.8
110,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0.5,0.04,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0
110,0.5,0.08,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
110,0.5,0.12,0.02,0.1,0.02,0.0,0.02,0.0,0.0,0.0
110,0.5,0.16,0.02,0.06,0.02,0.04,0.0,0.0,0.0,0.02
110,0.5,0.2,0.1,0.34,0.04,0.02,0.0,0.14,0.02,0.16
110,0.5,0.24,0.16,0.56,0.0,0.0,0.04,0.28,0.06,0.34
110,0.5,0.28,0.42,0.86,0.0,0.0,0.06,0.3,0.16,0.34
110,0.5,0.32,0.7,0.94,0.0,0.0,0.12,0.34,0.2,0.44
110,0.5,0.36,0.82,0.98,0.0,0.0,0.14,0.58,0.18,0.58
110,0.5,0.4,0.98,1.0,0.0,0.0,0.24,0.62,0.32,0.54
110,0.5,0.44,1.0,1.0,0.0,0.0,0.28,0.62,0.42,0.66
110,0.5,0.48,1.0,1.0,0.0,0.0,0.42,0.9,0.4,0.66
115,0.5,0.02,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0
115,0.5,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0.5,0.1,0.0,0.02,0.02,0.02,0.02,0.0,0.02,0.0
115,0.5,0.14,0.0,0.1,0.02,0.0,0.0,0.04,0.02,0.08
115,0.5,0.18,0.08,0.22,0.0,0.0,0.02,0.08,0.02,0.08
115,0.5,0.22,0.22,0.5,0.0,0.0,0.0,0.1,0.0,0.14
115,0.5,0.26,0.4,0.74,0.0,0.0,0.06,0.12,0.08,0.24
115,0.5,0.3,0.56,0.9,0.0,0.0,0.1,0.4,0.1,0.34
115,0.5,0.34,0.8,0.96,0.0,0.0,0.18,0.46,0.16,0.44
115,0.5,0.38,0.98,1.0,0.0,0.0,0.28,0.74,0.22,0.62
115,0.5,0.42,1.0,1.0,0.0,0.0,0.34,0.76,0.26,0.52
115,0.5,0.46,1.0,1.0,0.02,0.0,0.52,0.84,0.44,0.7
115,0.5,0.5,1.0,1.0,0.02,0.0,0.46,0.8,0.46,0.68
115,0.5,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0.5,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0.5,0.11,0.0,0.0,0.02,0.0,0.06,0.04,0.04,0.04
115,0.5,0.15,0.08,0.16,0.0,0.02,0.0,0.06,0.02,0.04
115,0.5,0.19,0.16,0.36,0.0,0.0,0.08,0.16,0.04,0.12
115,0.5,0.23,0.24,0.68,0.0,0.02,0.06,0.22,0.06,0.24
115,0.5,0.27,0.28,0.76,0.0,0.0,0.1,0.26,0.06,0.32
115,0.5,0.31,0.66,0.92,0.0,0.0,0.12,0.44,0.12,0.3
115,0.5,0.35000000000000003,0.82,1.0,0.0,0.0,0.12,0.56,0.14,0.54
115,0.5,0.39,0.96,1.0,0.0,0.0,0.3,0.64,0.2,0.44
115,0.5,0.43,1.0,1.0,0.0,0.0,0.34,0.82,0.46,0.72
115,0.5,0.47,1.0,1.0,0.0,0.0,0.42,0.8,0.42,0.8
115,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0.5,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0.5,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
115,0.5,0.12,0.02,0.12,0.0,0.0,0.0,0.0,0.0,0.0
115,0.5,0.16,0.04,0.1,0.0,0.02,0.02,0.02,0.04,0.08
115,0.5,0.2,0.16,0.5,0.0,0.0,0.0,0.06,0.06,0.04
115,0.5,0.24,0.3,0.72,0.0,0.0,0.08,0.14,0.06,0.16
115,0.5,0.28,0.66,0.86,0.0,0.0,0.08,0.3,0.04,0.28
115,0.5,0.32,0.6,0.88,0.0,0.0,0.18,0.4,0.24,0.54
115,0.5,0.36,0.96,1.0,0.0,0.0,0.22,0.66,0.28,0.64
115,0.5,0.4,0.94,0.98,0.02,0.02,0.3,0.64,0.32,0.6
115,0.5,0.44,1.0,1.0,0.0,0.0,0.38,0.76,0.36,0.66
115,0.5,0.48,1.0,1.0,0.0,0.02,0.5,0.76,0.5,0.76
115,0.5,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0.5,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0.5,0.09,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0
115,0.5,0.13,0.02,0.04,0.0,0.0,0.02,0.04,0.06,0.04
115,0.5,0.17,0.0,0.16,0.0,0.0,0.04,0.02,0.0,0.1
115,0.5,0.21,0.18,0.42,0.0,0.0,0.02,0.18,0.02,0.1
115,0.5,0.25,0.28,0.62,0.04,0.0,0.02,0.16,0.04,0.16
115,0.5,0.29,0.62,0.84,0.0,0.0,0.08,0.36,0.06,0.4
115,0.5,0.33,0.78,0.98,0.0,0.0,0.14,0.48,0.12,0.36
115,0.5,0.37,0.86,0.98,0.0,0.0,0.16,0.56,0.22,0.5
115,0.5,0.41,1.0,1.0,0.02,0.0,0.36,0.76,0.36,0.64
115,0.5,0.45,1.0,1.0,0.0,0.0,0.3,0.74,0.26,0.56
115,0.5,0.49,1.0,1.0,0.0,0.0,0.6,0.9,0.5,0.76
120,0.5,0.03,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
120,0.5,0.07,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
120,0.5,0.11,0.02,0.06,0.0,0.0,0.0,0.04,0.0,0.02
120,0.5,0.15,0.02,0.14,0.0,0.0,0.0,0.02,0.0,0.06
120,0.5,0.19,0.08,0.24,0.0,0.0,0.0,0.16,0.02,0.06
120,0.5,0.23,0.36,0.68,0.0,0.02,0.04,0.3,0.04,0.24
120,0.5,0.27,0.44,0.8,0.0,0.0,0.02,0.26,0.0,0.22
120,0.5,0.31,0.64,0.94,0.0,0.0,0.22,0.42,0.18,0.54
120,0.5,0.35000000000000003,0.9,1.0,0.02,0.0,0.18,0.52,0.14,0.48
120,0.5,0.39,0.96,1.0,0.02,0.0,0.32,0.62,0.16,0.58
120,0.5,0.43,1.0,1.0,0.0,0.0,0.38,0.72,0.4,0.72
120,0.5,0.47,1.0,1.0,0.0,0.0,0.62,0.9,0.38,0.74
120,0.5,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
120,0.5,0.04,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0
120,0.5,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.5,0.12,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.02
120,0.5,0.16,0.08,0.18,0.0,0.0,0.02,0.06,0.0,0.08
120,0.5,0.2,0.12,0.38,0.0,0.0,0.04,0.16,0.06,0.18
120,0.5,0.24,0.26,0.64,0.0,0.0,0.08,0.12,0.06,0.24
120,0.5,0.28,0.48,0.88,0.04,0.0,0.1,0.42,0.04,0.34
120,0.5,0.32,0.78,0.98,0.0,0.0,0.26,0.62,0.1,0.48
120,0.5,0.36,0.96,1.0,0.0,0.0,0.2,0.52,0.22,0.64
120,0.5,0.4,1.0,1.0,0.0,0.02,0.36,0.64,0.42,0.72
120,0.5,0.44,1.0,1.0,0.0,0.0,0.42,0.9,0.38,0.68
120,0.5,0.48,1.0,1.0,0.02,0.0,0.5,0.82,0.48,0.8
120,0.5,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.5,0.09,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0.0
120,0.5,0.13,0.0,0.02,0.02,0.0,0.02,0.04,0.04,0.06
120,0.5,0.17,0.06,0.34,0.0,0.0,0.02,0.08,0.1,0.14
120,0.5,0.21,0.16,0.52,0.02,0.0,0.06,0.28,0.12,0.22
120,0.5,0.25,0.5,0.76,0.0,0.0,0.06,0.3,0.04,0.32
120,0.5,0.29,0.54,0.92,0.0,0.0,0.16,0.44,0.1,0.36
120,0.5,0.33,0.78,0.92,0.02,0.02,0.12,0.52,0.06,0.32
120,0.5,0.37,0.96,0.98,0.0,0.0,0.26,0.58,0.3,0.54
120,0.5,0.41,0.94,1.0,0.0,0.02,0.22,0.62,0.34,0.64
120,0.5,0.45,1.0,1.0,0.02,0.0,0.4,0.78,0.32,0.64
120,0.5,0.49,1.0,1.0,0.0,0.0,0.48,0.86,0.44,0.82
120,0.5,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0
120,0.5,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.5,0.1,0.06,0.06,0.0,0.0,0.02,0.04,0.0,0.0
120,0.5,0.14,0.02,0.14,0.02,0.0,0.0,0.04,0.02,0.02
120,0.5,0.18,0.14,0.24,0.0,0.0,0.04,0.1,0.0,0.1
120,0.5,0.22,0.18,0.4,0.0,0.0,0.08,0.12,0.02,0.16
120,0.5,0.26,0.42,0.78,0.0,0.0,0.16,0.36,0.02,0.18
120,0.5,0.3,0.64,0.98,0.0,0.0,0.14,0.38,0.18,0.36
120,0.5,0.34,0.82,0.98,0.0,0.0,0.12,0.56,0.12,0.44
120,0.5,0.38,0.88,0.98,0.0,0.0,0.38,0.54,0.24,0.46
120,0.5,0.42,1.0,1.0,0.0,0.02,0.4,0.72,0.22,0.54
120,0.5,0.46,1.0,1.0,0.0,0.0,0.44,0.88,0.44,0.7
120,0.5,0.5,1.0,1.0,0.0,0.0,0.48,0.88,0.32,0.66
125,0.5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02
125,0.5,0.04,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
125,0.5,0.08,0.0,0.06,0.0,0.02,0.0,0.02,0.0,0.02
125,0.5,0.12,0.04,0.12,0.02,0.0,0.0,0.02,0.02,0.02
125,0.5,0.16,0.02,0.14,0.0,0.0,0.0,0.04,0.0,0.04
125,0.5,0.2,0.24,0.44,0.0,0.0,0.02,0.14,0.06,0.14
125,0.5,0.24,0.4,0.76,0.0,0.0,0.04,0.2,0.06,0.28
125,0.5,0.28,0.54,0.92,0.0,0.0,0.08,0.24,0.14,0.4
125,0.5,0.32,0.76,1.0,0.0,0.02,0.18,0.54,0.26,0.6
125,0.5,0.36,0.94,1.0,0.0,0.0,0.34,0.74,0.18,0.42
125,0.5,0.4,0.96,1.0,0.02,0.02,0.34,0.7,0.24,0.46
125,0.5,0.44,1.0,1.0,0.0,0.0,0.42,0.88,0.48,0.78
125,0.5,0.48,1.0,1.0,0.02,0.02,0.6,0.84,0.48,0.8
125,0.5,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0
125,0.5,0.05,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
125,0.5,0.09,0.04,0.02,0.0,0.0,0.0,0.02,0.0,0.0
125,0.5,0.13,0.0,0.04,0.0,0.0,0.02,0.02,0.0,0.0
125,0.5,0.17,0.18,0.34,0.0,0.0,0.0,0.08,0.02,0.08
125,0.5,0.21,0.14,0.44,0.0,0.02,0.04,0.2,0.04,0.1
125,0.5,0.25,0.36,0.82,0.02,0.0,0.1,0.34,0.1,0.36
125,0.5,0.29,0.6,0.92,0.02,0.02,0.1,0.4,0.06,0.3
125,0.5,0.33,0.76,0.98,0.0,0.0,0.22,0.48,0.18,0.52
125,0.5,0.37,0.92,1.0,0.0,0.0,0.22,0.5,0.26,0.54
125,0.5,0.41,1.0,1.0,0.0,0.0,0.44,0.76,0.34,0.68
125,0.5,0.45,1.0,1.0,0.0,0.0,0.42,0.88,0.36,0.74
125,0.5,0.49,1.0,1.0,0.0,0.0,0.56,0.88,0.46,0.74
125,0.5,0.02,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0
125,0.5,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0.5,0.1,0.02,0.08,0.0,0.0,0.0,0.0,0.0,0.0
125,0.5,0.14,0.04,0.14,0.0,0.0,0.02,0.06,0.0,0.04
125,0.5,0.18,0.16,0.36,0.0,0.02,0.04,0.14,0.04,0.14
125,0.5,0.22,0.32,0.56,0.0,0.0,0.02,0.04,0.04,0.12
125,0.5,0.26,0.56,0.76,0.0,0.0,0.1,0.36,0.16,0.26
125,0.5,0.3,0.68,0.92,0.0,0.0,0.16,0.46,0.06,0.32
125,0.5,0.34,0.86,1.0,0.0,0.0,0.28,0.58,0.24,0.54
125,0.5,0.38,1.0,1.0,0.0,0.02,0.24,0.62,0.32,0.64
125,0.5,0.42,1.0,1.0,0.0,0.0,0.36,0.76,0.34,0.58
125,0.5,0.46,1.0,1.0,0.0,0.0,0.4,0.74,0.38,0.68
125,0.5,0.5,1.0,1.0,0.0,0.0,0.6,0.9,0.54,0.8
125,0.5,0.03,0.04,0.04,0.02,0.0,0.06,0.06,0.0,0.02
125,0.5,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
125,0.5,0.11,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0
125,0.5,0.15,0.02,0.14,0.02,0.0,0.0,0.02,0.02,0.04
125,0.5,0.19,0.14,0.38,0.0,0.0,0.06,0.1,0.04,0.18
125,0.5,0.23,0.26,0.6,0.0,0.0,0.06,0.24,0.02,0.14
125,0.5,0.27,0.54,0.78,0.0,0.0,0.06,0.26,0.08,0.24
125,0.5,0.31,0.7,0.96,0.0,0.02,0.12,0.4,0.1,0.36
125,0.5,0.35000000000000003,0.96,1.0,0.02,0.04,0.2,0.54,0.24,0.58
125,0.5,0.39,1.0,1.0,0.0,0.0,0.24,0.76,0.26,0.58
125,0.5,0.43,1.0,1.0,0.0,0.0,0.44,0.78,0.28,0.68
125,0.5,0.47,1.0,1.0,0.0,0.0,0.52,0.8,0.36,0.72
130,0.5,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0.5,0.05,0.04,0.02,0.0,0.0,0.02,0.0,0.0,0.0
130,0.5,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0.5,0.13,0.08,0.16,0.0,0.0,0.0,0.02,0.02,0.02
130,0.5,0.17,0.04,0.3,0.0,0.0,0.02,0.04,0.02,0.04
130,0.5,0.21,0.1,0.42,0.02,0.0,0.06,0.14,0.04,0.16
130,0.5,0.25,0.28,0.76,0.0,0.0,0.1,0.32,0.06,0.3
130,0.5,0.29,0.64,0.82,0.0,0.02,0.1,0.42,0.04,0.36
130,0.5,0.33,0.84,0.98,0.0,0.0,0.2,0.68,0.16,0.48
130,0.5,0.37,0.92,1.0,0.0,0.0,0.28,0.62,0.28,0.56
130,0.5,0.41,1.0,1.0,0.0,0.0,0.42,0.78,0.3,0.64
130,0.5,0.45,1.0,1.0,0.02,0.0,0.46,0.78,0.46,0.66
130,0.5,0.49,1.0,1.0,0.0,0.0,0.64,0.9,0.52,0.76
130,0.5,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0.5,0.06,0.0,0.02,0.0,0.02,0.02,0.02,0.04,0.04
130,0.5,0.1,0.02,0.04,0.0,0.0,0.02,0.0,0.0,0.02
130,0.5,0.14,0.04,0.1,0.0,0.02,0.02,0.04,0.0,0.06
130,0.5,0.18,0.1,0.3,0.0,0.0,0.0,0.08,0.02,0.06
130,0.5,0.22,0.22,0.52,0.0,0.0,0.04,0.16,0.06,0.14
130,0.5,0.26,0.54,0.92,0.02,0.0,0.06,0.22,0.0,0.28
130,0.5,0.3,0.64,0.98,0.0,0.0,0.12,0.42,0.12,0.46
130,0.5,0.34,0.84,1.0,0.0,0.0,0.38,0.62,0.2,0.48
130,0.5,0.38,0.98,1.0,0.0,0.0,0.34,0.6,0.28,0.56
130,0.5,0.42,1.0,1.0,0.0,0.0,0.36,0.82,0.28,0.66
130,0.5,0.46,1.0,1.0,0.0,0.0,0.52,0.9,0.42,0.68
130,0.5,0.5,1.0,1.0,0.0,0.0,0.66,0.86,0.5,0.72
130,0.5,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0.5,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0
130,0.5,0.11,0.06,0.12,0.0,0.0,0.0,0.0,0.02,0.0
130,0.5,0.15,0.04,0.1,0.0,0.0,0.0,0.02,0.02,0.02
130,0.5,0.19,0.2,0.46,0.0,0.02,0.02,0.1,0.04,0.14
130,0.5,0.23,0.32,0.68,0.0,0.0,0.06,0.28,0.08,0.2
130,0.5,0.27,0.44,0.78,0.0,0.0,0.04,0.28,0.14,0.34
130,0.5,0.31,0.76,1.0,0.0,0.0,0.12,0.48,0.18,0.56
130,0.5,0.35000000000000003,0.96,0.98,0.0,0.0,0.22,0.54,0.16,0.5
130,0.5,0.39,1.0,1.0,0.0,0.0,0.22,0.64,0.28,0.62
130,0.5,0.43,0.98,1.0,0.0,0.0,0.56,0.82,0.48,0.78
130,0.5,0.47,1.0,1.0,0.0,0.02,0.5,0.9,0.46,0.78
130,0.5,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
130,0.5,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0.5,0.08,0.0,0.02,0.04,0.02,0.0,0.0,0.0,0.0
130,0.5,0.12,0.02,0.08,0.0,0.0,0.04,0.02,0.0,0.0
