m,n,effect_size,model,row_wise_same,omni_same,mase_same,row_wise_diff,omni_diff,mase_diff
80,40,"(1, 15)",generate_graphs_3,0.06250000000000001,0.1255,0.8559999999999999,0.9894999999999998,1.0,0.998
120,40,"(1, 15)",generate_graphs_3,0.07050000000000001,0.18000000000000002,0.9425000000000001,1.0,1.0,1.0
160,40,"(1, 15)",generate_graphs_3,0.096,0.233,0.9794999999999998,1.0,1.0,1.0
200,40,"(1, 15)",generate_graphs_3,0.12100000000000002,0.299,0.9844999999999999,1.0,1.0,1.0
40,80,"(1, 15)",generate_graphs_3,0.05449999999999999,0.1355,0.97875,0.9642499999999998,1.0,1.0
80,80,"(1, 15)",generate_graphs_3,0.0735,0.22374999999999998,0.99925,1.0,1.0,1.0
120,80,"(1, 15)",generate_graphs_3,0.08975,0.33225,1.0,1.0,1.0,1.0
160,80,"(1, 15)",generate_graphs_3,0.13175,0.46525,1.0,1.0,1.0,1.0
200,80,"(1, 15)",generate_graphs_3,0.14550000000000002,0.57875,1.0,1.0,1.0,1.0
40,120,"(1, 15)",generate_graphs_3,0.054,0.17783333333333332,0.999,0.9926666666666666,1.0,1.0
80,120,"(1, 15)",generate_graphs_3,0.08016666666666669,0.33633333333333326,1.0,1.0,1.0,1.0
120,120,"(1, 15)",generate_graphs_3,0.10666666666666666,0.5235000000000001,1.0,1.0,1.0,1.0
160,120,"(1, 15)",generate_graphs_3,0.147,0.6733333333333333,1.0,1.0,1.0,1.0
200,120,"(1, 15)",generate_graphs_3,0.1885,0.7960000000000002,1.0,1.0,1.0,1.0
40,160,"(1, 15)",generate_graphs_3,0.052000000000000005,0.22225,1.0,0.999375,1.0,1.0
80,160,"(1, 15)",generate_graphs_3,0.081,0.45599999999999996,1.0,1.0,1.0,1.0
120,160,"(1, 15)",generate_graphs_3,0.12112500000000001,0.68075,1.0,1.0,1.0,1.0
160,160,"(1, 15)",generate_graphs_3,0.172125,0.8379999999999999,1.0,1.0,1.0,1.0
200,160,"(1, 15)",generate_graphs_3,0.22024999999999997,0.9126249999999999,1.0,1.0,1.0,1.0
40,200,"(1, 15)",generate_graphs_3,0.053200000000000004,0.2782,1.0,0.9999000000000001,1.0,1.0
80,200,"(1, 15)",generate_graphs_3,0.0866,0.5659000000000001,1.0,1.0,1.0,1.0
120,200,"(1, 15)",generate_graphs_3,0.1399,0.7933999999999999,1.0,1.0,1.0,1.0
160,200,"(1, 15)",generate_graphs_3,0.1882,0.9183000000000001,1.0,1.0,1.0,1.0
200,200,"(1, 15)",generate_graphs_3,0.27440000000000003,0.9726999999999998,1.0,1.0,1.0,1.0
40,40,"(2, 30)",generate_graphs_3,0.44099999999999995,0.8705,1.0,1.0,1.0,1.0
80,40,"(2, 30)",generate_graphs_3,0.8795,0.9995,1.0,1.0,1.0,1.0
120,40,"(2, 30)",generate_graphs_3,0.9909999999999999,1.0,1.0,1.0,1.0,1.0
160,40,"(2, 30)",generate_graphs_3,1.0,1.0,1.0,1.0,1.0,1.0
200,40,"(2, 30)",generate_graphs_3,1.0,1.0,1.0,1.0,1.0,1.0
40,80,"(2, 30)",generate_graphs_3,0.7002499999999999,0.99875,1.0,1.0,1.0,1.0
80,80,"(2, 30)",generate_graphs_3,0.9949999999999999,1.0,1.0,1.0,1.0,1.0
120,80,"(2, 30)",generate_graphs_3,1.0,1.0,1.0,1.0,1.0,1.0
160,80,"(2, 30)",generate_graphs_3,1.0,1.0,1.0,1.0,1.0,1.0
200,80,"(2, 30)",generate_graphs_3,1.0,1.0,1.0,1.0,1.0,1.0
40,120,"(2, 30)",generate_graphs_3,0.8541666666666667,1.0,1.0,1.0,1.0,1.0
80,120,"(2, 30)",generate_graphs_3,1.0,1.0,1.0,1.0,1.0,1.0
120,120,"(2, 30)",generate_graphs_3,1.0,1.0,1.0,1.0,1.0,1.0
160,120,"(2, 30)",generate_graphs_3,1.0,1.0,1.0,1.0,1.0,1.0
200,120,"(2, 30)",generate_graphs_3,1.0,1.0,1.0,1.0,1.0,1.0
40,160,"(2, 30)",generate_graphs_3,0.9313749999999998,1.0,1.0,1.0,1.0,1.0
80,160,"(2, 30)",generate_graphs_3,1.0,1.0,1.0,1.0,1.0,1.0
120,160,"(2, 30)",generate_graphs_3,1.0,1.0,1.0,1.0,1.0,1.0
160,160,"(2, 30)",generate_graphs_3,1.0,1.0,1.0,1.0,1.0,1.0
200,160,"(2, 30)",generate_graphs_3,1.0,1.0,1.0,1.0,1.0,1.0
40,200,"(2, 30)",generate_graphs_3,0.9732000000000001,1.0,1.0,1.0,1.0,1.0
80,200,"(2, 30)",generate_graphs_3,1.0,1.0,1.0,1.0,1.0,1.0
120,200,"(2, 30)",generate_graphs_3,1.0,1.0,1.0,1.0,1.0,1.0
160,200,"(2, 30)",generate_graphs_3,1.0,1.0,1.0,1.0,1.0,1.0
200,200,"(2, 30)",generate_graphs_3,1.0,1.0,1.0,1.0,1.0,1.0
