p,delta,m,fraction_correct,all_correct
0.5,0.03535353535353536,30.0,0.0594,0.0
0.5,0.04040404040404041,30.0,0.0586,0.0
0.5,0.045454545454545456,30.0,0.0648,0.0
0.5,0.05050505050505051,30.0,0.0676,0.0
0.5,0.05555555555555556,30.0,0.0726,0.0
0.5,0.06060606060606061,30.0,0.08760000000000001,0.0
0.5,0.06565656565656566,30.0,0.0834,0.0
0.5,0.07070707070707072,30.0,0.08480000000000001,0.0
0.5,0.07575757575757576,30.0,0.0888,0.0
0.5,0.08080808080808081,30.0,0.1,0.0
0.5,0.08585858585858587,30.0,0.1046,0.0
0.5,0.09090909090909091,30.0,0.106,0.0
0.5,0.09595959595959597,30.0,0.12120000000000002,0.0
0.5,0.10101010101010102,30.0,0.13219999999999998,0.0
0.5,0.10606060606060606,30.0,0.13560000000000003,0.0
0.5,0.11111111111111112,30.0,0.138,0.0
0.5,0.11616161616161617,30.0,0.143,0.0
0.5,0.12121212121212122,30.0,0.16,0.0
0.5,0.12626262626262627,30.0,0.16360000000000002,0.0
0.5,0.13131313131313133,30.0,0.184,0.0
0.5,0.13636363636363638,30.0,0.18560000000000001,0.0
0.5,0.14141414141414144,30.0,0.19660000000000002,0.0
0.5,0.14646464646464646,30.0,0.21640000000000004,0.0
0.5,0.15151515151515152,30.0,0.2124,0.0
0.5,0.15656565656565657,30.0,0.23160000000000003,0.0
0.5,0.16161616161616163,30.0,0.2518,0.0
0.5,0.16666666666666669,30.0,0.24700000000000003,0.0
0.5,0.17171717171717174,30.0,0.2682,0.0
0.5,0.1767676767676768,30.0,0.2924,0.0
0.5,0.18181818181818182,30.0,0.3014,0.0
0.5,0.18686868686868688,30.0,0.318,0.0
0.5,0.19191919191919193,30.0,0.3374,0.0
0.5,0.196969696969697,30.0,0.35259999999999997,0.0
0.5,0.20202020202020204,30.0,0.36040000000000005,0.0
0.5,0.2070707070707071,30.0,0.36219999999999997,0.0
0.5,0.21212121212121213,30.0,0.3956,0.0
0.5,0.21717171717171718,30.0,0.4,0.0
0.5,0.22222222222222224,30.0,0.4242,0.0
0.5,0.2272727272727273,30.0,0.4298,0.0
0.5,0.23232323232323235,30.0,0.4504,0.002
0.5,0.2373737373737374,30.0,0.48279999999999995,0.002
0.5,0.24242424242424243,30.0,0.5067999999999999,0.0
0.5,0.2474747474747475,30.0,0.5015999999999999,0.0
0.5,0.25252525252525254,30.0,0.5312,0.0
0.5,0.2575757575757576,30.0,0.5468,0.002
0.5,0.26262626262626265,30.0,0.5588000000000001,0.008
0.5,0.2676767676767677,30.0,0.5854,0.004
0.5,0.27272727272727276,30.0,0.5903999999999999,0.002
0.5,0.2777777777777778,30.0,0.6127999999999999,0.004
0.5,0.2828282828282829,30.0,0.6256,0.008
0.5,0.2878787878787879,30.0,0.6566,0.018
0.5,0.29292929292929293,30.0,0.6648,0.01
0.5,0.297979797979798,30.0,0.672,0.02
0.5,0.30303030303030304,30.0,0.7058,0.034
0.5,0.3080808080808081,30.0,0.725,0.026
0.5,0.31313131313131315,30.0,0.7343999999999999,0.046
0.5,0.31818181818181823,30.0,0.7487999999999999,0.05
0.5,0.32323232323232326,30.0,0.763,0.062
0.5,0.3282828282828283,30.0,0.7814000000000001,0.09
0.5,0.33333333333333337,30.0,0.7896,0.124
0.5,0.3383838383838384,30.0,0.8188000000000001,0.148
0.5,0.3434343434343435,30.0,0.827,0.134
0.5,0.3484848484848485,30.0,0.8398000000000001,0.168
0.5,0.3535353535353536,30.0,0.8558000000000001,0.234
0.5,0.3585858585858586,30.0,0.879,0.288
0.5,0.36363636363636365,30.0,0.8800000000000001,0.284
0.5,0.36868686868686873,30.0,0.8908000000000001,0.316
0.5,0.37373737373737376,30.0,0.9004000000000001,0.368
0.5,0.37878787878787884,30.0,0.9126000000000001,0.398
0.5,0.38383838383838387,30.0,0.9240000000000002,0.47
0.5,0.3888888888888889,30.0,0.9328000000000002,0.502
0.5,0.393939393939394,30.0,0.9382,0.53
0.5,0.398989898989899,30.0,0.9438000000000001,0.584
0.5,0.4040404040404041,30.0,0.9526000000000001,0.602
0.5,0.4090909090909091,30.0,0.9616,0.694
0.5,0.4141414141414142,30.0,0.9718,0.746
0.5,0.4191919191919192,30.0,0.9754,0.774
0.5,0.42424242424242425,30.0,0.9746000000000001,0.78
0.5,0.42929292929292934,30.0,0.9812000000000001,0.828
0.5,0.43434343434343436,30.0,0.986,0.868
0.5,0.43939393939393945,30.0,0.9868000000000001,0.876
0.5,0.4444444444444445,30.0,0.9896,0.904
0.5,0.44949494949494956,30.0,0.9947999999999999,0.95
0.5,0.4545454545454546,30.0,0.9945999999999999,0.946
0.5,0.4595959595959596,30.0,0.9950000000000001,0.95
0.5,0.4646464646464647,30.0,0.9956,0.956
0.5,0.4696969696969697,30.0,0.9967999999999999,0.972
0.5,0.4747474747474748,30.0,0.998,0.98
0.5,0.47979797979797983,30.0,0.9992000000000001,0.992
0.5,0.48484848484848486,30.0,0.9997999999999999,0.998
0.5,0.48989898989898994,30.0,1.0,1.0
0.5,0.494949494949495,30.0,1.0,1.0
0.5,0.5,30.0,1.0,1.0
0.5,0.0,40.0,0.055799999999999995,0.0
0.5,0.005050505050505051,40.0,0.0588,0.0
0.5,0.010101010101010102,40.0,0.060200000000000004,0.0
0.5,0.015151515151515152,40.0,0.0624,0.0
0.5,0.020202020202020204,40.0,0.0574,0.0
0.5,0.025252525252525256,40.0,0.06340000000000001,0.0
0.5,0.030303030303030304,40.0,0.06280000000000001,0.0
0.5,0.03535353535353536,40.0,0.065,0.0
0.5,0.04040404040404041,40.0,0.077,0.0
0.5,0.045454545454545456,40.0,0.07260000000000001,0.0
0.5,0.05050505050505051,40.0,0.079,0.0
0.5,0.05555555555555556,40.0,0.089,0.0
0.5,0.06060606060606061,40.0,0.089,0.0
0.5,0.06565656565656566,40.0,0.1032,0.0
0.5,0.07070707070707072,40.0,0.1014,0.0
0.5,0.07575757575757576,40.0,0.1124,0.0
0.5,0.08080808080808081,40.0,0.12380000000000001,0.0
0.5,0.08585858585858587,40.0,0.13260000000000002,0.0
0.5,0.09090909090909091,40.0,0.13419999999999999,0.0
0.5,0.09595959595959597,40.0,0.1486,0.0
0.5,0.10101010101010102,40.0,0.154,0.0
0.5,0.10606060606060606,40.0,0.1738,0.0
0.5,0.11111111111111112,40.0,0.17820000000000003,0.0
0.5,0.11616161616161617,40.0,0.20220000000000002,0.0
0.5,0.12121212121212122,40.0,0.1992,0.0
0.5,0.12626262626262627,40.0,0.2078,0.0
0.5,0.13131313131313133,40.0,0.22560000000000002,0.0
0.5,0.13636363636363638,40.0,0.24380000000000002,0.0
0.5,0.14141414141414144,40.0,0.2548,0.0
0.5,0.14646464646464646,40.0,0.2736,0.0
0.5,0.15151515151515152,40.0,0.288,0.0
0.5,0.15656565656565657,40.0,0.31739999999999996,0.0
0.5,0.16161616161616163,40.0,0.31760000000000005,0.0
0.5,0.16666666666666669,40.0,0.3318,0.0
0.5,0.17171717171717174,40.0,0.354,0.0
0.5,0.1767676767676768,40.0,0.3808,0.0
0.5,0.18181818181818182,40.0,0.3942,0.0
0.5,0.18686868686868688,40.0,0.4126,0.0
0.5,0.19191919191919193,40.0,0.4166,0.0
0.5,0.196969696969697,40.0,0.443,0.0
0.5,0.20202020202020204,40.0,0.458,0.0
0.5,0.2070707070707071,40.0,0.48919999999999997,0.0
0.5,0.21212121212121213,40.0,0.5015999999999999,0.0
0.5,0.21717171717171718,40.0,0.5264,0.0
0.5,0.22222222222222224,40.0,0.5346000000000001,0.004
0.5,0.2272727272727273,40.0,0.5685999999999999,0.004
0.5,0.23232323232323235,40.0,0.5674000000000001,0.002
0.5,0.2373737373737374,40.0,0.6028,0.004
0.5,0.24242424242424243,40.0,0.6193999999999998,0.016
0.5,0.2474747474747475,40.0,0.6282,0.006
0.5,0.25252525252525254,40.0,0.6624000000000001,0.01
0.5,0.2575757575757576,40.0,0.6684000000000001,0.016
0.5,0.26262626262626265,40.0,0.6974,0.034
0.5,0.2676767676767677,40.0,0.7183999999999999,0.032
0.5,0.27272727272727276,40.0,0.707,0.032
0.5,0.2777777777777778,40.0,0.7417999999999999,0.048
0.5,0.2828282828282829,40.0,0.7677999999999999,0.068
0.5,0.2878787878787879,40.0,0.7717999999999999,0.074
0.5,0.29292929292929293,40.0,0.8034000000000001,0.104
0.5,0.297979797979798,40.0,0.8102,0.124
0.5,0.30303030303030304,40.0,0.8188000000000001,0.142
0.5,0.3080808080808081,40.0,0.844,0.174
0.5,0.31313131313131315,40.0,0.8474,0.19
0.5,0.31818181818181823,40.0,0.8694000000000001,0.264
0.5,0.32323232323232326,40.0,0.8796000000000002,0.262
0.5,0.3282828282828283,40.0,0.891,0.316
0.5,0.33333333333333337,40.0,0.9008000000000002,0.336
0.5,0.3383838383838384,40.0,0.9088000000000002,0.396
0.5,0.3434343434343435,40.0,0.9252,0.47
0.5,0.3484848484848485,40.0,0.936,0.53
0.5,0.3535353535353536,40.0,0.9386,0.534
0.5,0.3585858585858586,40.0,0.9532,0.622
0.5,0.36363636363636365,40.0,0.9538000000000001,0.648
0.5,0.36868686868686873,40.0,0.9648000000000002,0.704
0.5,0.37373737373737376,40.0,0.9668000000000001,0.708
0.5,0.37878787878787884,40.0,0.974,0.772
0.5,0.38383838383838387,40.0,0.9758000000000001,0.774
0.5,0.3888888888888889,40.0,0.9768000000000001,0.79
0.5,0.393939393939394,40.0,0.985,0.862
0.5,0.398989898989899,40.0,0.986,0.874
0.5,0.4040404040404041,40.0,0.9864,0.874
0.5,0.4090909090909091,40.0,0.9912000000000001,0.914
0.5,0.4141414141414142,40.0,0.9932000000000001,0.936
0.5,0.4191919191919192,40.0,0.9937999999999999,0.942
0.5,0.42424242424242425,40.0,0.9962000000000001,0.962
0.5,0.42929292929292934,40.0,0.9964,0.966
0.5,0.43434343434343436,40.0,0.9977999999999999,0.978
0.5,0.43939393939393945,40.0,0.9984,0.984
0.5,0.4444444444444445,40.0,0.9985999999999999,0.986
0.5,0.44949494949494956,40.0,0.9975999999999999,0.976
0.5,0.4545454545454546,40.0,0.9994,0.994
0.5,0.4595959595959596,40.0,0.9997999999999999,0.998
0.5,0.4646464646464647,40.0,1.0,1.0
0.5,0.4696969696969697,40.0,1.0,1.0
0.5,0.4747474747474748,40.0,0.9997999999999999,0.998
0.5,0.47979797979797983,40.0,1.0,1.0
0.5,0.48484848484848486,40.0,1.0,1.0
0.5,0.48989898989898994,40.0,1.0,1.0
0.5,0.494949494949495,40.0,1.0,1.0
0.5,0.5,40.0,1.0,1.0
0.5,0.0,50.0,0.0522,0.0
0.5,0.005050505050505051,50.0,0.0598,0.0
0.5,0.010101010101010102,50.0,0.0556,0.0
0.5,0.015151515151515152,50.0,0.0636,0.0
0.5,0.020202020202020204,50.0,0.0596,0.0
0.5,0.025252525252525256,50.0,0.06720000000000001,0.0
0.5,0.030303030303030304,50.0,0.07440000000000001,0.0
0.5,0.03535353535353536,50.0,0.07,0.0
0.5,0.04040404040404041,50.0,0.0782,0.0
0.5,0.045454545454545456,50.0,0.0824,0.0
0.5,0.05050505050505051,50.0,0.0916,0.0
0.5,0.05555555555555556,50.0,0.094,0.0
0.5,0.06060606060606061,50.0,0.1024,0.0
0.5,0.06565656565656566,50.0,0.111,0.0
0.5,0.07070707070707072,50.0,0.116,0.0
0.5,0.07575757575757576,50.0,0.12120000000000002,0.0
0.5,0.08080808080808081,50.0,0.14140000000000003,0.0
0.5,0.08585858585858587,50.0,0.1412,0.0
0.5,0.09090909090909091,50.0,0.15360000000000001,0.0
0.5,0.09595959595959597,50.0,0.1668,0.0
0.5,0.10101010101010102,50.0,0.18480000000000002,0.0
0.5,0.10606060606060606,50.0,0.1958,0.0
0.5,0.11111111111111112,50.0,0.20920000000000002,0.0
0.5,0.11616161616161617,50.0,0.229,0.0
0.5,0.12121212121212122,50.0,0.2466,0.0
0.5,0.12626262626262627,50.0,0.26280000000000003,0.0
0.5,0.13131313131313133,50.0,0.278,0.0
0.5,0.13636363636363638,50.0,0.2948,0.0
0.5,0.14141414141414144,50.0,0.31460000000000005,0.0
0.5,0.14646464646464646,50.0,0.3314,0.0
0.5,0.15151515151515152,50.0,0.3574,0.0
0.5,0.15656565656565657,50.0,0.36839999999999995,0.0
0.5,0.16161616161616163,50.0,0.3846,0.0
0.5,0.16666666666666669,50.0,0.4006,0.0
0.5,0.17171717171717174,50.0,0.4148,0.0
0.5,0.1767676767676768,50.0,0.444,0.0
0.5,0.18181818181818182,50.0,0.4756,0.0
0.5,0.18686868686868688,50.0,0.4834,0.0
0.5,0.19191919191919193,50.0,0.5196,0.0
0.5,0.196969696969697,50.0,0.5388,0.002
0.5,0.20202020202020204,50.0,0.5514,0.0
0.5,0.2070707070707071,50.0,0.5651999999999999,0.006
0.5,0.21212121212121213,50.0,0.5982000000000001,0.004
0.5,0.21717171717171718,50.0,0.6264,0.006
0.5,0.22222222222222224,50.0,0.6254,0.004
0.5,0.2272727272727273,50.0,0.6554,0.02
0.5,0.23232323232323235,50.0,0.6648000000000001,0.01
0.5,0.2373737373737374,50.0,0.6916,0.022
0.5,0.24242424242424243,50.0,0.714,0.032
0.5,0.2474747474747475,50.0,0.7323999999999999,0.034
0.5,0.25252525252525254,50.0,0.7462000000000001,0.064
0.5,0.2575757575757576,50.0,0.761,0.064
0.5,0.26262626262626265,50.0,0.7782,0.082
0.5,0.2676767676767677,50.0,0.8022,0.114
0.5,0.27272727272727276,50.0,0.8154000000000001,0.132
0.5,0.2777777777777778,50.0,0.8544,0.194
0.5,0.2828282828282829,50.0,0.8488000000000001,0.182
0.5,0.2878787878787879,50.0,0.8620000000000002,0.24
0.5,0.29292929292929293,50.0,0.8840000000000001,0.304
0.5,0.297979797979798,50.0,0.8868,0.296
0.5,0.30303030303030304,50.0,0.9002,0.344
0.5,0.3080808080808081,50.0,0.9062000000000001,0.372
0.5,0.31313131313131315,50.0,0.9244000000000001,0.446
0.5,0.31818181818181823,50.0,0.9294000000000001,0.482
0.5,0.32323232323232326,50.0,0.936,0.52
0.5,0.3282828282828283,50.0,0.9444000000000001,0.566
0.5,0.33333333333333337,50.0,0.9546,0.628
0.5,0.3383838383838384,50.0,0.9624000000000001,0.692
0.5,0.3434343434343435,50.0,0.9722000000000001,0.76
0.5,0.3484848484848485,50.0,0.9722000000000001,0.762
0.5,0.3535353535353536,50.0,0.9754,0.778
0.5,0.3585858585858586,50.0,0.979,0.808
0.5,0.36363636363636365,50.0,0.9852000000000001,0.862
0.5,0.36868686868686873,50.0,0.9834,0.84
0.5,0.37373737373737376,50.0,0.9896,0.902
0.5,0.37878787878787884,50.0,0.991,0.91
0.5,0.38383838383838387,50.0,0.9947999999999999,0.948
0.5,0.3888888888888889,50.0,0.9957999999999999,0.958
0.5,0.393939393939394,50.0,0.9962000000000001,0.962
0.5,0.398989898989899,50.0,0.9967999999999999,0.968
0.5,0.4040404040404041,50.0,0.9967999999999999,0.968
0.5,0.4090909090909091,50.0,0.998,0.98
0.5,0.4141414141414142,50.0,0.9977999999999999,0.978
0.5,0.4191919191919192,50.0,0.9987999999999999,0.988
0.5,0.42424242424242425,50.0,0.9992000000000001,0.992
0.5,0.42929292929292934,50.0,0.9996,0.996
0.5,0.43434343434343436,50.0,0.9994000000000001,0.994
0.5,0.43939393939393945,50.0,0.9996,0.996
0.5,0.4444444444444445,50.0,0.9997999999999999,0.998
0.5,0.44949494949494956,50.0,0.9997999999999999,0.998
0.5,0.4545454545454546,50.0,1.0,1.0
0.5,0.4595959595959596,50.0,1.0,1.0
0.5,0.4646464646464647,50.0,1.0,1.0
0.5,0.4696969696969697,50.0,1.0,1.0
0.5,0.4747474747474748,50.0,1.0,1.0
0.5,0.47979797979797983,50.0,1.0,1.0
0.5,0.48484848484848486,50.0,1.0,1.0
0.5,0.48989898989898994,50.0,1.0,1.0
0.5,0.494949494949495,50.0,1.0,1.0
0.5,0.5,50.0,1.0,1.0
0.5,0.0,60.0,0.05140000000000001,0.0
0.5,0.005050505050505051,60.0,0.0542,0.0
0.5,0.010101010101010102,60.0,0.05740000000000001,0.0
0.5,0.015151515151515152,60.0,0.053200000000000004,0.0
0.5,0.020202020202020204,60.0,0.05859999999999999,0.0
0.5,0.025252525252525256,60.0,0.06280000000000001,0.0
0.5,0.030303030303030304,60.0,0.065,0.0
0.5,0.03535353535353536,60.0,0.074,0.0
