p,delta,m,precision_at_5,precision_at_6,precision_at_7,precision_at_8,precision_at_9,precision_at_10,recall_at_5,recall_at_6,recall_at_7,recall_at_8,recall_at_9,recall_at_10
0.5,0.34,14.9,0.5780000000000001,0.5549999999999999,0.5185714285714287,0.4775,0.44888888888888884,0.4269999999999998,0.28900000000000003,0.333,0.363,0.3819999999999999,0.40399999999999986,0.4269999999999998
0.5,0.34500000000000003,14.9,0.6,0.5466666666666667,0.5214285714285711,0.4925,0.4666666666666666,0.4389999999999998,0.3,0.32799999999999996,0.36499999999999977,0.3939999999999998,0.41999999999999976,0.4389999999999998
0.5,0.35000000000000003,14.9,0.6279999999999998,0.5883333333333333,0.5571428571428569,0.52,0.49888888888888866,0.47200000000000003,0.3139999999999999,0.353,0.3899999999999999,0.4159999999999999,0.449,0.47200000000000003
0.5,0.355,14.9,0.6359999999999999,0.5966666666666667,0.5614285714285712,0.52625,0.49888888888888877,0.47700000000000015,0.31799999999999995,0.3579999999999999,0.3929999999999999,0.42099999999999993,0.44900000000000007,0.47700000000000015
0.5,0.36,14.9,0.6159999999999999,0.5783333333333333,0.5457142857142856,0.51875,0.5000000000000001,0.47699999999999987,0.30799999999999994,0.3469999999999997,0.3819999999999997,0.41499999999999965,0.4499999999999998,0.47699999999999987
0.5,0.365,14.9,0.6599999999999998,0.6366666666666664,0.6042857142857144,0.56625,0.5355555555555557,0.507,0.3299999999999999,0.38199999999999973,0.4229999999999999,0.45299999999999996,0.482,0.507
0.5,0.37,14.9,0.6739999999999998,0.6283333333333336,0.592857142857143,0.5625,0.5377777777777778,0.508,0.3369999999999999,0.3769999999999999,0.4150000000000001,0.44999999999999984,0.48400000000000004,0.508
0.5,0.375,14.9,0.6899999999999997,0.6516666666666667,0.6157142857142854,0.59,0.5588888888888889,0.5240000000000002,0.34499999999999986,0.3909999999999997,0.4309999999999998,0.47200000000000003,0.5030000000000002,0.5240000000000002
0.5,0.38,14.9,0.6899999999999998,0.66,0.6257142857142857,0.6025,0.5788888888888891,0.5440000000000002,0.3449999999999999,0.39599999999999974,0.43799999999999967,0.4819999999999998,0.521,0.5440000000000002
0.5,0.385,14.9,0.6859999999999998,0.6466666666666666,0.6114285714285717,0.585,0.5622222222222224,0.5419999999999999,0.3429999999999999,0.38799999999999985,0.4279999999999998,0.4679999999999999,0.5059999999999999,0.5419999999999999
0.5,0.39,14.9,0.7379999999999997,0.6933333333333335,0.6571428571428573,0.62125,0.5833333333333334,0.555,0.36899999999999983,0.41599999999999987,0.4599999999999999,0.4969999999999999,0.5249999999999998,0.555
0.5,0.395,14.9,0.7419999999999995,0.7166666666666667,0.6685714285714284,0.63125,0.598888888888889,0.5670000000000001,0.3709999999999998,0.4299999999999999,0.46800000000000014,0.5050000000000001,0.5390000000000001,0.5670000000000001
0.5,0.4,14.9,0.7739999999999994,0.7366666666666667,0.6942857142857142,0.66375,0.6244444444444446,0.5910000000000002,0.3869999999999997,0.4419999999999999,0.486,0.5310000000000001,0.562,0.5910000000000002
0.5,0.405,14.9,0.7499999999999996,0.718333333333333,0.6757142857142854,0.64625,0.62,0.5930000000000002,0.3749999999999998,0.4309999999999997,0.4729999999999999,0.5169999999999999,0.5580000000000003,0.5930000000000002
0.5,0.41000000000000003,14.9,0.7719999999999999,0.728333333333333,0.7014285714285713,0.67,0.6300000000000001,0.5920000000000002,0.38599999999999995,0.43700000000000006,0.49100000000000016,0.5360000000000003,0.5670000000000003,0.5920000000000002
0.5,0.41500000000000004,14.9,0.805999999999999,0.755,0.7314285714285711,0.69125,0.6611111111111109,0.6240000000000006,0.4029999999999995,0.45299999999999974,0.5120000000000001,0.5530000000000004,0.5950000000000003,0.6240000000000006
0.5,0.42,14.9,0.8079999999999993,0.7666666666666663,0.7199999999999998,0.68875,0.6533333333333331,0.6190000000000002,0.40399999999999964,0.45999999999999985,0.5040000000000001,0.5510000000000003,0.5880000000000003,0.6190000000000002
0.5,0.425,14.9,0.8319999999999993,0.7900000000000003,0.7428571428571421,0.69375,0.6599999999999998,0.6300000000000003,0.41599999999999965,0.4739999999999999,0.52,0.5550000000000003,0.5940000000000003,0.6300000000000003
0.5,0.43,14.9,0.8419999999999993,0.8016666666666664,0.7542857142857141,0.715,0.6688888888888885,0.6360000000000003,0.42099999999999965,0.48100000000000015,0.5280000000000002,0.5720000000000005,0.6020000000000006,0.6360000000000003
0.5,0.435,14.9,0.8219999999999991,0.7933333333333334,0.7599999999999997,0.7275,0.6911111111111111,0.6600000000000001,0.41099999999999953,0.47600000000000003,0.5320000000000004,0.5820000000000004,0.6220000000000004,0.6600000000000001
0.5,0.44,14.9,0.8699999999999994,0.8349999999999997,0.794285714285714,0.75,0.7077777777777776,0.6740000000000002,0.4349999999999997,0.5010000000000001,0.5560000000000005,0.6000000000000005,0.6370000000000006,0.6740000000000002
0.5,0.445,14.9,0.8859999999999993,0.865,0.8285714285714285,0.775,0.7388888888888885,0.6999999999999998,0.44299999999999967,0.5190000000000002,0.5800000000000007,0.6200000000000004,0.6650000000000001,0.6999999999999998
0.5,0.45,14.9,0.9219999999999996,0.8866666666666667,0.8371428571428565,0.79125,0.7455555555555553,0.7010000000000005,0.4609999999999998,0.5320000000000004,0.5860000000000006,0.6330000000000006,0.6710000000000005,0.7010000000000005
0.5,0.455,14.9,0.899999999999999,0.8616666666666665,0.8271428571428566,0.7825,0.7411111111111112,0.703,0.4499999999999995,0.5170000000000001,0.5790000000000005,0.6260000000000008,0.6670000000000007,0.703
0.5,0.46,14.9,0.8939999999999995,0.8799999999999997,0.8442857142857142,0.80375,0.7722222222222215,0.7259999999999998,0.44699999999999973,0.5280000000000004,0.5910000000000007,0.6430000000000003,0.6950000000000004,0.7259999999999998
0.5,0.465,14.9,0.8939999999999997,0.8733333333333329,0.8528571428571426,0.81875,0.7777777777777769,0.7349999999999999,0.44699999999999984,0.5240000000000002,0.5970000000000008,0.6550000000000002,0.7,0.7349999999999999
0.5,0.47000000000000003,14.9,0.9139999999999995,0.888333333333333,0.8528571428571426,0.81875,0.7922222222222213,0.745,0.45699999999999974,0.5330000000000004,0.5970000000000008,0.6550000000000005,0.7130000000000001,0.745
0.5,0.47500000000000003,14.9,0.9299999999999996,0.9099999999999997,0.8899999999999999,0.855,0.8233333333333325,0.7879999999999997,0.4649999999999998,0.5460000000000005,0.6230000000000009,0.6840000000000005,0.7409999999999997,0.7879999999999997
0.5,0.48,14.9,0.9359999999999995,0.9183333333333329,0.8914285714285712,0.8525,0.8122222222222212,0.7699999999999996,0.46799999999999975,0.5510000000000005,0.624000000000001,0.6820000000000005,0.731,0.7699999999999996
0.5,0.485,14.9,0.9659999999999997,0.9466666666666668,0.9271428571428569,0.8925,0.8499999999999989,0.8089999999999999,0.4829999999999999,0.5680000000000006,0.6490000000000009,0.7140000000000002,0.7649999999999997,0.8089999999999999
0.5,0.49,14.9,0.9579999999999997,0.938333333333333,0.9228571428571426,0.9025,0.8588888888888877,0.8159999999999996,0.47899999999999987,0.5630000000000007,0.6460000000000009,0.722,0.7729999999999998,0.8159999999999996
0.5,0.495,14.9,0.9619999999999997,0.9516666666666665,0.9285714285714284,0.89375,0.869999999999999,0.8320000000000002,0.48099999999999987,0.5710000000000006,0.6500000000000008,0.7150000000000002,0.7830000000000001,0.8320000000000002
0.5,0.5,14.9,0.9539999999999997,0.9416666666666665,0.9357142857142857,0.90875,0.8711111111111102,0.8379999999999999,0.47699999999999987,0.5650000000000006,0.655000000000001,0.7270000000000003,0.7839999999999996,0.8379999999999999
0.5,0.0,19.8,0.058000000000000024,0.05500000000000001,0.05285714285714287,0.055,0.051111111111111086,0.05,0.029000000000000012,0.033000000000000015,0.03700000000000002,0.04400000000000001,0.046000000000000006,0.05
0.5,0.005,19.8,0.06400000000000003,0.06000000000000001,0.06285714285714288,0.05875,0.059999999999999984,0.059000000000000004,0.032000000000000015,0.036000000000000025,0.04400000000000001,0.047000000000000014,0.05399999999999999,0.059000000000000004
0.5,0.01,19.8,0.06800000000000003,0.0716666666666667,0.07000000000000005,0.065,0.06333333333333328,0.05999999999999997,0.034000000000000016,0.04300000000000002,0.049,0.05199999999999999,0.056999999999999974,0.05999999999999997
0.5,0.015,19.8,0.03600000000000001,0.03833333333333332,0.03999999999999999,0.03875,0.04111111111111112,0.045,0.018000000000000006,0.023000000000000007,0.02800000000000001,0.03100000000000001,0.03700000000000001,0.045
0.5,0.02,19.8,0.05400000000000002,0.05500000000000001,0.060000000000000026,0.0575,0.05888888888888885,0.056999999999999974,0.02700000000000001,0.03300000000000002,0.04200000000000001,0.04600000000000001,0.05299999999999999,0.056999999999999974
0.5,0.025,19.8,0.04600000000000002,0.051666666666666666,0.047142857142857146,0.0475,0.04777777777777778,0.05,0.02300000000000001,0.031000000000000014,0.03300000000000001,0.03800000000000001,0.04300000000000001,0.05
0.5,0.03,19.8,0.05200000000000002,0.05,0.04857142857142858,0.055,0.055555555555555525,0.05399999999999998,0.02600000000000001,0.030000000000000013,0.03400000000000002,0.04400000000000001,0.04999999999999998,0.05399999999999998
0.5,0.035,19.8,0.08000000000000003,0.07500000000000001,0.0728571428571429,0.07375,0.0744444444444444,0.06899999999999999,0.040000000000000015,0.04500000000000002,0.051,0.05899999999999998,0.06699999999999999,0.06899999999999999
0.5,0.04,19.8,0.048000000000000015,0.05,0.05142857142857142,0.05,0.05111111111111111,0.05000000000000002,0.024000000000000007,0.030000000000000013,0.03600000000000002,0.040000000000000015,0.04600000000000001,0.05000000000000002
0.5,0.045,19.8,0.05600000000000002,0.05,0.04857142857142858,0.0475,0.04444444444444444,0.04799999999999999,0.02800000000000001,0.030000000000000013,0.03400000000000001,0.03800000000000002,0.040000000000000015,0.04799999999999999
0.5,0.05,19.8,0.07200000000000005,0.07,0.06714285714285716,0.0675,0.06777777777777777,0.07,0.036000000000000025,0.04200000000000001,0.047000000000000014,0.054000000000000006,0.061000000000000006,0.07
0.5,0.055,19.8,0.07800000000000004,0.07166666666666671,0.06857142857142862,0.0725,0.06888888888888882,0.06599999999999995,0.03900000000000002,0.04300000000000001,0.048,0.05799999999999997,0.06199999999999996,0.06599999999999995
0.5,0.06,19.8,0.07400000000000004,0.06833333333333337,0.0685714285714286,0.07375,0.07333333333333328,0.07099999999999997,0.03700000000000002,0.041000000000000016,0.048,0.058999999999999976,0.06599999999999998,0.07099999999999997
0.5,0.065,19.8,0.06200000000000003,0.06000000000000001,0.06571428571428574,0.07,0.07222222222222217,0.07099999999999997,0.031000000000000014,0.03600000000000001,0.046000000000000006,0.055999999999999994,0.06499999999999999,0.07099999999999997
0.5,0.07,19.8,0.09399999999999999,0.085,0.08285714285714288,0.08,0.07777777777777772,0.07399999999999997,0.04699999999999999,0.05099999999999999,0.05799999999999997,0.06399999999999997,0.06999999999999998,0.07399999999999997
0.5,0.075,19.8,0.08400000000000002,0.08000000000000002,0.07571428571428576,0.07125,0.07111111111111104,0.06899999999999996,0.04200000000000001,0.048,0.053,0.05699999999999998,0.06399999999999996,0.06899999999999996
0.5,0.08,19.8,0.10199999999999998,0.095,0.09000000000000004,0.08375,0.08222222222222218,0.07799999999999999,0.05099999999999999,0.056999999999999995,0.06299999999999999,0.06699999999999998,0.07399999999999998,0.07799999999999999
0.5,0.085,19.8,0.10400000000000002,0.09833333333333334,0.0928571428571429,0.095,0.09222222222222215,0.08999999999999997,0.05200000000000001,0.059000000000000004,0.06499999999999999,0.07599999999999998,0.08299999999999995,0.08999999999999997
0.5,0.09,19.8,0.08400000000000002,0.08333333333333331,0.08142857142857145,0.07625,0.0722222222222222,0.07899999999999999,0.04200000000000001,0.05,0.057,0.060999999999999985,0.065,0.07899999999999999
0.5,0.095,19.8,0.08200000000000005,0.08666666666666666,0.09000000000000004,0.09,0.0899999999999999,0.08899999999999993,0.04100000000000002,0.05199999999999999,0.06299999999999999,0.07199999999999997,0.08099999999999995,0.08899999999999993
0.5,0.1,19.8,0.106,0.10666666666666667,0.11142857142857146,0.105,0.10666666666666652,0.10599999999999987,0.053,0.06399999999999999,0.07799999999999996,0.08399999999999994,0.0959999999999999,0.10599999999999987
0.5,0.105,19.8,0.10799999999999998,0.09833333333333336,0.09571428571428577,0.0975,0.09666666666666661,0.09399999999999997,0.05399999999999999,0.058999999999999976,0.06699999999999996,0.07799999999999996,0.08699999999999998,0.09399999999999997
