m,mean_1,mean_2,var_1,var_2,mean_delta,var_delta,omni_precision_ks_2samp,omni_precision_mannwhitneyu,omni_precision_ttest_ind,omni_recall_ks_2samp,omni_recall_mannwhitneyu,omni_recall_ttest_ind
5,0,0,0.25,0.25,0,2.16,1.0,0.28,0.28,1.0,0.28,0.28
5,0,0,0.25,0.25,0,2.2199999999999998,1.0,0.3,0.28,1.0,0.3,0.28
5,0,0,0.25,0.25,0,2.28,1.0,0.44,0.38,1.0,0.44,0.38
5,0,0,0.25,0.25,0,2.34,1.0,0.34,0.34,1.0,0.34,0.34
5,0,0,0.25,0.25,0,2.4,1.0,0.38,0.42,1.0,0.38,0.42
5,0,0,0.25,0.25,0,2.46,1.0,0.32,0.32,1.0,0.32,0.32
5,0,0,0.25,0.25,0,2.52,1.0,0.26,0.34,1.0,0.26,0.34
5,0,0,0.25,0.25,0,2.58,1.0,0.28,0.22,1.0,0.28,0.22
5,0,0,0.25,0.25,0,2.6399999999999997,1.0,0.32,0.3,1.0,0.32,0.3
5,0,0,0.25,0.25,0,2.6999999999999997,1.0,0.44,0.42,1.0,0.44,0.42
5,0,0,0.25,0.25,0,2.76,1.0,0.38,0.36,1.0,0.38,0.36
5,0,0,0.25,0.25,0,2.82,1.0,0.38,0.36,1.0,0.38,0.36
5,0,0,0.25,0.25,0,2.88,1.0,0.32,0.24,1.0,0.32,0.24
5,0,0,0.25,0.25,0,2.94,1.0,0.32,0.28,1.0,0.32,0.28
5,0,0,0.25,0.25,0,3.0,1.0,0.38,0.36,1.0,0.38,0.36
10,0,0,0.25,0.25,0,0.0,0.34,0.32,0.38,0.34,0.32,0.38
10,0,0,0.25,0.25,0,0.06,0.78,0.34,0.38,0.78,0.34,0.38
10,0,0,0.25,0.25,0,0.12,0.96,0.34,0.36,0.96,0.34,0.36
10,0,0,0.25,0.25,0,0.18,0.98,0.32,0.32,0.98,0.32,0.32
10,0,0,0.25,0.25,0,0.24,1.0,0.38,0.42,1.0,0.38,0.42
10,0,0,0.25,0.25,0,0.3,1.0,0.38,0.38,1.0,0.38,0.38
10,0,0,0.25,0.25,0,0.36,1.0,0.38,0.38,1.0,0.38,0.38
10,0,0,0.25,0.25,0,0.42,1.0,0.5,0.5,1.0,0.5,0.5
10,0,0,0.25,0.25,0,0.48,1.0,0.32,0.3,1.0,0.32,0.3
10,0,0,0.25,0.25,0,0.54,1.0,0.42,0.44,1.0,0.42,0.44
10,0,0,0.25,0.25,0,0.6,1.0,0.28,0.28,1.0,0.28,0.28
10,0,0,0.25,0.25,0,0.6599999999999999,1.0,0.34,0.34,1.0,0.34,0.34
10,0,0,0.25,0.25,0,0.72,1.0,0.42,0.38,1.0,0.42,0.38
10,0,0,0.25,0.25,0,0.78,1.0,0.32,0.32,1.0,0.32,0.32
10,0,0,0.25,0.25,0,0.84,1.0,0.32,0.34,1.0,0.32,0.34
10,0,0,0.25,0.25,0,0.8999999999999999,1.0,0.28,0.34,1.0,0.28,0.34
10,0,0,0.25,0.25,0,0.96,1.0,0.24,0.24,1.0,0.24,0.24
10,0,0,0.25,0.25,0,1.02,1.0,0.3,0.3,1.0,0.3,0.3
10,0,0,0.25,0.25,0,1.08,1.0,0.38,0.38,1.0,0.38,0.38
10,0,0,0.25,0.25,0,1.14,1.0,0.3,0.3,1.0,0.3,0.3
10,0,0,0.25,0.25,0,1.2,1.0,0.32,0.28,1.0,0.32,0.28
10,0,0,0.25,0.25,0,1.26,1.0,0.3,0.3,1.0,0.3,0.3
10,0,0,0.25,0.25,0,1.3199999999999998,1.0,0.24,0.24,1.0,0.24,0.24
10,0,0,0.25,0.25,0,1.38,1.0,0.34,0.28,1.0,0.34,0.28
10,0,0,0.25,0.25,0,1.44,1.0,0.36,0.32,1.0,0.36,0.32
10,0,0,0.25,0.25,0,1.5,1.0,0.24,0.24,1.0,0.24,0.24
10,0,0,0.25,0.25,0,1.56,1.0,0.38,0.5,1.0,0.38,0.5
10,0,0,0.25,0.25,0,1.6199999999999999,1.0,0.28,0.22,1.0,0.28,0.22
10,0,0,0.25,0.25,0,1.68,1.0,0.2,0.2,1.0,0.2,0.2
10,0,0,0.25,0.25,0,1.74,1.0,0.3,0.26,1.0,0.3,0.26
10,0,0,0.25,0.25,0,1.7999999999999998,1.0,0.28,0.34,1.0,0.28,0.34
10,0,0,0.25,0.25,0,1.8599999999999999,1.0,0.3,0.28,1.0,0.3,0.28
10,0,0,0.25,0.25,0,1.92,1.0,0.32,0.32,1.0,0.32,0.32
10,0,0,0.25,0.25,0,1.98,1.0,0.3,0.24,1.0,0.3,0.24
10,0,0,0.25,0.25,0,2.04,1.0,0.36,0.32,1.0,0.36,0.32
10,0,0,0.25,0.25,0,2.1,1.0,0.3,0.32,1.0,0.3,0.32
10,0,0,0.25,0.25,0,2.16,1.0,0.24,0.24,1.0,0.24,0.24
10,0,0,0.25,0.25,0,2.2199999999999998,1.0,0.36,0.34,1.0,0.36,0.34
10,0,0,0.25,0.25,0,2.28,1.0,0.32,0.28,1.0,0.32,0.28
10,0,0,0.25,0.25,0,2.34,1.0,0.42,0.42,1.0,0.42,0.42
10,0,0,0.25,0.25,0,2.4,1.0,0.42,0.4,1.0,0.42,0.4
10,0,0,0.25,0.25,0,2.46,1.0,0.5,0.56,1.0,0.5,0.56
10,0,0,0.25,0.25,0,2.52,1.0,0.34,0.34,1.0,0.34,0.34
10,0,0,0.25,0.25,0,2.58,1.0,0.36,0.32,1.0,0.36,0.32
10,0,0,0.25,0.25,0,2.6399999999999997,1.0,0.38,0.36,1.0,0.38,0.36
10,0,0,0.25,0.25,0,2.6999999999999997,1.0,0.38,0.38,1.0,0.38,0.38
10,0,0,0.25,0.25,0,2.76,1.0,0.34,0.32,1.0,0.34,0.32
10,0,0,0.25,0.25,0,2.82,1.0,0.3,0.28,1.0,0.3,0.28
10,0,0,0.25,0.25,0,2.88,1.0,0.34,0.36,1.0,0.34,0.36
10,0,0,0.25,0.25,0,2.94,1.0,0.36,0.42,1.0,0.36,0.42
10,0,0,0.25,0.25,0,3.0,1.0,0.42,0.44,1.0,0.42,0.44
15,0,0,0.25,0.25,0,0.0,0.4,0.34,0.38,0.4,0.34,0.38
15,0,0,0.25,0.25,0,0.06,0.86,0.28,0.3,0.86,0.28,0.3
15,0,0,0.25,0.25,0,0.12,1.0,0.4,0.36,1.0,0.4,0.36
15,0,0,0.25,0.25,0,0.18,1.0,0.34,0.34,1.0,0.34,0.34
15,0,0,0.25,0.25,0,0.24,1.0,0.5,0.42,1.0,0.5,0.42
15,0,0,0.25,0.25,0,0.3,1.0,0.32,0.3,1.0,0.32,0.3
15,0,0,0.25,0.25,0,0.36,1.0,0.24,0.22,1.0,0.24,0.22
15,0,0,0.25,0.25,0,0.42,1.0,0.36,0.36,1.0,0.36,0.36
15,0,0,0.25,0.25,0,0.48,1.0,0.26,0.26,1.0,0.26,0.26
15,0,0,0.25,0.25,0,0.54,1.0,0.4,0.4,1.0,0.4,0.4
15,0,0,0.25,0.25,0,0.6,1.0,0.36,0.26,1.0,0.36,0.26
15,0,0,0.25,0.25,0,0.6599999999999999,1.0,0.38,0.42,1.0,0.38,0.42
15,0,0,0.25,0.25,0,0.72,1.0,0.32,0.34,1.0,0.32,0.34
15,0,0,0.25,0.25,0,0.78,1.0,0.22,0.26,1.0,0.22,0.26
15,0,0,0.25,0.25,0,0.84,1.0,0.38,0.38,1.0,0.38,0.38
15,0,0,0.25,0.25,0,0.8999999999999999,1.0,0.32,0.34,1.0,0.32,0.34
15,0,0,0.25,0.25,0,0.96,1.0,0.5,0.46,1.0,0.5,0.46
15,0,0,0.25,0.25,0,1.02,1.0,0.36,0.3,1.0,0.36,0.3
15,0,0,0.25,0.25,0,1.08,1.0,0.42,0.38,1.0,0.42,0.38
15,0,0,0.25,0.25,0,1.14,1.0,0.32,0.36,1.0,0.32,0.36
15,0,0,0.25,0.25,0,1.2,1.0,0.36,0.34,1.0,0.36,0.34
15,0,0,0.25,0.25,0,1.26,1.0,0.38,0.4,1.0,0.38,0.4
15,0,0,0.25,0.25,0,1.3199999999999998,1.0,0.32,0.36,1.0,0.32,0.36
15,0,0,0.25,0.25,0,1.38,1.0,0.36,0.34,1.0,0.36,0.34
15,0,0,0.25,0.25,0,1.44,1.0,0.36,0.42,1.0,0.36,0.42
15,0,0,0.25,0.25,0,1.5,1.0,0.46,0.5,1.0,0.46,0.5
15,0,0,0.25,0.25,0,1.56,1.0,0.3,0.34,1.0,0.3,0.34
15,0,0,0.25,0.25,0,1.6199999999999999,1.0,0.42,0.44,1.0,0.42,0.44
15,0,0,0.25,0.25,0,1.68,1.0,0.42,0.44,1.0,0.42,0.44
15,0,0,0.25,0.25,0,1.74,1.0,0.34,0.3,1.0,0.34,0.3
15,0,0,0.25,0.25,0,1.7999999999999998,1.0,0.22,0.24,1.0,0.22,0.24
15,0,0,0.25,0.25,0,1.8599999999999999,1.0,0.32,0.32,1.0,0.32,0.32
15,0,0,0.25,0.25,0,1.92,1.0,0.26,0.24,1.0,0.26,0.24
15,0,0,0.25,0.25,0,1.98,1.0,0.34,0.32,1.0,0.34,0.32
15,0,0,0.25,0.25,0,2.04,1.0,0.24,0.24,1.0,0.24,0.24
15,0,0,0.25,0.25,0,2.1,1.0,0.34,0.34,1.0,0.34,0.34
15,0,0,0.25,0.25,0,2.16,1.0,0.26,0.3,1.0,0.26,0.3
15,0,0,0.25,0.25,0,2.2199999999999998,1.0,0.3,0.32,1.0,0.3,0.32
15,0,0,0.25,0.25,0,2.28,1.0,0.34,0.36,1.0,0.34,0.36
15,0,0,0.25,0.25,0,2.34,1.0,0.26,0.28,1.0,0.26,0.28
15,0,0,0.25,0.25,0,2.4,1.0,0.48,0.42,1.0,0.48,0.42
15,0,0,0.25,0.25,0,2.46,1.0,0.42,0.38,1.0,0.42,0.38
15,0,0,0.25,0.25,0,2.52,1.0,0.28,0.28,1.0,0.28,0.28
15,0,0,0.25,0.25,0,2.58,1.0,0.36,0.36,1.0,0.36,0.36
15,0,0,0.25,0.25,0,2.6399999999999997,1.0,0.26,0.24,1.0,0.26,0.24
15,0,0,0.25,0.25,0,2.6999999999999997,1.0,0.46,0.36,1.0,0.46,0.36
15,0,0,0.25,0.25,0,2.76,1.0,0.34,0.32,1.0,0.34,0.32
15,0,0,0.25,0.25,0,2.82,1.0,0.28,0.26,1.0,0.28,0.26
15,0,0,0.25,0.25,0,2.88,1.0,0.32,0.3,1.0,0.32,0.3
15,0,0,0.25,0.25,0,2.94,1.0,0.36,0.36,1.0,0.36,0.36
15,0,0,0.25,0.25,0,3.0,1.0,0.28,0.3,1.0,0.28,0.3
20,0,0,0.25,0.25,0,0.0,0.3,0.42,0.4,0.3,0.42,0.4
20,0,0,0.25,0.25,0,0.06,0.86,0.18,0.18,0.86,0.18,0.18
20,0,0,0.25,0.25,0,0.12,1.0,0.42,0.4,1.0,0.42,0.4
20,0,0,0.25,0.25,0,0.18,1.0,0.28,0.3,1.0,0.28,0.3
20,0,0,0.25,0.25,0,0.24,1.0,0.4,0.32,1.0,0.4,0.32
20,0,0,0.25,0.25,0,0.3,1.0,0.38,0.38,1.0,0.38,0.38
20,0,0,0.25,0.25,0,0.36,1.0,0.38,0.4,1.0,0.38,0.4
20,0,0,0.25,0.25,0,0.42,1.0,0.38,0.34,1.0,0.38,0.34
20,0,0,0.25,0.25,0,0.48,1.0,0.4,0.36,1.0,0.4,0.36
20,0,0,0.25,0.25,0,0.54,1.0,0.48,0.5,1.0,0.48,0.5
20,0,0,0.25,0.25,0,0.6,1.0,0.3,0.28,1.0,0.3,0.28
20,0,0,0.25,0.25,0,0.6599999999999999,1.0,0.32,0.32,1.0,0.32,0.32
20,0,0,0.25,0.25,0,0.72,1.0,0.28,0.32,1.0,0.28,0.32
20,0,0,0.25,0.25,0,0.78,1.0,0.28,0.28,1.0,0.28,0.28
20,0,0,0.25,0.25,0,0.84,1.0,0.2,0.22,1.0,0.2,0.22
20,0,0,0.25,0.25,0,0.8999999999999999,1.0,0.22,0.24,1.0,0.22,0.24
20,0,0,0.25,0.25,0,0.96,1.0,0.4,0.38,1.0,0.4,0.38
20,0,0,0.25,0.25,0,1.02,1.0,0.32,0.26,1.0,0.32,0.26
20,0,0,0.25,0.25,0,1.08,1.0,0.38,0.38,1.0,0.38,0.38
20,0,0,0.25,0.25,0,1.14,1.0,0.42,0.44,1.0,0.42,0.44
20,0,0,0.25,0.25,0,1.2,1.0,0.38,0.34,1.0,0.38,0.34
20,0,0,0.25,0.25,0,1.26,1.0,0.48,0.44,1.0,0.48,0.44
20,0,0,0.25,0.25,0,1.3199999999999998,1.0,0.36,0.38,1.0,0.36,0.38
20,0,0,0.25,0.25,0,1.38,1.0,0.32,0.34,1.0,0.32,0.34
20,0,0,0.25,0.25,0,1.44,1.0,0.34,0.28,1.0,0.34,0.28
20,0,0,0.25,0.25,0,1.5,1.0,0.36,0.32,1.0,0.36,0.32
20,0,0,0.25,0.25,0,1.56,1.0,0.4,0.44,1.0,0.4,0.44
20,0,0,0.25,0.25,0,1.6199999999999999,1.0,0.36,0.4,1.0,0.36,0.4
20,0,0,0.25,0.25,0,1.68,1.0,0.28,0.28,1.0,0.28,0.28
20,0,0,0.25,0.25,0,1.74,1.0,0.26,0.22,1.0,0.26,0.22
20,0,0,0.25,0.25,0,1.7999999999999998,1.0,0.36,0.3,1.0,0.36,0.3
20,0,0,0.25,0.25,0,1.8599999999999999,1.0,0.28,0.34,1.0,0.28,0.34
20,0,0,0.25,0.25,0,1.92,1.0,0.3,0.28,1.0,0.3,0.28
20,0,0,0.25,0.25,0,1.98,1.0,0.38,0.38,1.0,0.38,0.38
20,0,0,0.25,0.25,0,2.04,1.0,0.3,0.32,1.0,0.3,0.32
20,0,0,0.25,0.25,0,2.1,1.0,0.42,0.42,1.0,0.42,0.42
20,0,0,0.25,0.25,0,2.16,1.0,0.3,0.24,1.0,0.3,0.24
20,0,0,0.25,0.25,0,2.2199999999999998,1.0,0.32,0.36,1.0,0.32,0.36
20,0,0,0.25,0.25,0,2.28,1.0,0.4,0.38,1.0,0.4,0.38
20,0,0,0.25,0.25,0,2.34,1.0,0.4,0.38,1.0,0.4,0.38
20,0,0,0.25,0.25,0,2.4,1.0,0.36,0.32,1.0,0.36,0.32
20,0,0,0.25,0.25,0,2.46,1.0,0.3,0.3,1.0,0.3,0.3
20,0,0,0.25,0.25,0,2.52,1.0,0.26,0.2,1.0,0.26,0.2
20,0,0,0.25,0.25,0,2.58,1.0,0.3,0.3,1.0,0.3,0.3
20,0,0,0.25,0.25,0,2.6399999999999997,1.0,0.32,0.32,1.0,0.32,0.32
20,0,0,0.25,0.25,0,2.6999999999999997,1.0,0.28,0.26,1.0,0.28,0.26
20,0,0,0.25,0.25,0,2.76,1.0,0.4,0.38,1.0,0.4,0.38
20,0,0,0.25,0.25,0,2.82,1.0,0.32,0.3,1.0,0.32,0.3
20,0,0,0.25,0.25,0,2.88,1.0,0.24,0.2,1.0,0.24,0.2
20,0,0,0.25,0.25,0,2.94,1.0,0.28,0.28,1.0,0.28,0.28
20,0,0,0.25,0.25,0,3.0,1.0,0.32,0.26,1.0,0.32,0.26
25,0,0,0.25,0.25,0,0.0,0.36,0.42,0.36,0.36,0.42,0.36
25,0,0,0.25,0.25,0,0.06,0.9,0.28,0.24,0.9,0.28,0.24
25,0,0,0.25,0.25,0,0.12,1.0,0.26,0.32,1.0,0.26,0.32
25,0,0,0.25,0.25,0,0.18,1.0,0.36,0.34,1.0,0.36,0.34
25,0,0,0.25,0.25,0,0.24,1.0,0.4,0.4,1.0,0.4,0.4
25,0,0,0.25,0.25,0,0.3,1.0,0.38,0.34,1.0,0.38,0.34
25,0,0,0.25,0.25,0,0.36,1.0,0.34,0.34,1.0,0.34,0.34
25,0,0,0.25,0.25,0,0.42,1.0,0.34,0.32,1.0,0.34,0.32
25,0,0,0.25,0.25,0,0.48,1.0,0.34,0.3,1.0,0.34,0.3
25,0,0,0.25,0.25,0,0.54,1.0,0.46,0.46,1.0,0.46,0.46
25,0,0,0.25,0.25,0,0.6,1.0,0.36,0.36,1.0,0.36,0.36
25,0,0,0.25,0.25,0,0.6599999999999999,1.0,0.42,0.36,1.0,0.42,0.36
25,0,0,0.25,0.25,0,0.72,1.0,0.32,0.32,1.0,0.32,0.32
25,0,0,0.25,0.25,0,0.78,1.0,0.34,0.38,1.0,0.34,0.38
25,0,0,0.25,0.25,0,0.84,1.0,0.32,0.3,1.0,0.32,0.3
25,0,0,0.25,0.25,0,0.8999999999999999,1.0,0.26,0.3,1.0,0.26,0.3
25,0,0,0.25,0.25,0,0.96,1.0,0.3,0.3,1.0,0.3,0.3
25,0,0,0.25,0.25,0,1.02,1.0,0.32,0.3,1.0,0.32,0.3
25,0,0,0.25,0.25,0,1.08,1.0,0.32,0.34,1.0,0.32,0.34
25,0,0,0.25,0.25,0,1.14,1.0,0.3,0.32,1.0,0.3,0.32
25,0,0,0.25,0.25,0,1.2,1.0,0.42,0.4,1.0,0.42,0.4
25,0,0,0.25,0.25,0,1.26,1.0,0.36,0.28,1.0,0.36,0.28
25,0,0,0.25,0.25,0,1.3199999999999998,1.0,0.4,0.36,1.0,0.4,0.36
25,0,0,0.25,0.25,0,1.38,1.0,0.38,0.32,1.0,0.38,0.32
25,0,0,0.25,0.25,0,1.44,1.0,0.36,0.3,1.0,0.36,0.3
25,0,0,0.25,0.25,0,1.5,1.0,0.26,0.22,1.0,0.26,0.22
25,0,0,0.25,0.25,0,1.56,1.0,0.26,0.18,1.0,0.26,0.18
25,0,0,0.25,0.25,0,1.6199999999999999,1.0,0.38,0.32,1.0,0.38,0.32
25,0,0,0.25,0.25,0,1.68,1.0,0.38,0.36,1.0,0.38,0.36
25,0,0,0.25,0.25,0,1.74,1.0,0.34,0.3,1.0,0.34,0.3
25,0,0,0.25,0.25,0,1.7999999999999998,1.0,0.42,0.44,1.0,0.42,0.44
25,0,0,0.25,0.25,0,1.8599999999999999,1.0,0.28,0.32,1.0,0.28,0.32
25,0,0,0.25,0.25,0,1.92,1.0,0.3,0.32,1.0,0.3,0.32
25,0,0,0.25,0.25,0,1.98,1.0,0.34,0.38,1.0,0.34,0.38
25,0,0,0.25,0.25,0,2.04,1.0,0.46,0.38,1.0,0.46,0.38
25,0,0,0.25,0.25,0,2.1,1.0,0.26,0.28,1.0,0.26,0.28
25,0,0,0.25,0.25,0,2.16,1.0,0.38,0.36,1.0,0.38,0.36
25,0,0,0.25,0.25,0,2.2199999999999998,1.0,0.44,0.4,1.0,0.44,0.4
25,0,0,0.25,0.25,0,2.28,1.0,0.4,0.38,1.0,0.4,0.38
25,0,0,0.25,0.25,0,2.34,1.0,0.38,0.34,1.0,0.38,0.34
25,0,0,0.25,0.25,0,2.4,1.0,0.38,0.36,1.0,0.38,0.36
25,0,0,0.25,0.25,0,2.46,1.0,0.38,0.38,1.0,0.38,0.38
25,0,0,0.25,0.25,0,2.52,1.0,0.34,0.28,1.0,0.34,0.28
25,0,0,0.25,0.25,0,2.58,1.0,0.28,0.2,1.0,0.28,0.2
25,0,0,0.25,0.25,0,2.6399999999999997,1.0,0.36,0.3,1.0,0.36,0.3
25,0,0,0.25,0.25,0,2.6999999999999997,1.0,0.24,0.26,1.0,0.24,0.26
25,0,0,0.25,0.25,0,2.76,1.0,0.36,0.3,1.0,0.36,0.3
25,0,0,0.25,0.25,0,2.82,1.0,0.3,0.3,1.0,0.3,0.3
25,0,0,0.25,0.25,0,2.88,1.0,0.34,0.36,1.0,0.34,0.36
25,0,0,0.25,0.25,0,2.94,1.0,0.24,0.26,1.0,0.24,0.26
25,0,0,0.25,0.25,0,3.0,1.0,0.32,0.32,1.0,0.32,0.32
30,0,0,0.25,0.25,0,0.0,0.42,0.28,0.3,0.42,0.28,0.3
30,0,0,0.25,0.25,0,0.06,0.96,0.22,0.24,0.96,0.22,0.24
30,0,0,0.25,0.25,0,0.12,1.0,0.3,0.36,1.0,0.3,0.36
30,0,0,0.25,0.25,0,0.18,1.0,0.34,0.36,1.0,0.34,0.36
30,0,0,0.25,0.25,0,0.24,1.0,0.3,0.32,1.0,0.3,0.32
30,0,0,0.25,0.25,0,0.3,1.0,0.38,0.42,1.0,0.38,0.42
30,0,0,0.25,0.25,0,0.36,1.0,0.28,0.26,1.0,0.28,0.26
30,0,0,0.25,0.25,0,0.42,1.0,0.38,0.34,1.0,0.38,0.34
30,0,0,0.25,0.25,0,0.48,1.0,0.36,0.38,1.0,0.36,0.38
30,0,0,0.25,0.25,0,0.54,1.0,0.34,0.3,1.0,0.34,0.3
30,0,0,0.25,0.25,0,0.6,1.0,0.32,0.28,1.0,0.32,0.28
30,0,0,0.25,0.25,0,0.6599999999999999,1.0,0.32,0.34,1.0,0.32,0.34
30,0,0,0.25,0.25,0,0.72,1.0,0.46,0.46,1.0,0.46,0.46
30,0,0,0.25,0.25,0,0.78,1.0,0.4,0.38,1.0,0.4,0.38
30,0,0,0.25,0.25,0,0.84,1.0,0.24,0.24,1.0,0.24,0.24
30,0,0,0.25,0.25,0,0.8999999999999999,1.0,0.28,0.28,1.0,0.28,0.28
30,0,0,0.25,0.25,0,0.96,1.0,0.36,0.3,1.0,0.36,0.3
30,0,0,0.25,0.25,0,1.02,1.0,0.4,0.42,1.0,0.4,0.42
30,0,0,0.25,0.25,0,1.08,1.0,0.28,0.32,1.0,0.28,0.32
30,0,0,0.25,0.25,0,1.14,1.0,0.32,0.38,1.0,0.32,0.38
30,0,0,0.25,0.25,0,1.2,1.0,0.48,0.44,1.0,0.48,0.44
30,0,0,0.25,0.25,0,1.26,1.0,0.34,0.32,1.0,0.34,0.32
30,0,0,0.25,0.25,0,1.3199999999999998,1.0,0.44,0.44,1.0,0.44,0.44
30,0,0,0.25,0.25,0,1.38,1.0,0.22,0.22,1.0,0.22,0.22
30,0,0,0.25,0.25,0,1.44,1.0,0.34,0.38,1.0,0.34,0.38
30,0,0,0.25,0.25,0,1.5,1.0,0.26,0.28,1.0,0.26,0.28
30,0,0,0.25,0.25,0,1.56,1.0,0.36,0.3,1.0,0.36,0.3
30,0,0,0.25,0.25,0,1.6199999999999999,1.0,0.38,0.34,1.0,0.38,0.34
30,0,0,0.25,0.25,0,1.68,1.0,0.26,0.32,1.0,0.26,0.32
30,0,0,0.25,0.25,0,1.74,1.0,0.4,0.44,1.0,0.4,0.44
30,0,0,0.25,0.25,0,1.7999999999999998,1.0,0.42,0.42,1.0,0.42,0.42
30,0,0,0.25,0.25,0,1.8599999999999999,1.0,0.3,0.3,1.0,0.3,0.3
30,0,0,0.25,0.25,0,1.92,1.0,0.18,0.16,1.0,0.18,0.16
30,0,0,0.25,0.25,0,1.98,1.0,0.42,0.44,1.0,0.42,0.44
30,0,0,0.25,0.25,0,2.04,1.0,0.36,0.34,1.0,0.36,0.34
30,0,0,0.25,0.25,0,2.1,1.0,0.36,0.36,1.0,0.36,0.36
30,0,0,0.25,0.25,0,2.16,1.0,0.28,0.24,1.0,0.28,0.24
30,0,0,0.25,0.25,0,2.2199999999999998,1.0,0.36,0.32,1.0,0.36,0.32
30,0,0,0.25,0.25,0,2.28,1.0,0.34,0.4,1.0,0.34,0.4
30,0,0,0.25,0.25,0,2.34,1.0,0.36,0.36,1.0,0.36,0.36
30,0,0,0.25,0.25,0,2.4,1.0,0.28,0.28,1.0,0.28,0.28
30,0,0,0.25,0.25,0,2.46,1.0,0.22,0.22,1.0,0.22,0.22
30,0,0,0.25,0.25,0,2.52,1.0,0.22,0.2,1.0,0.22,0.2
30,0,0,0.25,0.25,0,2.58,1.0,0.24,0.24,1.0,0.24,0.24
30,0,0,0.25,0.25,0,2.6399999999999997,1.0,0.28,0.32,1.0,0.28,0.32
30,0,0,0.25,0.25,0,2.6999999999999997,1.0,0.26,0.26,1.0,0.26,0.26
30,0,0,0.25,0.25,0,2.76,1.0,0.32,0.32,1.0,0.32,0.32
30,0,0,0.25,0.25,0,2.82,1.0,0.32,0.36,1.0,0.32,0.36
30,0,0,0.25,0.25,0,2.88,1.0,0.26,0.24,1.0,0.26,0.24
30,0,0,0.25,0.25,0,2.94,1.0,0.3,0.3,1.0,0.3,0.3
30,0,0,0.25,0.25,0,3.0,1.0,0.38,0.42,1.0,0.38,0.42
