m,p,q,delta,omni_precision_2,omni_recall_2,omni_precision_3,omni_recall_3,omni_precision_4,omni_recall_4,omni_precision_5,omni_recall_5,omni_precision_6,omni_recall_6,omni_precision_7,omni_recall_7,omni_precision_8,omni_recall_8,omni_precision_9,omni_recall_9,omni_precision_10,omni_recall_10,mase_precision_2,mase_recall_2,mase_precision_3,mase_recall_3,mase_precision_4,mase_recall_4,mase_precision_5,mase_recall_5,mase_precision_6,mase_recall_6,mase_precision_7,mase_recall_7,mase_precision_8,mase_recall_8,mase_precision_9,mase_recall_9,mase_precision_10,mase_recall_10
245.0,0.5,0.25,0.42,0.9362162162162161,1.0,0.9297052811922376,1.0,0.7346830667727131,0.9999000000000001,0.7700863872325615,1.0,0.6932259314513096,0.9999666666666667,0.7196259748574652,1.0,0.6443559174666814,0.9995000000000002,0.6431806243801838,0.9997333333333335,0.6093405378347386,0.9993000000000001,0.9362162162162161,1.0,0.891946977821732,1.0,0.6874167620035488,0.9999000000000001,0.7516546842311864,1.0,0.7157300012313234,0.9999666666666667,0.7266520081532252,1.0,0.6913183935832754,0.9999666666666667,0.6467192437385573,0.9995333333333334,0.6414510264620543,0.9998
5.0,0.5,0.25,0.5,0.9497297297297297,1.0,0.9046723234261208,0.9999666666666667,0.7525513997859861,0.9988000000000001,0.7846429325555286,0.9971000000000001,0.7175030491532844,0.995266666666667,0.7414570987669219,0.9952333333333336,0.6757600784395253,0.9899666666666669,0.6769585323932859,0.9838333333333337,0.6861667176914328,0.9742333333333337,0.9346276889134032,1.0,0.8316301741679212,0.9990333333333333,0.7615227681158991,0.9993,0.767096932953989,0.9971000000000001,0.7172256619096933,0.9952,0.7298564781418244,0.9941333333333335,0.6806837917991478,0.9904999999999999,0.6897137569067492,0.9842333333333336,0.6747481358211033,0.9758333333333337
245.0,0.5,0.25,0.32,0.9321787093215664,1.0,0.8980640013702164,1.0,0.7426126470636604,0.9997666666666667,0.7283083196573561,0.9997999999999999,0.7040991854545195,0.9999666666666667,0.7029778311477345,0.9999666666666667,0.6521368634014576,0.9994333333333336,0.6275284448948277,0.9992333333333334,0.594172279611655,0.9989000000000003,0.9321787093215664,1.0,0.8848050018321058,1.0,0.7247221802092728,0.9997666666666667,0.7355237244926404,1.0,0.6670803657581347,0.9998,0.7534947518950674,0.9999666666666667,0.6741447795476999,0.9988333333333334,0.6466124660983036,0.9992333333333333,0.595821651074959,0.9991333333333335
10.0,0.5,0.25,0.09,0.9612162162162161,1.0,0.9141433137554619,0.968666666666667,0.7749728197094684,0.9199666666666668,0.8125209559608402,0.8646333333333338,0.7482199824229854,0.7845666666666671,0.78578457664995,0.7479000000000003,0.7533350319323431,0.6576666666666665,0.7230189906641488,0.5971,0.7155599489044103,0.5326999999999997,0.9612162162162161,0.9992,0.9373076019401695,0.9766000000000004,0.8017641602105716,0.9140333333333335,0.7970828363326561,0.8767333333333336,0.7723100186917897,0.7918000000000007,0.7548883104800566,0.7265999999999999,0.6995141676304144,0.6060333333333334,0.7199435577410992,0.5713999999999999,0.6842502255956443,0.4959333333333335
245.0,0.5,0.25,0.22,0.9764864864864865,1.0,0.9471239381391555,1.0,0.7223304488851225,1.0,0.7795588106394247,0.9999000000000001,0.6792162716228073,0.9995666666666666,0.7030298224519655,0.9992666666666667,0.6743948899914187,0.9986333333333335,0.6455846905944269,0.9989333333333335,0.6389831062482374,0.9976333333333334,0.9764864864864865,1.0,0.9146243512918832,1.0,0.7433838335752437,0.9995666666666666,0.7848722555549696,1.0,0.709505791698184,0.9993000000000001,0.7084809485064366,0.9996666666666667,0.690639618677872,0.9990000000000001,0.6392884267243066,0.9978000000000001,0.6351931535484094,0.9972333333333335
10.0,0.5,0.25,0.19,0.9194594594594594,1.0,0.9195673023701569,0.9998,0.7659833152389633,0.9872000000000004,0.8034550874330206,0.987333333333334,0.718226893878954,0.9721000000000005,0.7850894900161162,0.966066666666667,0.7384761925726231,0.9331000000000003,0.7282695672256589,0.9143000000000001,0.6954743573294522,0.8942000000000001,0.9194594594594594,1.0,0.9177857384157884,0.9995999999999999,0.7543911896536757,0.9896666666666666,0.7824665761659452,0.9884666666666672,0.7304168485703317,0.9645333333333336,0.7391616952033061,0.9521333333333338,0.7370808147182265,0.9353000000000001,0.7292819834636497,0.9075333333333334,0.7053389988259103,0.8719333333333331
245.0,0.5,0.25,0.12,0.9394594594594594,1.0,0.9348404502026458,0.9999666666666667,0.7300957521965163,0.9996,0.7571289977415432,0.9993000000000001,0.684837936554402,0.9974000000000001,0.7282806434640854,0.9983000000000004,0.6788839785065952,0.9951333333333336,0.6460088088153825,0.9933000000000003,0.6389295441034506,0.9926666666666669,0.9394594594594594,1.0,0.9027366958042152,0.9999333333333333,0.7277918296594698,0.9994666666666667,0.7850117128379298,0.9992333333333333,0.7149403279735981,0.9981000000000002,0.7277568375313428,0.9976000000000002,0.6591513122577086,0.9954333333333335,0.671429981997851,0.9951666666666666,0.6351858477644643,0.9921333333333335
10.0,0.5,0.25,0.29,0.9339354660783232,1.0,0.9280653276257746,0.9998,0.7239446256572555,0.9959000000000002,0.7621809366884498,0.9954666666666669,0.7020634513316836,0.9889666666666668,0.7615211495133859,0.9861666666666671,0.7116621458729557,0.9791666666666667,0.6765485405500695,0.9654666666666669,0.666906841592616,0.9536000000000004,0.9339354660783232,1.0,0.8882051637606295,0.9997666666666667,0.7671574169178694,0.9995,0.7805660320371794,0.9953666666666667,0.695203887050332,0.9892000000000002,0.7100946613238784,0.9898333333333333,0.6930526310620742,0.9804333333333336,0.6765904766019558,0.9699000000000004,0.688724576124481,0.9580333333333337
245.0,0.5,0.25,0.02,0.9489354660783232,1.0,0.916747386534256,0.984066666666667,0.8357123693765764,0.9283000000000001,0.8197183100748604,0.8908666666666666,0.7638653959522516,0.8321999999999999,0.8003391150137492,0.7568666666666667,0.7657541834882499,0.6883666666666663,0.7548979667877447,0.6414666666666666,0.7134732604337867,0.5719333333333335,0.9489354660783232,1.0,0.9122337057898635,0.9836666666666669,0.7944866657804189,0.9296333333333336,0.8050692460924739,0.8961000000000005,0.7591839684707583,0.8253666666666669,0.7595417719159231,0.7736333333333336,0.7378381421021829,0.6739,0.7113136605263622,0.6195999999999998,0.6721384932056766,0.5704666666666669
10.0,0.5,0.25,0.39,0.9412162162162161,1.0,0.9265411609681083,0.9998,0.7443218830114442,0.9965333333333336,0.7502789770343413,0.9987666666666669,0.7162726949307628,0.9968333333333337,0.7672847745446905,0.9954333333333336,0.6890396348873719,0.9911333333333339,0.6993711088444512,0.980633333333334,0.6820184166168304,0.9799333333333337,0.9404219525648096,1.0,0.9157109396674201,1.0,0.7366903803667785,0.9988666666666667,0.7665111356629127,0.9988999999999999,0.7026993334816086,0.9950666666666669,0.7338631008725371,0.9934000000000002,0.6634847382593887,0.9922333333333335,0.6736708964748823,0.9844333333333336,0.6696787514650177,0.9825666666666665
240.0,0.5,0.25,0.43,0.9394594594594594,1.0,0.9051882582047661,1.0,0.7053626261672296,1.0,0.7557445925445863,0.9999666666666667,0.6907046421230062,0.9997999999999999,0.7008679814940499,0.9997666666666666,0.6594115064405386,0.9996333333333334,0.6288099554276687,0.9996666666666667,0.6145414765487773,0.9993666666666666,0.9394594594594594,1.0,0.8558859976469665,1.0,0.6847652263213199,1.0,0.7552692175077865,1.0,0.6781403869422613,1.0,0.7244294435097247,0.9999666666666667,0.6529151914596818,0.9999000000000001,0.6616740274036654,0.9997000000000001,0.6322374484073888,0.9997666666666669
10.0,0.5,0.25,0.49,0.9379729729729729,1.0,0.9186237941833931,0.9999666666666667,0.7512317591879386,0.9994,0.7504083030760177,0.9994000000000003,0.7061887356738522,0.9974666666666668,0.7327195020360459,0.9962000000000002,0.6795260435805257,0.9935666666666668,0.6765049807211692,0.9915333333333335,0.6465678421065638,0.987633333333333,0.9379729729729729,1.0,0.8855475630927017,1.0,0.7057263727543972,0.9999000000000001,0.7651899009336617,0.9997000000000001,0.7099138505958503,0.9979,0.7612841899935094,0.9967333333333334,0.6831327542048748,0.9955333333333336,0.6651386840757867,0.9930333333333333,0.6821279574317619,0.9846999999999998
240.0,0.5,0.25,0.33,0.9479729729729729,1.0,0.9100698352445614,1.0,0.7353027638154316,0.9998,0.7584188488567557,0.9999000000000001,0.6971682838216051,0.9995999999999999,0.7188609622402382,0.9998666666666667,0.6582275824775071,0.9993666666666668,0.6722826391813193,0.9994000000000001,0.6120703550514985,0.9988333333333337,0.9479729729729729,1.0,0.8730720514607891,1.0,0.7396612611703905,0.9999000000000001,0.7569781875048708,1.0,0.6655907918585211,1.0,0.7022226301070974,1.0,0.6708493440660139,0.9996666666666667,0.6453091353929559,0.9993333333333336,0.6138796076929439,0.9992333333333334
15.0,0.5,0.25,0.08,0.9277027027027026,1.0,0.9357538459128737,0.9834,0.8192447655534094,0.9414333333333336,0.8267699585156099,0.8893666666666671,0.7843829440208573,0.8311000000000002,0.7969924170432678,0.7658000000000003,0.77952234661318,0.7118666666666669,0.7409819453728206,0.6485666666666667,0.7322450316952545,0.5822000000000003,0.9277027027027026,1.0,0.9218190163394706,0.9845666666666669,0.818439914459813,0.9452333333333336,0.8153793791463667,0.9033333333333338,0.7721658858425938,0.8315333333333337,0.8149340898611023,0.7909999999999999,0.7584424364563386,0.7109000000000002,0.7624782701918449,0.6258666666666666,0.7021248623341085,0.5747333333333332
240.0,0.5,0.25,0.23,0.9629729729729729,1.0,0.9463249774436443,1.0,0.7688054903771366,0.9998,0.7507690283627864,1.0,0.716403016182779,0.9997000000000001,0.7291048769514564,0.9999000000000001,0.6671431696372031,0.9987666666666668,0.6500277625352961,0.9982000000000001,0.6408361961864816,0.997366666666667,0.9629729729729729,1.0,0.9259230136338465,1.0,0.712606926825146,0.9999666666666667,0.8020628481225219,0.9995999999999999,0.6834095497922469,0.9999000000000001,0.7256666564591231,0.9997666666666667,0.6884912565410669,0.9993666666666666,0.6488382573851584,0.9985333333333334,0.6372328221797849,0.9978333333333335
15.0,0.5,0.25,0.18,0.9194594594594594,1.0,0.8896659054473699,0.9992,0.78368291646928,0.9937,0.7797651318329606,0.9875666666666667,0.7063761998260943,0.9771666666666665,0.7553888813264571,0.9755666666666667,0.7462590095358356,0.9540333333333331,0.7420579334590265,0.9330333333333334,0.7055319549859763,0.9071333333333332,0.9194594594594594,1.0,0.901446411998035,0.9996333333333334,0.7385413334462353,0.9927666666666668,0.779414220062801,0.9908333333333332,0.6922431298784006,0.9799000000000002,0.7738958278157659,0.9695666666666668,0.7002690597154357,0.9591000000000001,0.7145571447143427,0.9381000000000005,0.6919642888966093,0.9141000000000001
240.0,0.5,0.25,0.13,0.9397297297297297,1.0,0.9461081903356936,1.0,0.7411069666698267,0.9998666666666667,0.7918208482264788,0.9997333333333335,0.7133780382703223,0.9983333333333334,0.7174848151943405,0.9976666666666668,0.6678342787463378,0.9951000000000002,0.6847499213486259,0.9965333333333336,0.6443391932370173,0.9929333333333338,0.9397297297297297,1.0,0.917072474273685,0.9999666666666667,0.7509628868054311,0.9996333333333334,0.7990486664209644,0.9996,0.6961131689508093,0.9991333333333334,0.7173809301228796,0.9976999999999999,0.6735101671485885,0.9956,0.6639547735557563,0.9954666666666669,0.6399575028941907,0.9932000000000002
15.0,0.5,0.25,0.28,0.9344594594594594,1.0,0.9277999968042694,0.9999000000000001,0.7579566728001064,0.9977666666666668,0.7925023455284574,0.9978666666666669,0.6781103304946384,0.994366666666667,0.7330335049506101,0.9919666666666669,0.7239527581406371,0.9856333333333339,0.6917574866099985,0.9754333333333339,0.6725235367811557,0.9682000000000001,0.9344594594594594,1.0,0.8770932152535867,0.9995999999999999,0.7352094174166843,0.9979999999999998,0.7781546349252949,0.9967666666666668,0.7045870822738151,0.9929666666666668,0.7243544433672274,0.9905666666666667,0.6781202590632571,0.9881000000000003,0.6928546539573781,0.9788333333333336,0.6793445806611988,0.9679666666666665
240.0,0.5,0.25,0.03,0.9319084390512962,1.0,0.93312087140652,0.9978000000000001,0.7974518985301892,0.9767666666666669,0.8024855436742715,0.9741000000000003,0.7577169333264757,0.9405333333333334,0.7723026088581417,0.9225000000000005,0.7674914645464415,0.8826000000000004,0.7470967417092819,0.8290666666666665,0.7089976918623562,0.7833999999999997,0.9319084390512962,1.0,0.9078776559070103,0.9952,0.7900289973082464,0.9805666666666668,0.7944900844050039,0.9703000000000003,0.7409403135081253,0.9301666666666667,0.7893556470532579,0.9176333333333335,0.7263380046734365,0.8786333333333335,0.7581000668823156,0.8529666666666668,0.7286987348395791,0.8104000000000003
15.0,0.5,0.25,0.38,0.9529729729729729,1.0,0.9107438224925517,1.0,0.7273733695188149,0.9983333333333334,0.7968529256803538,0.9990666666666668,0.7014005116170139,0.9960666666666669,0.7328246113158958,0.9951333333333333,0.677932959782625,0.9920666666666668,0.6854754687614415,0.9898000000000003,0.6438980749673207,0.9841666666666669,0.9529729729729729,1.0,0.9090730141111321,1.0,0.7450036034989012,0.9988333333333334,0.7714450368374424,0.9984000000000002,0.7074067190729844,0.9960666666666669,0.7121025517629153,0.9980666666666669,0.6813084151011175,0.9931333333333334,0.6781735242339691,0.9877333333333334,0.6439101086518499,0.9904000000000004
235.0,0.5,0.25,0.44,0.9412162162162161,1.0,0.9009217018321282,1.0,0.7085263225150493,1.0,0.7724326256690165,1.0,0.7124775588526279,0.9997999999999999,0.7326297408790746,0.9999666666666667,0.679504904246654,0.9997333333333336,0.6473529724098823,0.9995000000000002,0.6195048037449858,0.9996333333333335,0.9412162162162161,1.0,0.8707041245310753,1.0,0.7069616384449284,0.9998,0.7485458635382716,0.9999666666666667,0.7051896919976186,0.9999666666666667,0.6942630394983341,0.9999333333333333,0.681688139050785,0.9999000000000001,0.6290955570190744,0.9995333333333335,0.6230899484243462,0.9996333333333334
15.0,0.5,0.25,0.48,0.9359459459459458,1.0,0.9170327285129994,1.0,0.7388143622181904,0.9986,0.7967626616082036,0.9994666666666667,0.7163188969403254,0.9972,0.7497420689338787,0.9983000000000001,0.6750970508846404,0.9960666666666669,0.6876131346322386,0.9921666666666665,0.6236973487271726,0.9924666666666667,0.9359459459459458,1.0,0.8604938119268981,0.9998999999999999,0.7103975049347698,0.9988999999999999,0.7430050434691579,1.0,0.695717711702914,0.9984333333333333,0.7037902812451761,0.9981333333333334,0.6785152359258766,0.9965,0.6709738110816207,0.9930333333333333,0.6238933805356178,0.9914333333333333
235.0,0.5,0.25,0.34,0.8924324324324323,1.0,0.8790589069898149,1.0,0.69471840129993,1.0,0.7596296628332976,1.0,0.680156735607335,1.0,0.7124653245805687,0.9996666666666666,0.6589974963077354,0.9995333333333334,0.6495176766897248,0.9989333333333333,0.602877826788325,0.9989333333333336,0.8924324324324323,1.0,0.8506394270012507,1.0,0.6861971890477351,1.0,0.755241192313582,0.9999333333333333,0.6895366944182945,0.9998,0.6901643532783023,1.0,0.646261639339628,0.9996333333333334,0.6118444085818345,0.9993000000000001,0.6077562302987102,0.9994333333333336
20.0,0.5,0.25,0.07,0.9362162162162161,1.0,0.9197337927097999,0.986666666666667,0.7963638993110476,0.9250000000000003,0.8343973208473261,0.8752,0.7735957497301585,0.8212999999999998,0.7727458254396252,0.7378,0.7381173397451829,0.6969,0.7427956076434231,0.6465666666666668,0.7007375278136913,0.5623333333333335,0.9362162162162161,1.0,0.87049827183691,0.9829999999999999,0.8377390050741995,0.9194666666666669,0.8041450853334959,0.8904999999999998,0.7493742573448735,0.8087333333333333,0.7671061180531272,0.7519333333333335,0.7365340016570517,0.6960999999999999,0.7396182580412473,0.6260666666666664,0.7084353665878186,0.5331333333333333
235.0,0.5,0.25,0.24,0.9412162162162161,1.0,0.9077194716747999,1.0,0.7310230909657798,1.0,0.790658632471338,1.0,0.7222138037172092,0.9997,0.7248055801847856,0.9995666666666666,0.663521049808806,0.9990000000000001,0.6571892380686037,0.9984666666666666,0.6129296374789541,0.9982000000000001,0.9412162162162161,1.0,0.9118860160168926,1.0,0.7259600423406571,0.9999000000000001,0.7348917249588335,0.9997333333333335,0.6783692523756085,1.0,0.7216872821414343,0.9998333333333335,0.6606601925249171,0.9991333333333333,0.6481144432224252,0.9986666666666667,0.6311662816008932,0.9983666666666668
20.0,0.5,0.25,0.17,0.9562162162162161,1.0,0.9210925616223503,0.9994666666666667,0.7327936380233174,0.9918000000000002,0.7916966362768061,0.9915666666666668,0.7157776379345598,0.9807333333333336,0.7603965324816825,0.9722666666666671,0.7384574949108703,0.9626000000000003,0.7191572072593492,0.9567666666666668,0.6834752737039136,0.9263666666666669,0.9562162162162161,1.0,0.9710808388239758,0.9994666666666667,0.7461671696370916,0.9936666666666669,0.7887849276870498,0.9913333333333335,0.716501703337167,0.9810333333333335,0.7480186105262168,0.978,0.7185813129473811,0.9582333333333338,0.7126997231504482,0.9505000000000006,0.7012168009812086,0.9335999999999995
235.0,0.5,0.25,0.14,0.9497297297297297,1.0,0.93283082817546,0.9999666666666667,0.7357336325563949,0.9991666666666668,0.7925954193004278,0.9997666666666669,0.7056793913408012,0.9988000000000002,0.7030861788216035,0.9975666666666669,0.7062143280671352,0.9965666666666667,0.6713993103780758,0.9949000000000006,0.6594284360481996,0.9921,0.9497297297297297,1.0,0.9256129869416858,1.0,0.7648948129682135,0.9988666666666667,0.8031487206737589,0.9992666666666666,0.6860802280325987,0.9992000000000002,0.73549452141607,0.9986,0.668921646292799,0.9975666666666666,0.6752674540606591,0.9962333333333335,0.6448636714294019,0.9939000000000001
20.0,0.5,0.25,0.27,0.9159459459459458,1.0,0.946987406260742,0.9999333333333333,0.7648177441158458,0.9963666666666668,0.7685667609453318,0.9990666666666667,0.7007490114709715,0.9937666666666669,0.7529859475871759,0.9961333333333338,0.7067708184981959,0.9860333333333337,0.7040879206776056,0.9783666666666665,0.6555662838848076,0.9754666666666667,0.9159459459459458,1.0,0.8885263120904456,0.9998000000000001,0.7218221995393352,0.9974333333333334,0.7586863079941153,0.9978666666666669,0.6800625365401538,0.9953333333333336,0.7172950234491354,0.9928333333333336,0.6852600417544947,0.9897000000000001,0.6626759881807986,0.9858666666666669,0.6632657231537016,0.9799666666666669
235.0,0.5,0.25,0.04,0.9512162162162161,1.0,0.9234891156431102,0.9990000000000001,0.7757107705341268,0.9903,0.7454795302270187,0.9833666666666666,0.7327531261912599,0.9660666666666667,0.7642326498146745,0.9596666666666672,0.7462098059631811,0.9316000000000005,0.7111281403390964,0.9088333333333337,0.6977595518256041,0.8876666666666669,0.9512162162162161,1.0,0.927805997499938,0.9994666666666666,0.7597177840273326,0.9853666666666667,0.8020176706965256,0.9868333333333333,0.7349888808809362,0.9688666666666669,0.760685589087563,0.966966666666667,0.7490753143281581,0.9364666666666664,0.7266906627766175,0.9190000000000002,0.6939240782547149,0.8875333333333334
20.0,0.5,0.25,0.37,0.9597297297297297,1.0,0.9238217641784869,1.0,0.7290435688064982,0.9998,0.7784771922305839,0.9986000000000002,0.7128869196222939,0.9979,0.7364684222579644,0.9989333333333335,0.6503272404283652,0.9928999999999999,0.6566851062695375,0.9924000000000001,0.6506054962862116,0.9902000000000002,0.9597297297297297,1.0,0.9309381943504978,0.9999333333333333,0.7217670041490688,0.9989666666666668,0.7435711575408313,0.9999333333333333,0.7114087068275238,0.9982000000000002,0.7224314323651161,0.9981666666666668,0.6873464185477763,0.9960666666666669,0.6772012961550696,0.9927666666666668,0.6457192766269398,0.9915333333333335
230.0,0.5,0.25,0.45,0.9714864864864865,1.0,0.9521787373582602,1.0,0.7175915374038153,1.0,0.7736594429375547,0.9999000000000001,0.6890922933896914,0.9999000000000001,0.7297041939794005,0.9999333333333333,0.6829503627276989,0.9997333333333335,0.6340999230186565,0.9997000000000001,0.6309702144521359,0.9997666666666667,0.9714864864864865,1.0,0.9394064855588442,1.0,0.7436662137939467,1.0,0.7531323782249042,1.0,0.6848600873518044,0.9997666666666666,0.6960926374898464,1.0,0.6657824204226133,0.9998333333333334,0.6629042246333053,0.9998333333333334,0.6176044674154393,0.9998666666666668
20.0,0.5,0.25,0.47000000000000003,0.9447297297297297,1.0,0.9254861893670276,1.0,0.7208053292405394,0.9991666666666665,0.7541048511586825,0.9997333333333333,0.6982526818885684,0.9988333333333334,0.7217845713041945,0.9985,0.6743359264645814,0.9973333333333333,0.6513116956316112,0.9948999999999999,0.6292067521083056,0.9938666666666671,0.9447297297297297,1.0,0.901071398926484,1.0,0.7451247405191639,0.9999333333333333,0.7863501180093703,0.9993333333333334,0.6975541105993979,0.9994333333333333,0.7373765734151935,0.9992333333333334,0.7016582553323655,0.9980666666666664,0.6654143589695569,0.9954000000000001,0.632645393114585,0.9959333333333333
230.0,0.5,0.25,0.35000000000000003,0.9562162162162161,1.0,0.9147865612403708,1.0,0.7322546675359315,0.9998999999999999,0.7691250650616225,1.0,0.6905220341616743,0.9999333333333333,0.7389339391230303,0.9997666666666667,0.6676970601118916,0.9996666666666667,0.6387716506543403,0.9997,0.6197827615932312,0.9992000000000002,0.9562162162162161,1.0,0.8860173307691168,1.0,0.7008630974211814,1.0,0.7608527448174678,0.9999666666666667,0.7145566867513474,0.9998999999999999,0.714570062813533,0.9998666666666667,0.6501281692499482,0.9995,0.6342923892105307,0.9996333333333335,0.6408824144965389,0.9994000000000003
