m,p,delta,omni_precision_2,omni_recall_2,mase_precision_2,mase_recall_2
100.0,0.5,0.39,1.0,1.0,0.8800863119899796,0.9574
100.0,0.5,0.4,1.0,1.0,0.9913636363636364,1.0
100.0,0.5,0.41,1.0,1.0,1.0,1.0
100.0,0.5,0.42,1.0,1.0,0.9866445182724252,1.0
100.0,0.5,0.43,1.0,1.0,1.0,1.0
100.0,0.5,0.44,1.0,1.0,1.0,1.0
100.0,0.5,0.45,1.0,1.0,1.0,1.0
100.0,0.5,0.46,1.0,1.0,1.0,1.0
100.0,0.5,0.47,1.0,1.0,1.0,1.0
100.0,0.5,0.48,1.0,1.0,1.0,1.0
100.0,0.5,0.49,1.0,1.0,1.0,1.0
100.0,0.5,0.5,1.0,1.0,1.0,1.0
105.0,0.5,0.0,0.2346931262720018,0.2998000000000001,0.23005831492602666,0.3131333333333334
105.0,0.5,0.01,0.2486133027650287,0.3610000000000001,0.2618672992580946,0.4451333333333334
105.0,0.5,0.02,0.2620814982997943,0.4299333333333333,0.2516921622710837,0.4155333333333335
105.0,0.5,0.03,0.2773176637885115,0.4510666666666666,0.2776736295966282,0.4518000000000001
105.0,0.5,0.04,0.3064906465287603,0.4994666666666666,0.27229056259928563,0.4503999999999999
105.0,0.5,0.05,0.3217476743331765,0.496,0.2665259506675532,0.5060666666666667
105.0,0.5,0.06,0.32622100617265715,0.5094666666666666,0.27739575412618594,0.5240666666666666
105.0,0.5,0.07,0.3921565378262099,0.5299999999999999,0.2932590878680651,0.5102
105.0,0.5,0.08,0.4164208665818971,0.5493333333333333,0.3241541277999919,0.5212
105.0,0.5,0.09,0.4605706141229728,0.5792666666666666,0.33948564766538153,0.5235333333333333
105.0,0.5,0.1,0.4338348361512171,0.5840666666666666,0.3440812323176954,0.5772666666666665
105.0,0.5,0.11,0.4473319934169303,0.5977999999999999,0.39117433375213095,0.5529999999999998
105.0,0.5,0.12,0.3862558856290588,0.5982666666666664,0.4235464683984062,0.5905999999999999
105.0,0.5,0.13,0.40667393287820813,0.5371333333333335,0.41469091057411184,0.606733333333333
105.0,0.5,0.14,0.4117227415087255,0.5787999999999999,0.464589984530679,0.6179333333333333
105.0,0.5,0.15,0.4705808271912508,0.6181999999999999,0.3917240236311503,0.5935333333333331
105.0,0.5,0.16,0.4501669746925929,0.6076666666666666,0.4620458705056079,0.6519333333333333
105.0,0.5,0.17,0.4095239556209093,0.5421333333333334,0.4105477479391207,0.6074666666666666
105.0,0.5,0.18,0.4438559072401748,0.5963999999999998,0.4440776564028392,0.6378
105.0,0.5,0.19,0.4482274862668849,0.6039333333333331,0.3969091785816501,0.6098666666666667
105.0,0.5,0.2,0.6831042407792455,0.7385999999999998,0.4265265075490508,0.6171333333333333
105.0,0.5,0.21,0.8727734614877547,0.9122,0.5685058401932782,0.6859333333333332
105.0,0.5,0.22,0.9851231527093596,0.9904,0.5155763831117204,0.6797333333333335
105.0,0.5,0.23,1.0,1.0,0.4838440129372592,0.6429333333333334
105.0,0.5,0.24,1.0,1.0,0.5327584566862597,0.6988000000000001
105.0,0.5,0.25,1.0,1.0,0.4417442733037613,0.6771999999999998
105.0,0.5,0.26,1.0,1.0,0.4257364206054241,0.6531333333333333
105.0,0.5,0.27,1.0,1.0,0.5549465568539531,0.7235333333333336
105.0,0.5,0.28,1.0,1.0,0.5778221801184658,0.7669333333333331
105.0,0.5,0.29,1.0,1.0,0.5768080694549991,0.7706000000000003
105.0,0.5,0.3,1.0,1.0,0.5218426379625446,0.7304666666666667
105.0,0.5,0.31,1.0,1.0,0.5847064997290595,0.7771333333333332
105.0,0.5,0.32,1.0,1.0,0.7391293895923571,0.8636666666666669
105.0,0.5,0.33,1.0,1.0,0.7095112283799768,0.8393333333333335
105.0,0.5,0.34,1.0,1.0,0.791101181012047,0.8613333333333333
105.0,0.5,0.35000000000000003,1.0,1.0,0.8194369140850141,0.9158000000000002
105.0,0.5,0.36,1.0,1.0,0.8315828294474749,0.9272
105.0,0.5,0.37,1.0,1.0,0.9315648615752063,0.9619333333333334
105.0,0.5,0.38,1.0,1.0,0.909877450921333,0.9710666666666667
105.0,0.5,0.39,1.0,1.0,0.9309009544991552,0.9608
105.0,0.5,0.4,1.0,1.0,0.9882882882882884,0.9984
105.0,0.5,0.41,1.0,1.0,0.9876923076923078,1.0
105.0,0.5,0.42,1.0,1.0,1.0,1.0
105.0,0.5,0.43,1.0,1.0,1.0,1.0
105.0,0.5,0.44,1.0,1.0,1.0,1.0
105.0,0.5,0.45,1.0,1.0,1.0,1.0
105.0,0.5,0.46,1.0,1.0,1.0,1.0
105.0,0.5,0.47,1.0,1.0,1.0,1.0
105.0,0.5,0.48,1.0,1.0,1.0,1.0
105.0,0.5,0.49,1.0,1.0,1.0,1.0
105.0,0.5,0.5,1.0,1.0,1.0,1.0
110.0,0.5,0.0,0.2344522786234755,0.31306666666666666,0.25188126253001397,0.3220000000000001
110.0,0.5,0.01,0.26142350698814965,0.3988,0.2727634916374509,0.3941333333333334
110.0,0.5,0.02,0.2629741736355352,0.4046666666666666,0.2557376154772199,0.43233333333333335
110.0,0.5,0.03,0.2674688871202972,0.4561999999999999,0.2591616321012761,0.4610666666666666
110.0,0.5,0.04,0.2854909558399818,0.4570666666666666,0.2708684738547201,0.4708666666666666
110.0,0.5,0.05,0.3497944745733659,0.5440666666666666,0.2778168691203877,0.4790666666666668
110.0,0.5,0.06,0.31701492988960145,0.5349999999999998,0.2879539340396818,0.4992
110.0,0.5,0.07,0.3598466211902385,0.5551999999999999,0.31966752561501105,0.4892666666666669
110.0,0.5,0.08,0.3501797821960437,0.5278666666666667,0.3541450825119635,0.5018000000000001
110.0,0.5,0.09,0.4113281901041858,0.5673333333333334,0.3245974726211557,0.5287999999999998
110.0,0.5,0.1,0.4568375376977544,0.5947333333333332,0.3418512430661786,0.5025333333333333
110.0,0.5,0.11,0.3754062723653285,0.5182666666666665,0.3755376024128204,0.5927333333333332
110.0,0.5,0.12,0.4800463780896187,0.6498666666666666,0.40421189622687215,0.5504
110.0,0.5,0.13,0.4437231693992581,0.5962666666666668,0.42361897387565056,0.6132666666666666
110.0,0.5,0.14,0.5633354539997917,0.6368,0.3505074618510342,0.5883999999999998
110.0,0.5,0.15,0.4388448594444263,0.5929333333333333,0.3883486919139979,0.5592666666666667
110.0,0.5,0.16,0.3926437172174728,0.5410666666666666,0.4478584502081773,0.6495333333333332
110.0,0.5,0.17,0.4614581091654492,0.5846666666666666,0.3900016518279441,0.5933333333333333
110.0,0.5,0.18,0.4923313221486986,0.6457333333333334,0.4616935771591914,0.6069999999999998
110.0,0.5,0.19,0.4425076948657995,0.6021333333333333,0.4303045574406645,0.6119999999999999
110.0,0.5,0.2,0.6473546883139386,0.7420666666666667,0.4745279615479674,0.6259999999999999
110.0,0.5,0.21,0.8703922155770321,0.8764666666666667,0.4649312919095396,0.6904666666666667
110.0,0.5,0.22,0.9851333333333332,0.9902666666666669,0.5212190516921241,0.6969999999999998
110.0,0.5,0.23,1.0,1.0,0.4554546986585361,0.6609333333333332
110.0,0.5,0.24,1.0,1.0,0.5013966775642116,0.6801333333333333
110.0,0.5,0.25,1.0,1.0,0.4840393768243206,0.7033333333333335
110.0,0.5,0.26,1.0,1.0,0.586981879509679,0.78
110.0,0.5,0.27,1.0,1.0,0.5538497405715327,0.7607333333333334
110.0,0.5,0.28,1.0,1.0,0.5340055264388979,0.7288
110.0,0.5,0.29,1.0,1.0,0.558588273227083,0.755
110.0,0.5,0.3,1.0,1.0,0.5778067053026504,0.7742000000000001
110.0,0.5,0.31,1.0,1.0,0.5879510684906774,0.8002000000000002
110.0,0.5,0.32,1.0,1.0,0.6253114874333772,0.8204666666666667
110.0,0.5,0.33,1.0,1.0,0.7599836738386498,0.8868666666666667
110.0,0.5,0.34,1.0,1.0,0.7248063165498241,0.8693333333333335
110.0,0.5,0.35000000000000003,1.0,1.0,0.8529142122085213,0.9455333333333332
110.0,0.5,0.36,1.0,1.0,0.9064514442326232,0.9645333333333334
110.0,0.5,0.37,1.0,1.0,0.8580640970141595,0.9613333333333332
110.0,0.5,0.38,1.0,1.0,0.9246911479393338,0.9799333333333334
110.0,0.5,0.39,1.0,1.0,0.8958203685971564,0.9558666666666668
110.0,0.5,0.4,1.0,1.0,0.984830917874396,0.99
110.0,0.5,0.41,1.0,1.0,0.9906951871657752,1.0
110.0,0.5,0.42,1.0,1.0,0.9874493927125506,0.9984
110.0,0.5,0.43,1.0,1.0,1.0,1.0
110.0,0.5,0.44,1.0,1.0,1.0,1.0
110.0,0.5,0.45,1.0,1.0,1.0,1.0
110.0,0.5,0.46,1.0,1.0,1.0,1.0
110.0,0.5,0.47,1.0,1.0,1.0,1.0
110.0,0.5,0.48,1.0,1.0,1.0,1.0
110.0,0.5,0.49,1.0,1.0,1.0,1.0
110.0,0.5,0.5,1.0,1.0,1.0,1.0
115.0,0.5,0.0,0.28546167535931144,0.3244,0.2407722467090233,0.3247333333333334
115.0,0.5,0.01,0.25834672671498776,0.42706666666666665,0.25944200992385896,0.3871333333333334
115.0,0.5,0.02,0.2715243029369889,0.4033333333333335,0.2728701454673079,0.4370000000000001
115.0,0.5,0.03,0.2806326778702442,0.4483333333333332,0.2685454338507578,0.4711333333333332
115.0,0.5,0.04,0.32175540689651394,0.4675333333333333,0.2740093166628217,0.4480666666666667
115.0,0.5,0.05,0.3079659699622457,0.4913333333333332,0.2708889590623837,0.4814666666666667
115.0,0.5,0.06,0.3513438372607831,0.5204,0.29072838118850397,0.4972000000000001
115.0,0.5,0.07,0.4236827905110879,0.5360666666666666,0.28297781564335844,0.5365999999999999
115.0,0.5,0.08,0.3620725786850184,0.5248666666666667,0.3484456913690947,0.5491333333333335
115.0,0.5,0.09,0.4358296683321047,0.5485333333333332,0.4036507101086568,0.5585333333333333
115.0,0.5,0.1,0.4475223728602109,0.5816,0.321661499342161,0.5520666666666667
115.0,0.5,0.11,0.4642150512095751,0.6032666666666665,0.4251913988180256,0.6015333333333335
115.0,0.5,0.12,0.4762605271415693,0.6350666666666666,0.41584598913218135,0.5731333333333332
115.0,0.5,0.13,0.4376966138069038,0.6011333333333332,0.4429613151181199,0.6045333333333333
115.0,0.5,0.14,0.44888741406204863,0.606,0.39885848843723903,0.5711333333333333
115.0,0.5,0.15,0.4537423278156271,0.6037999999999998,0.3966428772920729,0.5423333333333332
115.0,0.5,0.16,0.3918049871143174,0.579,0.4372611516013629,0.6236
115.0,0.5,0.17,0.5016770050032059,0.6438666666666666,0.41243928879972974,0.6422
115.0,0.5,0.18,0.4624482175817364,0.6095999999999999,0.3590282301225545,0.5530666666666667
115.0,0.5,0.19,0.5913069909720442,0.6898000000000001,0.3840831348324039,0.5977999999999999
115.0,0.5,0.2,0.7327196651908231,0.7739333333333334,0.42570123788505343,0.632
115.0,0.5,0.21,0.9470165738861388,0.9451333333333336,0.4561259370291979,0.6242000000000001
115.0,0.5,0.22,0.9863492063492064,0.988,0.4975268914432706,0.6833999999999999
115.0,0.5,0.23,1.0,1.0,0.5192924393881164,0.7123999999999999
115.0,0.5,0.24,1.0,1.0,0.4321712231518911,0.6732666666666667
115.0,0.5,0.25,1.0,1.0,0.5180342668377591,0.7136666666666666
115.0,0.5,0.26,1.0,1.0,0.5130582823720394,0.6955333333333331
115.0,0.5,0.27,1.0,1.0,0.6261717344071631,0.7702
115.0,0.5,0.28,1.0,1.0,0.5687093432645003,0.7587333333333334
115.0,0.5,0.29,1.0,1.0,0.6458565249921269,0.8219333333333334
115.0,0.5,0.3,1.0,1.0,0.5832139737924154,0.7760666666666667
115.0,0.5,0.31,1.0,1.0,0.6008692278169963,0.7811333333333337
115.0,0.5,0.32,1.0,1.0,0.7115384893097821,0.8307333333333333
115.0,0.5,0.33,1.0,1.0,0.6498320789676788,0.7935333333333334
115.0,0.5,0.34,1.0,1.0,0.8337835119432911,0.9324
115.0,0.5,0.35000000000000003,1.0,1.0,0.783574463134447,0.9000000000000001
115.0,0.5,0.36,1.0,1.0,0.7514301348813294,0.8847333333333333
115.0,0.5,0.37,1.0,1.0,0.864995701940255,0.9488666666666664
115.0,0.5,0.38,1.0,1.0,0.9466228521284265,0.981
115.0,0.5,0.39,1.0,1.0,1.0,1.0
115.0,0.5,0.4,1.0,1.0,0.9848484848484848,0.9890666666666666
115.0,0.5,0.41,1.0,1.0,1.0,1.0
115.0,0.5,0.42,1.0,1.0,0.9859230769230768,0.9954
115.0,0.5,0.43,1.0,1.0,1.0,1.0
115.0,0.5,0.44,1.0,1.0,1.0,1.0
115.0,0.5,0.45,1.0,1.0,1.0,1.0
115.0,0.5,0.46,1.0,1.0,1.0,1.0
115.0,0.5,0.47,1.0,1.0,1.0,1.0
115.0,0.5,0.48,1.0,1.0,1.0,1.0
115.0,0.5,0.49,1.0,1.0,1.0,1.0
115.0,0.5,0.5,1.0,1.0,1.0,1.0
120.0,0.5,0.0,0.242929730553347,0.33086666666666675,0.22879928565461224,0.2863333333333334
120.0,0.5,0.01,0.27670346566305715,0.4288666666666666,0.2535222183584774,0.39060000000000017
120.0,0.5,0.02,0.2995092478357992,0.4179333333333332,0.26154241090702235,0.4583333333333333
120.0,0.5,0.03,0.2900325061718321,0.4616666666666666,0.2650536053609217,0.4846666666666668
120.0,0.5,0.04,0.3495054682387723,0.4899333333333334,0.2846450808224271,0.496
120.0,0.5,0.05,0.31428106066733746,0.4825333333333333,0.2907347118543477,0.5290000000000001
120.0,0.5,0.06,0.367685089389208,0.5218666666666667,0.2754776839023091,0.4993999999999998
120.0,0.5,0.07,0.4190944526725803,0.5456666666666665,0.3223104163367434,0.5024000000000001
120.0,0.5,0.08,0.3945569824319815,0.5459999999999998,0.3169617993512659,0.5179333333333332
120.0,0.5,0.09,0.4752078357583727,0.5568666666666666,0.34025072480620505,0.5609333333333332
120.0,0.5,0.1,0.4610906256871347,0.5421999999999999,0.35245957589818466,0.5458666666666666
120.0,0.5,0.11,0.4368777101228628,0.6025999999999998,0.3340285882416276,0.5355333333333333
120.0,0.5,0.12,0.42724816151454986,0.5960666666666665,0.3568123231572,0.5642666666666664
120.0,0.5,0.13,0.4679614258567025,0.5957333333333333,0.4078684218607406,0.5802666666666667
120.0,0.5,0.14,0.44168360474786617,0.5577333333333333,0.4214811168554988,0.5826
120.0,0.5,0.15,0.4146600541949628,0.5722666666666667,0.4352080236341753,0.6386
120.0,0.5,0.16,0.4504207519086508,0.5996666666666666,0.45745159526355,0.6492
120.0,0.5,0.17,0.4486369813027172,0.6082,0.38559714235610976,0.5910666666666667
120.0,0.5,0.18,0.5091766752809396,0.6468666666666664,0.452963303064233,0.6275999999999998
120.0,0.5,0.19,0.5156620210156211,0.6445333333333333,0.5489783094323087,0.6901333333333333
120.0,0.5,0.2,0.6868736233440145,0.7791333333333335,0.41359385344390504,0.6333333333333333
120.0,0.5,0.21,0.8911195376840148,0.9062,0.4655825115880843,0.6715333333333332
120.0,0.5,0.22,0.9853472222222224,0.9902666666666669,0.5091315376280255,0.6649333333333332
120.0,0.5,0.23,1.0,1.0,0.4664935672636257,0.6564666666666668
120.0,0.5,0.24,1.0,1.0,0.4561711846264151,0.6205999999999999
120.0,0.5,0.25,1.0,1.0,0.4973988447816888,0.6864666666666668
120.0,0.5,0.26,1.0,1.0,0.4861346469201972,0.7082666666666665
120.0,0.5,0.27,1.0,1.0,0.5010999395522249,0.6975999999999999
120.0,0.5,0.28,1.0,1.0,0.5504374530010299,0.7583333333333333
120.0,0.5,0.29,1.0,1.0,0.579274281728758,0.7504666666666668
120.0,0.5,0.3,1.0,1.0,0.6182742002546362,0.8038000000000003
120.0,0.5,0.31,1.0,1.0,0.6867374697777184,0.8168666666666669
120.0,0.5,0.32,1.0,1.0,0.7102591254560374,0.8390000000000001
120.0,0.5,0.33,1.0,1.0,0.8130489466223494,0.9484
120.0,0.5,0.34,1.0,1.0,0.7673080343043231,0.8850666666666668
120.0,0.5,0.35000000000000003,1.0,1.0,0.7989143110212933,0.9366
120.0,0.5,0.36,1.0,1.0,0.8713467592850419,0.9602666666666668
120.0,0.5,0.37,1.0,1.0,0.9103151751814722,0.958
120.0,0.5,0.38,1.0,1.0,0.9468086747940404,0.9654666666666668
120.0,0.5,0.39,1.0,1.0,0.9353333914678014,0.9842000000000002
120.0,0.5,0.4,1.0,1.0,0.9866445182724252,1.0
120.0,0.5,0.41,1.0,1.0,1.0,1.0
120.0,0.5,0.42,1.0,1.0,1.0,1.0
120.0,0.5,0.43,1.0,1.0,1.0,1.0
120.0,0.5,0.44,1.0,1.0,1.0,1.0
120.0,0.5,0.45,1.0,1.0,1.0,1.0
120.0,0.5,0.46,1.0,1.0,1.0,1.0
120.0,0.5,0.47,1.0,1.0,1.0,1.0
120.0,0.5,0.48,1.0,1.0,1.0,1.0
120.0,0.5,0.49,1.0,1.0,1.0,1.0
120.0,0.5,0.5,1.0,1.0,1.0,1.0
125.0,0.5,0.0,0.24353491355164714,0.3342666666666667,0.2451500398465593,0.3456000000000001
125.0,0.5,0.01,0.2554088336324672,0.4274,0.2664395086972173,0.3848
125.0,0.5,0.02,0.2519903272680112,0.4061333333333335,0.261478825904627,0.4259333333333331
125.0,0.5,0.03,0.2864751072938601,0.4946666666666667,0.25852718644125405,0.4632666666666666
125.0,0.5,0.04,0.32379645940219226,0.4859333333333333,0.27627751794118977,0.5172
125.0,0.5,0.05,0.3245592040977664,0.4889333333333333,0.2760432021097459,0.5177333333333332
125.0,0.5,0.06,0.3167636863380521,0.5124,0.29545223371960355,0.5190000000000001
125.0,0.5,0.07,0.3525354790689645,0.5486666666666666,0.3191187243935503,0.5149999999999999
125.0,0.5,0.08,0.4067614157325439,0.5007333333333333,0.30571718124268066,0.5063333333333333
125.0,0.5,0.09,0.422733108114738,0.5747333333333333,0.3625908802808119,0.5293333333333331
125.0,0.5,0.1,0.4519895022611513,0.6044666666666665,0.3741966376549245,0.5638000000000001
125.0,0.5,0.11,0.4173749768760831,0.5635333333333333,0.3917993543811271,0.5758000000000001
125.0,0.5,0.12,0.5010249266646074,0.6302666666666665,0.3926260288678968,0.5893333333333333
125.0,0.5,0.13,0.4491329497997999,0.5735999999999998,0.3597928595201145,0.5789333333333332
125.0,0.5,0.14,0.40760337730286295,0.5695333333333332,0.38456997857658254,0.5583333333333335
125.0,0.5,0.15,0.4489211380427671,0.5721333333333333,0.4336314120717944,0.6173333333333332
125.0,0.5,0.16,0.4315200882059967,0.5712666666666666,0.4044717487692997,0.5981333333333333
125.0,0.5,0.17,0.4202876729585568,0.6112666666666664,0.4728995324495016,0.6689333333333333
125.0,0.5,0.18,0.5324110793242309,0.6611999999999998,0.4512230317842347,0.6235999999999998
125.0,0.5,0.19,0.6036336907123253,0.7162666666666666,0.4392915523147998,0.6454666666666666
125.0,0.5,0.2,0.7474094720208107,0.8070666666666668,0.4379062536776176,0.6362666666666666
125.0,0.5,0.21,0.951080701754386,0.938,0.5074910068147173,0.7188000000000001
125.0,0.5,0.22,0.9851333333333332,0.9902666666666669,0.4000282082170895,0.5912666666666665
125.0,0.5,0.23,1.0,1.0,0.5061406254528494,0.6838
125.0,0.5,0.24,1.0,1.0,0.5162653031056201,0.7183333333333333
125.0,0.5,0.25,1.0,1.0,0.5288512064966795,0.7230000000000001
125.0,0.5,0.26,1.0,1.0,0.5141672593372327,0.7056
125.0,0.5,0.27,1.0,1.0,0.4881552953457768,0.6972666666666667
125.0,0.5,0.28,1.0,1.0,0.4652856424593136,0.7006666666666667
125.0,0.5,0.29,1.0,1.0,0.5966834064663118,0.7902666666666669
125.0,0.5,0.3,1.0,1.0,0.638058253044197,0.8230666666666667
125.0,0.5,0.31,1.0,1.0,0.6918481544574733,0.8534
125.0,0.5,0.32,1.0,1.0,0.6256062437659992,0.8160000000000001
125.0,0.5,0.33,1.0,1.0,0.6614785399332362,0.8640000000000001
125.0,0.5,0.34,1.0,1.0,0.816755244426226,0.9376666666666666
125.0,0.5,0.35000000000000003,1.0,1.0,0.8661943734563708,0.9098666666666668
125.0,0.5,0.36,1.0,1.0,0.9081606859679718,0.9533333333333333
125.0,0.5,0.37,1.0,1.0,0.9074118031846906,0.9804666666666668
125.0,0.5,0.38,1.0,1.0,0.9748900317321372,0.9968666666666668
125.0,0.5,0.39,1.0,1.0,1.0,1.0
125.0,0.5,0.4,1.0,1.0,1.0,1.0
125.0,0.5,0.41,1.0,1.0,0.985,0.99
125.0,0.5,0.42,1.0,1.0,0.9885348506401138,1.0
125.0,0.5,0.43,1.0,1.0,1.0,1.0
125.0,0.5,0.44,1.0,1.0,1.0,1.0
125.0,0.5,0.45,1.0,1.0,1.0,1.0
125.0,0.5,0.46,1.0,1.0,1.0,1.0
125.0,0.5,0.47,1.0,1.0,1.0,1.0
125.0,0.5,0.48,1.0,1.0,1.0,1.0
125.0,0.5,0.49,1.0,1.0,1.0,1.0
125.0,0.5,0.5,1.0,1.0,1.0,1.0
130.0,0.5,0.0,0.2408883953398238,0.3239333333333333,0.24203471640395435,0.3821333333333333
130.0,0.5,0.01,0.2684098166020703,0.3838,0.24171611558457434,0.3710000000000001
130.0,0.5,0.02,0.2584464557418733,0.4305999999999999,0.2575899433871099,0.4288666666666668
130.0,0.5,0.03,0.2762176076147571,0.4692666666666666,0.2624969547656253,0.4689999999999999
130.0,0.5,0.04,0.3189960218983867,0.4681333333333334,0.2737310164500893,0.4638666666666666
130.0,0.5,0.05,0.4071955209669424,0.5108,0.2860330196670207,0.4720666666666666
130.0,0.5,0.06,0.3594249105913337,0.5578666666666665,0.31135012209924484,0.5071333333333333
130.0,0.5,0.07,0.4073763441292664,0.5453333333333333,0.32373854007556685,0.5259333333333334
130.0,0.5,0.08,0.4642827223006751,0.5646666666666665,0.3002792913134347,0.4851333333333334
130.0,0.5,0.09,0.4416293494942981,0.5718000000000001,0.3734465217167069,0.5677333333333332
130.0,0.5,0.1,0.3935840685933559,0.5530666666666666,0.3155748536822274,0.5333999999999999
130.0,0.5,0.11,0.4515661428535783,0.5934666666666667,0.3722419592753767,0.5642
130.0,0.5,0.12,0.39919490435953336,0.5789333333333332,0.43856499741107613,0.6163333333333333
130.0,0.5,0.13,0.4456732634040329,0.5825999999999999,0.3742823907932204,0.5923333333333333
130.0,0.5,0.14,0.4685458789041354,0.6056666666666665,0.40938726480457066,0.5972
130.0,0.5,0.15,0.4775486296607517,0.5958,0.3366616358260184,0.5390666666666665
130.0,0.5,0.16,0.5723323802880536,0.6807999999999998,0.3635326502208887,0.5939333333333332
130.0,0.5,0.17,0.4401968302088482,0.5876,0.3800408344447325,0.5907333333333333
130.0,0.5,0.18,0.5194602872696766,0.6386000000000001,0.4780460706261901,0.6723333333333333
130.0,0.5,0.19,0.6902932104191345,0.7769333333333333,0.4669703206406661,0.6258666666666667
130.0,0.5,0.2,0.8105153201467146,0.8625999999999999,0.5129578249313058,0.6761333333333335
130.0,0.5,0.21,0.9730311355311356,0.9804666666666668,0.462362497485198,0.6698666666666665
130.0,0.5,0.22,1.0,1.0,0.3914606454988045,0.6012
130.0,0.5,0.23,1.0,1.0,0.5272516561176623,0.6862
130.0,0.5,0.24,1.0,1.0,0.4301688763167258,0.6839333333333333
130.0,0.5,0.25,1.0,1.0,0.5014336462133236,0.6904666666666667
130.0,0.5,0.26,1.0,1.0,0.5304129795208867,0.7339999999999999
130.0,0.5,0.27,1.0,1.0,0.5332443272946769,0.7116666666666664
130.0,0.5,0.28,1.0,1.0,0.5724163585379847,0.7670666666666668
130.0,0.5,0.29,1.0,1.0,0.5975218554417453,0.7932666666666666
130.0,0.5,0.3,1.0,1.0,0.6027218896773193,0.8236666666666668
130.0,0.5,0.31,1.0,1.0,0.6403839168618171,0.8178000000000002
130.0,0.5,0.32,1.0,1.0,0.6452672609659588,0.8219333333333334
130.0,0.5,0.33,1.0,1.0,0.7618325467310342,0.8651333333333335
130.0,0.5,0.34,1.0,1.0,0.7590135482227666,0.8804666666666666
130.0,0.5,0.35000000000000003,1.0,1.0,0.7830068769652999,0.8908666666666667
130.0,0.5,0.36,1.0,1.0,0.8319365842655759,0.9102
130.0,0.5,0.37,1.0,1.0,0.9080921227148464,0.9802
130.0,0.5,0.38,1.0,1.0,0.985,0.9896
130.0,0.5,0.39,1.0,1.0,1.0,1.0
130.0,0.5,0.4,1.0,1.0,0.9895238095238096,1.0
130.0,0.5,0.41,1.0,1.0,1.0,1.0
130.0,0.5,0.42,1.0,1.0,1.0,1.0
130.0,0.5,0.43,1.0,1.0,1.0,1.0
130.0,0.5,0.44,1.0,1.0,1.0,1.0
130.0,0.5,0.45,1.0,1.0,1.0,1.0
130.0,0.5,0.46,1.0,1.0,1.0,1.0
130.0,0.5,0.47,1.0,1.0,1.0,1.0
130.0,0.5,0.48,1.0,1.0,1.0,1.0
130.0,0.5,0.49,1.0,1.0,1.0,1.0
130.0,0.5,0.5,1.0,1.0,1.0,1.0
135.0,0.5,0.0,0.22959791631531065,0.34426666666666683,0.2596480178337049,0.3827333333333333
135.0,0.5,0.01,0.26526123618643577,0.3812666666666668,0.2569362672468397,0.3978
135.0,0.5,0.02,0.2852391038857933,0.4594,0.2573055809820222,0.4743333333333334
135.0,0.5,0.03,0.3145378748692121,0.4745999999999999,0.2682038745756881,0.4484666666666668
135.0,0.5,0.04,0.3036069735461187,0.4913333333333331,0.2779172880055081,0.5032666666666669
135.0,0.5,0.05,0.3507245299294299,0.5101333333333333,0.2742322688385056,0.5024
135.0,0.5,0.06,0.32399170109753056,0.5092666666666665,0.29936456551054363,0.4926
135.0,0.5,0.07,0.3872465917988015,0.5265333333333335,0.2975215350938244,0.5082
135.0,0.5,0.08,0.4137989568666808,0.5636666666666666,0.30487281777063713,0.5272666666666667
135.0,0.5,0.09,0.4673742480071546,0.5658,0.3591930545665015,0.5323333333333333
135.0,0.5,0.1,0.4119229076296406,0.6046666666666666,0.33182493128591983,0.5406666666666666
135.0,0.5,0.11,0.4401075268865134,0.5758666666666667,0.3619936197930666,0.5668666666666666
135.0,0.5,0.12,0.4131920204565353,0.5627999999999999,0.39262968492233147,0.5906666666666667
135.0,0.5,0.13,0.4708713171234049,0.6253333333333333,0.3811558378183726,0.5986666666666666
135.0,0.5,0.14,0.40501005800242057,0.5451333333333335,0.38563428808694505,0.5430666666666667
135.0,0.5,0.15,0.4955667467091489,0.6386,0.3846719707810767,0.5983999999999999
135.0,0.5,0.16,0.4701782204011956,0.6118000000000001,0.5132611311166839,0.6670666666666665
135.0,0.5,0.17,0.5049121584887688,0.6485999999999998,0.4448200518677557,0.6559333333333334
135.0,0.5,0.18,0.5207771548452711,0.6244,0.40257401269346976,0.6204666666666665
135.0,0.5,0.19,0.5079202147797051,0.6618,0.400390605275914,0.6372666666666665
135.0,0.5,0.2,0.8524680142127755,0.8942,0.4694362877966008,0.6700666666666667
135.0,0.5,0.21,0.9574554725274724,0.9684666666666666,0.4811373256609526,0.6796
135.0,0.5,0.22,0.98509337860781,0.99,0.5329142138778706,0.6953999999999998
135.0,0.5,0.23,1.0,1.0,0.5063755395744376,0.6886
135.0,0.5,0.24,1.0,1.0,0.5015124298149136,0.6275999999999998
135.0,0.5,0.25,1.0,1.0,0.4804842913548042,0.6910666666666665
135.0,0.5,0.26,1.0,1.0,0.5967860572346918,0.753
135.0,0.5,0.27,1.0,1.0,0.5681606206890407,0.7576
135.0,0.5,0.28,1.0,1.0,0.5907425881150513,0.7703333333333334
135.0,0.5,0.29,1.0,1.0,0.496953969385744,0.6994666666666666
135.0,0.5,0.3,1.0,1.0,0.6342740995990842,0.8132
135.0,0.5,0.31,1.0,1.0,0.61908757688391,0.8038000000000001
135.0,0.5,0.32,1.0,1.0,0.6724388892628075,0.8044000000000001
135.0,0.5,0.33,1.0,1.0,0.6513131442730518,0.8138666666666667
