m,p,q,delta,prec,recall
10.0,0.5,0.25,0.21,0.9329729729729729,1.0
10.0,0.5,0.25,0.22,0.9479729729729729,1.0
10.0,0.5,0.25,0.23,0.9362162162162161,1.0
10.0,0.5,0.25,0.24,0.9497297297297297,1.0
10.0,0.5,0.25,0.25,0.9277027027027026,1.0
10.0,0.5,0.25,0.26,0.9404219525648096,1.0
10.0,0.5,0.25,0.27,0.9414864864864865,1.0
10.0,0.5,0.25,0.28,0.9354219525648096,1.0
10.0,0.5,0.25,0.29,0.9362162162162161,1.0
10.0,0.5,0.25,0.3,0.9479729729729729,1.0
10.0,0.5,0.25,0.31,0.9689354660783231,1.0
10.0,0.5,0.25,0.32,0.9209459459459458,1.0
10.0,0.5,0.25,0.33,0.9436651958080529,1.0
10.0,0.5,0.25,0.34,0.9629729729729729,1.0
10.0,0.5,0.25,0.35000000000000003,0.9664864864864865,1.0
10.0,0.5,0.25,0.36,0.9254219525648096,1.0
10.0,0.5,0.25,0.37,0.914189189189189,1.0
10.0,0.5,0.25,0.38,0.9697297297297297,1.0
10.0,0.5,0.25,0.39,0.9497297297297297,1.0
10.0,0.5,0.25,0.4,0.9462162162162161,1.0
10.0,0.5,0.25,0.41000000000000003,0.9647297297297297,1.0
10.0,0.5,0.25,0.42,0.9277027027027026,1.0
10.0,0.5,0.25,0.43,0.9294594594594594,1.0
10.0,0.5,0.25,0.44,0.9412162162162161,1.0
10.0,0.5,0.25,0.45,0.9254219525648096,1.0
10.0,0.5,0.25,0.46,0.9444594594594594,1.0
10.0,0.5,0.25,0.47000000000000003,0.9529729729729729,1.0
10.0,0.5,0.25,0.48,0.9177027027027026,1.0
10.0,0.5,0.25,0.49,0.9344594594594594,1.0
10.0,0.5,0.25,0.5,0.9379729729729729,1.0
15.0,0.5,0.25,0.0,0.25,0.05
15.0,0.5,0.25,0.01,0.7692307692307693,0.21
15.0,0.5,0.25,0.02,0.9475357710651828,0.5
15.0,0.5,0.25,0.03,0.91336527854385,0.77
15.0,0.5,0.25,0.04,0.9196475745347925,0.95
15.0,0.5,0.25,0.05,0.9379729729729729,1.0
15.0,0.5,0.25,0.06,0.9377027027027026,1.0
15.0,0.5,0.25,0.07,0.9083949255377826,1.0
15.0,0.5,0.25,0.08,0.9394594594594594,1.0
15.0,0.5,0.25,0.09,0.9412162162162161,1.0
15.0,0.5,0.25,0.1,0.955,1.0
15.0,0.5,0.25,0.11,0.9497297297297297,1.0
15.0,0.5,0.25,0.12,0.9347297297297297,1.0
15.0,0.5,0.25,0.13,0.9436651958080529,1.0
15.0,0.5,0.25,0.14,0.9444594594594594,1.0
15.0,0.5,0.25,0.15,0.9203199117484832,1.0
15.0,0.5,0.25,0.16,0.9614864864864865,1.0
15.0,0.5,0.25,0.17,0.9362162162162161,1.0
15.0,0.5,0.25,0.18,0.9504219525648097,1.0
15.0,0.5,0.25,0.19,0.9629729729729729,1.0
15.0,0.5,0.25,0.2,0.9262162162162162,1.0
15.0,0.5,0.25,0.21,0.9059459459459458,1.0
15.0,0.5,0.25,0.22,0.9629729729729729,1.0
15.0,0.5,0.25,0.23,0.9327027027027026,1.0
15.0,0.5,0.25,0.24,0.9597297297297297,1.0
15.0,0.5,0.25,0.25,0.9262162162162162,1.0
15.0,0.5,0.25,0.26,0.9194594594594594,1.0
15.0,0.5,0.25,0.27,0.9394594594594594,1.0
15.0,0.5,0.25,0.28,0.9294594594594594,1.0
15.0,0.5,0.25,0.29,0.9629729729729729,1.0
15.0,0.5,0.25,0.3,0.8994594594594594,1.0
15.0,0.5,0.25,0.31,0.9429729729729729,1.0
15.0,0.5,0.25,0.32,0.9547297297297297,1.0
15.0,0.5,0.25,0.33,0.9412162162162161,1.0
15.0,0.5,0.25,0.34,0.9547297297297297,1.0
15.0,0.5,0.25,0.35000000000000003,0.9194594594594594,1.0
15.0,0.5,0.25,0.36,0.9386651958080529,1.0
15.0,0.5,0.25,0.37,0.9612162162162161,1.0
15.0,0.5,0.25,0.38,0.9764864864864865,1.0
15.0,0.5,0.25,0.39,0.9529729729729729,1.0
15.0,0.5,0.25,0.4,0.9329729729729729,1.0
15.0,0.5,0.25,0.41000000000000003,0.9404219525648096,1.0
15.0,0.5,0.25,0.42,0.9529729729729729,1.0
15.0,0.5,0.25,0.43,0.9394594594594594,1.0
15.0,0.5,0.25,0.44,0.9269084390512962,1.0
15.0,0.5,0.25,0.45,0.9479729729729729,1.0
15.0,0.5,0.25,0.46,0.9664864864864865,1.0
15.0,0.5,0.25,0.47000000000000003,0.9664864864864865,1.0
15.0,0.5,0.25,0.48,0.9404219525648096,1.0
15.0,0.5,0.25,0.49,0.9497297297297297,1.0
15.0,0.5,0.25,0.5,0.9359459459459458,1.0
20.0,0.5,0.25,0.0,0.21428571428571427,0.03
20.0,0.5,0.25,0.01,0.6846846846846846,0.27
20.0,0.5,0.25,0.02,0.9241976351351351,0.61
20.0,0.5,0.25,0.03,0.9601859924440569,0.93
20.0,0.5,0.25,0.04,0.9448706591563734,0.99
20.0,0.5,0.25,0.05,0.9304219525648096,1.0
20.0,0.5,0.25,0.06,0.9562162162162161,1.0
20.0,0.5,0.25,0.07,0.9429729729729729,1.0
20.0,0.5,0.25,0.08,0.9479729729729729,1.0
20.0,0.5,0.25,0.09,0.9133949255377826,1.0
20.0,0.5,0.25,0.1,0.9244594594594594,1.0
20.0,0.5,0.25,0.11,0.9747297297297297,1.0
20.0,0.5,0.25,0.12,0.9529729729729729,1.0
20.0,0.5,0.25,0.13,0.9597297297297297,1.0
20.0,0.5,0.25,0.14,0.9344594594594594,1.0
20.0,0.5,0.25,0.15,0.9412162162162161,1.0
20.0,0.5,0.25,0.16,0.9379729729729729,1.0
20.0,0.5,0.25,0.17,0.9494594594594594,1.0
20.0,0.5,0.25,0.18,0.8944594594594594,1.0
20.0,0.5,0.25,0.19,0.9597297297297297,1.0
20.0,0.5,0.25,0.2,0.9539354660783232,1.0
20.0,0.5,0.25,0.21,0.9564864864864865,1.0
20.0,0.5,0.25,0.22,0.9233949255377826,1.0
20.0,0.5,0.25,0.23,0.9209459459459458,1.0
20.0,0.5,0.25,0.24,0.9412162162162161,1.0
20.0,0.5,0.25,0.25,0.9512162162162161,1.0
20.0,0.5,0.25,0.26,0.9547297297297297,1.0
20.0,0.5,0.25,0.27,0.9864864864864864,1.0
20.0,0.5,0.25,0.28,0.9409459459459458,1.0
20.0,0.5,0.25,0.29,0.9444594594594594,1.0
20.0,0.5,0.25,0.3,0.8927027027027026,1.0
20.0,0.5,0.25,0.31,0.9294594594594594,1.0
20.0,0.5,0.25,0.32,0.9479729729729729,1.0
20.0,0.5,0.25,0.33,0.985,1.0
20.0,0.5,0.25,0.34,0.9294594594594594,1.0
20.0,0.5,0.25,0.35000000000000003,0.9344594594594594,1.0
20.0,0.5,0.25,0.36,0.9427027027027026,1.0
20.0,0.5,0.25,0.37,0.9764864864864865,1.0
20.0,0.5,0.25,0.38,0.9262162162162162,1.0
20.0,0.5,0.25,0.39,0.9512162162162161,1.0
20.0,0.5,0.25,0.4,0.9362162162162161,1.0
20.0,0.5,0.25,0.41000000000000003,0.9336651958080529,1.0
20.0,0.5,0.25,0.42,0.9277027027027026,1.0
20.0,0.5,0.25,0.43,0.9409459459459458,1.0
20.0,0.5,0.25,0.44,0.9389354660783232,1.0
20.0,0.5,0.25,0.45,0.9606922228350799,1.0
20.0,0.5,0.25,0.46,0.9447297297297297,1.0
20.0,0.5,0.25,0.47000000000000003,0.8941891891891891,1.0
20.0,0.5,0.25,0.48,0.9412162162162161,1.0
20.0,0.5,0.25,0.49,0.9562162162162161,1.0
20.0,0.5,0.25,0.5,0.9194594594594594,1.0
25.0,0.5,0.25,0.0,0.42857142857142855,0.06
25.0,0.5,0.25,0.01,0.6896551724137931,0.2
25.0,0.5,0.25,0.02,0.9088803088803088,0.69
25.0,0.5,0.25,0.03,0.9606028222099651,0.96
25.0,0.5,0.25,0.04,0.9479729729729729,1.0
25.0,0.5,0.25,0.05,0.9183949255377826,1.0
25.0,0.5,0.25,0.06,0.9512162162162161,1.0
25.0,0.5,0.25,0.07,0.9209459459459458,1.0
25.0,0.5,0.25,0.08,0.9497297297297297,1.0
25.0,0.5,0.25,0.09,0.9269084390512962,1.0
25.0,0.5,0.25,0.1,0.9261141753998896,1.0
25.0,0.5,0.25,0.11,0.9379729729729729,1.0
25.0,0.5,0.25,0.12,0.9089189189189187,1.0
25.0,0.5,0.25,0.13,0.9328709321566464,1.0
25.0,0.5,0.25,0.14,0.9362162162162161,1.0
25.0,0.5,0.25,0.15,0.9301516822945394,1.0
25.0,0.5,0.25,0.16,0.9127027027027026,1.0
25.0,0.5,0.25,0.17,0.9362162162162161,1.0
25.0,0.5,0.25,0.18,0.9614864864864865,1.0
25.0,0.5,0.25,0.19,0.9714864864864865,1.0
25.0,0.5,0.25,0.2,0.9764864864864865,1.0
25.0,0.5,0.25,0.21,0.9309459459459458,1.0
25.0,0.5,0.25,0.22,0.9436651958080529,1.0
25.0,0.5,0.25,0.23,0.9529729729729729,1.0
25.0,0.5,0.25,0.24,0.9312162162162161,1.0
25.0,0.5,0.25,0.25,0.9547297297297297,1.0
25.0,0.5,0.25,0.26,0.9579729729729729,1.0
25.0,0.5,0.25,0.27,0.9589354660783233,1.0
25.0,0.5,0.25,0.28,0.9344594594594594,1.0
25.0,0.5,0.25,0.29,0.9377027027027026,1.0
25.0,0.5,0.25,0.3,0.9277027027027026,1.0
25.0,0.5,0.25,0.31,0.9016381687810258,1.0
25.0,0.5,0.25,0.32,0.9497297297297297,1.0
25.0,0.5,0.25,0.33,0.9597297297297297,1.0
25.0,0.5,0.25,0.34,0.9286651958080528,1.0
25.0,0.5,0.25,0.35000000000000003,0.9379729729729729,1.0
25.0,0.5,0.25,0.36,0.9714864864864865,1.0
25.0,0.5,0.25,0.37,0.9301516822945394,1.0
25.0,0.5,0.25,0.38,0.9732432432432432,1.0
25.0,0.5,0.25,0.39,0.9359459459459458,1.0
25.0,0.5,0.25,0.4,0.9714864864864865,1.0
25.0,0.5,0.25,0.41000000000000003,0.9279729729729729,1.0
25.0,0.5,0.25,0.42,0.9747297297297297,1.0
25.0,0.5,0.25,0.43,0.9529729729729729,1.0
25.0,0.5,0.25,0.44,0.9362162162162161,1.0
25.0,0.5,0.25,0.45,0.9454219525648097,1.0
25.0,0.5,0.25,0.46,0.9504219525648097,1.0
25.0,0.5,0.25,0.47000000000000003,0.9427027027027026,1.0
25.0,0.5,0.25,0.48,0.9614864864864865,1.0
25.0,0.5,0.25,0.49,0.9564864864864865,1.0
25.0,0.5,0.25,0.5,0.9394594594594594,1.0
30.0,0.5,0.25,0.0,0.5,0.06
30.0,0.5,0.25,0.01,0.7249817384952519,0.29
30.0,0.5,0.25,0.02,0.9647937411095305,0.75
30.0,0.5,0.25,0.03,0.9463638896628587,0.97
30.0,0.5,0.25,0.04,0.9229729729729729,1.0
30.0,0.5,0.25,0.05,0.9177027027027026,1.0
30.0,0.5,0.25,0.06,0.9479729729729729,1.0
30.0,0.5,0.25,0.07,0.9377027027027026,1.0
30.0,0.5,0.25,0.08,0.9497297297297297,1.0
30.0,0.5,0.25,0.09,0.9864864864864864,1.0
30.0,0.5,0.25,0.1,0.92138444567016,1.0
30.0,0.5,0.25,0.11,0.9597297297297297,1.0
30.0,0.5,0.25,0.12,0.9043574186431329,1.0
30.0,0.5,0.25,0.13,0.9209459459459458,1.0
30.0,0.5,0.25,0.14,0.9497297297297297,1.0
30.0,0.5,0.25,0.15,0.9462162162162161,1.0
30.0,0.5,0.25,0.16,0.9436651958080529,1.0
30.0,0.5,0.25,0.17,0.9739354660783232,1.0
30.0,0.5,0.25,0.18,0.9312162162162161,1.0
30.0,0.5,0.25,0.19,0.9226006618863761,1.0
30.0,0.5,0.25,0.2,0.9209459459459458,1.0
30.0,0.5,0.25,0.21,0.9227027027027026,1.0
30.0,0.5,0.25,0.22,0.9497297297297297,1.0
30.0,0.5,0.25,0.23,0.9464864864864865,1.0
30.0,0.5,0.25,0.24,0.9269084390512962,1.0
30.0,0.5,0.25,0.25,0.9312162162162161,1.0
30.0,0.5,0.25,0.26,0.9133949255377826,1.0
30.0,0.5,0.25,0.27,0.9327027027027026,1.0
30.0,0.5,0.25,0.28,0.9301516822945394,1.0
30.0,0.5,0.25,0.29,0.9656922228350799,1.0
30.0,0.5,0.25,0.3,0.9212162162162162,1.0
30.0,0.5,0.25,0.31,0.924189189189189,1.0
30.0,0.5,0.25,0.32,0.9579729729729729,1.0
30.0,0.5,0.25,0.33,0.9479729729729729,1.0
30.0,0.5,0.25,0.34,0.9529729729729729,1.0
30.0,0.5,0.25,0.35000000000000003,0.904189189189189,1.0
30.0,0.5,0.25,0.36,0.9614864864864865,1.0
30.0,0.5,0.25,0.37,0.924189189189189,1.0
30.0,0.5,0.25,0.38,0.9436651958080529,1.0
30.0,0.5,0.25,0.39,0.9209459459459458,1.0
30.0,0.5,0.25,0.4,0.9119084390512961,1.0
30.0,0.5,0.25,0.41000000000000003,0.96,1.0
30.0,0.5,0.25,0.42,0.9697297297297297,1.0
30.0,0.5,0.25,0.43,0.9377027027027026,1.0
30.0,0.5,0.25,0.44,0.9497297297297297,1.0
30.0,0.5,0.25,0.45,0.9447297297297297,1.0
30.0,0.5,0.25,0.46,0.9797297297297297,1.0
30.0,0.5,0.25,0.47000000000000003,0.9354219525648096,1.0
30.0,0.5,0.25,0.48,0.9497297297297297,1.0
30.0,0.5,0.25,0.49,0.9447297297297297,1.0
30.0,0.5,0.25,0.5,0.9544594594594593,1.0
35.0,0.5,0.25,0.0,0.21428571428571427,0.03
35.0,0.5,0.25,0.01,0.8215284249767008,0.25
35.0,0.5,0.25,0.02,0.9327430879155016,0.86
35.0,0.5,0.25,0.03,0.9312206455063597,0.99
35.0,0.5,0.25,0.04,0.9227027027027026,1.0
35.0,0.5,0.25,0.05,0.9209459459459458,1.0
35.0,0.5,0.25,0.06,0.9429729729729729,1.0
35.0,0.5,0.25,0.07,0.9351516822945394,1.0
35.0,0.5,0.25,0.08,0.9614864864864865,1.0
35.0,0.5,0.25,0.09,0.9647297297297297,1.0
35.0,0.5,0.25,0.1,0.9612162162162161,1.0
35.0,0.5,0.25,0.11,0.9554219525648097,1.0
35.0,0.5,0.25,0.12,0.9579729729729729,1.0
35.0,0.5,0.25,0.13,0.9209459459459458,1.0
35.0,0.5,0.25,0.14,0.9277027027027026,1.0
35.0,0.5,0.25,0.15,0.9109459459459458,1.0
35.0,0.5,0.25,0.16,0.9547297297297297,1.0
35.0,0.5,0.25,0.17,0.9286651958080528,1.0
35.0,0.5,0.25,0.18,0.9247297297297297,1.0
35.0,0.5,0.25,0.19,0.9212162162162162,1.0
35.0,0.5,0.25,0.2,0.9504219525648097,1.0
35.0,0.5,0.25,0.21,0.9319084390512962,1.0
35.0,0.5,0.25,0.22,0.9462162162162161,1.0
35.0,0.5,0.25,0.23,0.9262162162162162,1.0
35.0,0.5,0.25,0.24,0.9394594594594594,1.0
35.0,0.5,0.25,0.25,0.9469084390512961,1.0
35.0,0.5,0.25,0.26,0.9327027027027026,1.0
35.0,0.5,0.25,0.27,0.9394594594594594,1.0
35.0,0.5,0.25,0.28,0.9579729729729729,1.0
35.0,0.5,0.25,0.29,0.9571787093215665,1.0
35.0,0.5,0.25,0.3,0.9494594594594594,1.0
35.0,0.5,0.25,0.31,0.9597297297297297,1.0
35.0,0.5,0.25,0.32,0.9732432432432432,1.0
35.0,0.5,0.25,0.33,0.9479729729729729,1.0
35.0,0.5,0.25,0.34,0.909189189189189,1.0
35.0,0.5,0.25,0.35000000000000003,0.9377027027027026,1.0
35.0,0.5,0.25,0.36,0.9133949255377826,1.0
35.0,0.5,0.25,0.37,0.9262162162162162,1.0
35.0,0.5,0.25,0.38,0.9269084390512962,1.0
35.0,0.5,0.25,0.39,0.9832432432432432,1.0
35.0,0.5,0.25,0.4,0.9647297297297297,1.0
35.0,0.5,0.25,0.41000000000000003,0.9597297297297297,1.0
35.0,0.5,0.25,0.42,0.8966381687810258,1.0
35.0,0.5,0.25,0.43,0.9236651958080528,1.0
35.0,0.5,0.25,0.44,0.9579729729729729,1.0
35.0,0.5,0.25,0.45,0.9309459459459458,1.0
35.0,0.5,0.25,0.46,0.9379729729729729,1.0
35.0,0.5,0.25,0.47000000000000003,0.9312162162162161,1.0
35.0,0.5,0.25,0.48,0.9412162162162161,1.0
35.0,0.5,0.25,0.49,0.9614864864864865,1.0
35.0,0.5,0.25,0.5,0.9412162162162161,1.0
40.0,0.5,0.25,0.0,0.15384615384615385,0.02
40.0,0.5,0.25,0.01,0.8226863226863226,0.29
40.0,0.5,0.25,0.02,0.9046197360150848,0.83
40.0,0.5,0.25,0.03,0.9418091560948704,0.98
40.0,0.5,0.25,0.04,0.9359459459459458,1.0
40.0,0.5,0.25,0.05,0.9429729729729729,1.0
40.0,0.5,0.25,0.06,0.9394594594594594,1.0
40.0,0.5,0.25,0.07,0.9579729729729729,1.0
40.0,0.5,0.25,0.08,0.9547297297297297,1.0
40.0,0.5,0.25,0.09,0.9297297297297297,1.0
40.0,0.5,0.25,0.1,0.9247297297297297,1.0
40.0,0.5,0.25,0.11,0.9497297297297297,1.0
40.0,0.5,0.25,0.12,0.9529729729729729,1.0
40.0,0.5,0.25,0.13,0.9579729729729729,1.0
40.0,0.5,0.25,0.14,0.9312162162162161,1.0
40.0,0.5,0.25,0.15,0.9564864864864865,1.0
40.0,0.5,0.25,0.16,0.9479729729729729,1.0
40.0,0.5,0.25,0.17,0.9277027027027026,1.0
40.0,0.5,0.25,0.18,0.9411141753998896,1.0
40.0,0.5,0.25,0.19,0.9582432432432433,1.0
40.0,0.5,0.25,0.2,0.9209459459459458,1.0
40.0,0.5,0.25,0.21,0.9169084390512962,1.0
40.0,0.5,0.25,0.22,0.9447297297297297,1.0
40.0,0.5,0.25,0.23,0.9664864864864865,1.0
40.0,0.5,0.25,0.24,0.9394594594594594,1.0
40.0,0.5,0.25,0.25,0.9126006618863761,1.0
40.0,0.5,0.25,0.26,0.9521787093215665,1.0
40.0,0.5,0.25,0.27,0.9344594594594594,1.0
40.0,0.5,0.25,0.28,0.9539354660783232,1.0
40.0,0.5,0.25,0.29,0.9404219525648096,1.0
40.0,0.5,0.25,0.3,0.9444594594594594,1.0
40.0,0.5,0.25,0.31,0.9514864864864865,1.0
40.0,0.5,0.25,0.32,0.9664864864864865,1.0
40.0,0.5,0.25,0.33,0.9479729729729729,1.0
40.0,0.5,0.25,0.34,0.9394594594594594,1.0
40.0,0.5,0.25,0.35000000000000003,0.9579729729729729,1.0
40.0,0.5,0.25,0.36,0.9177027027027026,1.0
40.0,0.5,0.25,0.37,0.914189189189189,1.0
40.0,0.5,0.25,0.38,0.9462162162162161,1.0
40.0,0.5,0.25,0.39,0.8856756756756755,1.0
40.0,0.5,0.25,0.4,0.9798979591836735,1.0
40.0,0.5,0.25,0.41000000000000003,0.9462162162162161,1.0
40.0,0.5,0.25,0.42,0.9714864864864865,1.0
40.0,0.5,0.25,0.43,0.9351516822945394,1.0
40.0,0.5,0.25,0.44,0.9362162162162161,1.0
40.0,0.5,0.25,0.45,0.9597297297297297,1.0
40.0,0.5,0.25,0.46,0.9277027027027026,1.0
40.0,0.5,0.25,0.47000000000000003,0.8966381687810258,1.0
40.0,0.5,0.25,0.48,0.9529729729729729,1.0
40.0,0.5,0.25,0.49,0.9582432432432433,1.0
40.0,0.5,0.25,0.5,0.9344594594594594,1.0
45.0,0.5,0.25,0.0,0.5,0.07
45.0,0.5,0.25,0.01,0.798240100565682,0.36
45.0,0.5,0.25,0.02,0.9459459459459459,0.91
45.0,0.5,0.25,0.03,0.9083949255377826,1.0
45.0,0.5,0.25,0.04,0.9297297297297297,1.0
45.0,0.5,0.25,0.05,0.9494594594594594,1.0
45.0,0.5,0.25,0.06,0.9462162162162161,1.0
45.0,0.5,0.25,0.07,0.9529729729729729,1.0
45.0,0.5,0.25,0.08,0.9077027027027026,1.0
45.0,0.5,0.25,0.09,0.9359459459459458,1.0
45.0,0.5,0.25,0.1,0.9547297297297297,1.0
45.0,0.5,0.25,0.11,0.9109459459459458,1.0
45.0,0.5,0.25,0.12,0.9624489795918367,1.0
45.0,0.5,0.25,0.13,0.9697297297297297,1.0
45.0,0.5,0.25,0.14,0.9514864864864865,1.0
45.0,0.5,0.25,0.15,0.9277027027027026,1.0
45.0,0.5,0.25,0.16,0.9177027027027026,1.0
45.0,0.5,0.25,0.17,0.9444594594594594,1.0
45.0,0.5,0.25,0.18,0.9127027027027026,1.0
45.0,0.5,0.25,0.19,0.8889189189189187,1.0
45.0,0.5,0.25,0.2,0.9579729729729729,1.0
45.0,0.5,0.25,0.21,0.9444594594594594,1.0
45.0,0.5,0.25,0.22,0.9647297297297297,1.0
45.0,0.5,0.25,0.23,0.9632432432432432,1.0
45.0,0.5,0.25,0.24,0.9394594594594594,1.0
45.0,0.5,0.25,0.25,0.9429729729729729,1.0
45.0,0.5,0.25,0.26,0.9697297297297297,1.0
45.0,0.5,0.25,0.27,0.9077027027027026,1.0
45.0,0.5,0.25,0.28,0.9327027027027026,1.0
45.0,0.5,0.25,0.29,0.9379729729729729,1.0
45.0,0.5,0.25,0.3,0.9606922228350799,1.0
45.0,0.5,0.25,0.31,0.9547297297297297,1.0
45.0,0.5,0.25,0.32,0.9664864864864865,1.0
45.0,0.5,0.25,0.33,0.9397297297297297,1.0
45.0,0.5,0.25,0.34,0.9732432432432432,1.0
45.0,0.5,0.25,0.35000000000000003,0.9294594594594594,1.0
45.0,0.5,0.25,0.36,0.9494594594594594,1.0
45.0,0.5,0.25,0.37,0.914189189189189,1.0
45.0,0.5,0.25,0.38,0.9379729729729729,1.0
45.0,0.5,0.25,0.39,0.9562162162162161,1.0
45.0,0.5,0.25,0.4,0.9497297297297297,1.0
45.0,0.5,0.25,0.41000000000000003,0.9344594594594594,1.0
45.0,0.5,0.25,0.42,0.9183949255377826,1.0
45.0,0.5,0.25,0.43,0.9597297297297297,1.0
45.0,0.5,0.25,0.44,0.965,1.0
45.0,0.5,0.25,0.45,0.8883949255377825,1.0
45.0,0.5,0.25,0.46,0.9362162162162161,1.0
45.0,0.5,0.25,0.47000000000000003,0.9394594594594594,1.0
45.0,0.5,0.25,0.48,0.9327027027027026,1.0
45.0,0.5,0.25,0.49,0.9344594594594594,1.0
45.0,0.5,0.25,0.5,0.9529729729729729,1.0
50.0,0.5,0.25,0.0,0.32653061224489793,0.05
50.0,0.5,0.25,0.01,0.9036802760207014,0.45
50.0,0.5,0.25,0.02,0.9418207681365576,0.94
50.0,0.5,0.25,0.03,0.9179729729729729,1.0
50.0,0.5,0.25,0.04,0.94638444567016,1.0
50.0,0.5,0.25,0.05,0.9143574186431329,1.0
50.0,0.5,0.25,0.06,0.9562162162162161,1.0
50.0,0.5,0.25,0.07,0.9614864864864865,1.0
50.0,0.5,0.25,0.08,0.9614864864864865,1.0
50.0,0.5,0.25,0.09,0.99,1.0
50.0,0.5,0.25,0.1,0.9261141753998896,1.0
50.0,0.5,0.25,0.11,0.9412162162162161,1.0
50.0,0.5,0.25,0.12,0.9027027027027026,1.0
50.0,0.5,0.25,0.13,0.9562162162162161,1.0
50.0,0.5,0.25,0.14,0.9514864864864865,1.0
50.0,0.5,0.25,0.15,0.9579729729729729,1.0
50.0,0.5,0.25,0.16,0.9159459459459458,1.0
50.0,0.5,0.25,0.17,0.9261141753998896,1.0
50.0,0.5,0.25,0.18,0.9379729729729729,1.0
50.0,0.5,0.25,0.19,0.9639354660783233,1.0
