m,p,delta,omni_correct_nodes_1,omni_correct_nodes_2,mase_correct_nodes_1,mase_correct_nodes_2
95.0,0.5,0.23,1.0,1.0,0.7296000000000004,0.5307999999999997
95.0,0.5,0.33,1.0,1.0,0.8920000000000003,0.7235999999999998
95.0,0.5,0.43,1.0,1.0,1.0,1.0
100.0,0.5,0.02,0.6760000000000003,0.37319999999999987,0.6672000000000007,0.35359999999999986
100.0,0.5,0.12,0.6992000000000003,0.5064000000000001,0.6864000000000001,0.5111999999999998
100.0,0.5,0.22,0.9775999999999998,0.9632000000000001,0.7604000000000005,0.5476
100.0,0.5,0.32,1.0,1.0,0.8720000000000002,0.6987999999999999
100.0,0.5,0.42,1.0,1.0,1.0,1.0
105.0,0.5,0.01,0.6464000000000002,0.40480000000000016,0.6700000000000007,0.3691999999999998
105.0,0.5,0.11,0.7072000000000006,0.5267999999999998,0.6884000000000003,0.44920000000000004
105.0,0.5,0.21,0.9256000000000002,0.8876000000000001,0.7676000000000001,0.5752
105.0,0.5,0.31,1.0,1.0,0.8520000000000002,0.6615999999999999
105.0,0.5,0.41000000000000003,1.0,1.0,0.9968,0.9932
110.0,0.5,0.0,0.6448000000000005,0.4023999999999998,0.6720000000000005,0.3683999999999999
110.0,0.5,0.1,0.6984000000000006,0.486,0.7048000000000004,0.4687999999999999
110.0,0.5,0.2,0.8328,0.7516000000000002,0.7384000000000003,0.5260000000000001
110.0,0.5,0.3,1.0,1.0,0.8408,0.6323999999999999
110.0,0.5,0.4,1.0,1.0,0.9952000000000001,0.9864
110.0,0.5,0.5,1.0,1.0,1.0,1.0
115.0,0.5,0.09,0.6848000000000003,0.5332000000000002,0.6912000000000005,0.4659999999999998
115.0,0.5,0.19,0.7748,0.6084,0.7524000000000004,0.5555999999999999
115.0,0.5,0.29,1.0,1.0,0.8188000000000005,0.6376000000000004
115.0,0.5,0.39,1.0,1.0,0.9840000000000001,0.9656
115.0,0.5,0.49,1.0,1.0,1.0,1.0
120.0,0.5,0.08,0.7088000000000004,0.5043999999999998,0.6900000000000003,0.42160000000000003
120.0,0.5,0.18,0.7456000000000002,0.5632000000000003,0.7084000000000005,0.5164
120.0,0.5,0.28,1.0,1.0,0.7956000000000003,0.5955999999999999
120.0,0.5,0.38,1.0,1.0,0.9808000000000001,0.9412000000000001
120.0,0.5,0.48,1.0,1.0,1.0,1.0
125.0,0.5,0.07,0.6552000000000006,0.45919999999999994,0.6588000000000004,0.4167999999999998
125.0,0.5,0.17,0.7344000000000005,0.5499999999999999,0.6964000000000005,0.5464000000000001
125.0,0.5,0.27,1.0,1.0,0.8040000000000004,0.5731999999999998
125.0,0.5,0.37,1.0,1.0,0.9808000000000001,0.9516
125.0,0.5,0.47000000000000003,1.0,1.0,1.0,1.0
130.0,0.5,0.06,0.6724000000000003,0.4928,0.6632000000000002,0.39599999999999996
130.0,0.5,0.16,0.7488000000000002,0.6012,0.7256000000000004,0.4555999999999999
130.0,0.5,0.26,1.0,1.0,0.8168000000000002,0.5816
130.0,0.5,0.36,1.0,1.0,0.9664,0.8535999999999998
130.0,0.5,0.46,1.0,1.0,1.0,1.0
135.0,0.5,0.05,0.6676000000000005,0.42199999999999976,0.6532000000000007,0.42
135.0,0.5,0.15,0.7312000000000007,0.5475999999999999,0.7244000000000003,0.4987999999999998
135.0,0.5,0.25,1.0,1.0,0.7960000000000003,0.6212
135.0,0.5,0.35000000000000003,1.0,1.0,0.9404,0.8327999999999999
135.0,0.5,0.45,1.0,1.0,1.0,1.0
140.0,0.5,0.04,0.6476000000000006,0.4539999999999998,0.6772000000000005,0.3808
140.0,0.5,0.14,0.6792000000000006,0.5011999999999999,0.7120000000000003,0.4796
140.0,0.5,0.24,1.0,1.0,0.7887999999999998,0.5924
140.0,0.5,0.34,1.0,1.0,0.9304000000000002,0.8116
140.0,0.5,0.44,1.0,1.0,1.0,1.0
145.0,0.5,0.03,0.6728000000000004,0.39319999999999994,0.6668000000000006,0.3699999999999999
145.0,0.5,0.13,0.7264000000000006,0.5075999999999999,0.7300000000000008,0.5512000000000001
145.0,0.5,0.23,1.0,1.0,0.7516000000000002,0.538
145.0,0.5,0.33,1.0,1.0,0.9352000000000001,0.7964000000000001
145.0,0.5,0.43,1.0,1.0,1.0,1.0
150.0,0.5,0.02,0.6396000000000005,0.39959999999999984,0.6532000000000003,0.3895999999999999
150.0,0.5,0.12,0.7300000000000003,0.566,0.7092000000000005,0.4899999999999999
150.0,0.5,0.22,0.9972,0.9944,0.7588000000000001,0.5655999999999999
150.0,0.5,0.32,1.0,1.0,0.9064000000000003,0.7852
150.0,0.5,0.42,1.0,1.0,1.0,1.0
155.0,0.5,0.01,0.6568000000000004,0.3824,0.6452000000000007,0.37879999999999986
155.0,0.5,0.11,0.7296000000000005,0.5435999999999999,0.7044000000000002,0.4292000000000001
155.0,0.5,0.21,0.9952000000000001,0.9956,0.7668000000000004,0.5352000000000001
155.0,0.5,0.31,1.0,1.0,0.8872000000000001,0.7687999999999999
155.0,0.5,0.41000000000000003,1.0,1.0,1.0,1.0
160.0,0.5,0.0,0.6656000000000004,0.3719999999999999,0.6584000000000007,0.38359999999999994
160.0,0.5,0.1,0.7096000000000001,0.5236,0.6896000000000005,0.4475999999999999
160.0,0.5,0.2,0.9208000000000002,0.8691999999999999,0.7832000000000002,0.5752000000000002
160.0,0.5,0.3,1.0,1.0,0.8764000000000002,0.6772
160.0,0.5,0.4,1.0,1.0,0.996,0.9887999999999999
160.0,0.5,0.5,1.0,1.0,1.0,1.0
165.0,0.5,0.09,0.7056000000000004,0.5028000000000002,0.6800000000000007,0.46680000000000005
165.0,0.5,0.19,0.8528000000000003,0.752,0.7880000000000003,0.6376000000000001
165.0,0.5,0.29,1.0,1.0,0.8367999999999999,0.6716000000000001
165.0,0.5,0.39,1.0,1.0,1.0,0.9828
165.0,0.5,0.49,1.0,1.0,1.0,1.0
170.0,0.5,0.08,0.6952000000000004,0.5500000000000004,0.6996000000000006,0.43520000000000003
170.0,0.5,0.18,0.7544000000000003,0.6367999999999998,0.7112000000000005,0.5183999999999999
170.0,0.5,0.28,1.0,1.0,0.8428000000000003,0.6487999999999999
170.0,0.5,0.38,1.0,1.0,0.9964,0.9752000000000001
170.0,0.5,0.48,1.0,1.0,1.0,1.0
175.0,0.5,0.07,0.7108000000000003,0.5119999999999999,0.6640000000000005,0.42760000000000004
175.0,0.5,0.17,0.7140000000000003,0.5511999999999998,0.7535999999999998,0.5800000000000002
175.0,0.5,0.27,1.0,1.0,0.8344000000000003,0.6444
175.0,0.5,0.37,1.0,1.0,0.9908000000000001,0.9607999999999999
175.0,0.5,0.47000000000000003,1.0,1.0,1.0,1.0
180.0,0.5,0.06,0.6716000000000004,0.49519999999999986,0.6724000000000002,0.3692
180.0,0.5,0.16,0.7092000000000002,0.5571999999999999,0.7592000000000003,0.5304000000000001
180.0,0.5,0.26,1.0,1.0,0.8208000000000003,0.6627999999999998
180.0,0.5,0.36,1.0,1.0,0.9840000000000002,0.9139999999999999
180.0,0.5,0.46,1.0,1.0,1.0,1.0
185.0,0.5,0.05,0.6568000000000004,0.4532,0.6696000000000005,0.3743999999999997
185.0,0.5,0.15,0.7224000000000005,0.5183999999999999,0.7208000000000002,0.5152
185.0,0.5,0.25,1.0,1.0,0.8100000000000002,0.5820000000000001
185.0,0.5,0.35000000000000003,1.0,1.0,0.9780000000000001,0.9083999999999998
185.0,0.5,0.45,1.0,1.0,1.0,1.0
190.0,0.5,0.04,0.6692000000000005,0.41639999999999994,0.6612000000000003,0.3687999999999998
190.0,0.5,0.14,0.7256000000000001,0.5155999999999997,0.6996000000000003,0.5288
190.0,0.5,0.24,1.0,1.0,0.8136000000000003,0.5663999999999999
190.0,0.5,0.34,1.0,1.0,0.9712000000000001,0.9016000000000001
190.0,0.5,0.44,1.0,1.0,1.0,1.0
195.0,0.5,0.03,0.6576000000000005,0.38399999999999984,0.6524000000000006,0.3787999999999998
195.0,0.5,0.13,0.7124000000000005,0.49519999999999986,0.7264000000000002,0.5555999999999998
195.0,0.5,0.23,1.0,1.0,0.7888000000000003,0.5671999999999999
195.0,0.5,0.33,1.0,1.0,0.9392,0.8064
195.0,0.5,0.43,1.0,1.0,1.0,1.0
200.0,0.5,0.02,0.6436000000000004,0.398,0.6596000000000004,0.3615999999999999
200.0,0.5,0.12,0.7032000000000004,0.5368000000000002,0.7196000000000002,0.4788000000000001
200.0,0.5,0.22,1.0,1.0,0.7788,0.6212
200.0,0.5,0.32,1.0,1.0,0.9308000000000001,0.8036
200.0,0.5,0.42,1.0,1.0,1.0,1.0
205.0,0.5,0.01,0.6584000000000004,0.39679999999999976,0.6360000000000007,0.38999999999999985
205.0,0.5,0.11,0.7020000000000003,0.5371999999999999,0.7228000000000003,0.5236
205.0,0.5,0.21,1.0,1.0,0.7684000000000003,0.5792000000000002
205.0,0.5,0.31,1.0,1.0,0.9068,0.7071999999999998
205.0,0.5,0.41000000000000003,1.0,1.0,1.0,1.0
210.0,0.5,0.0,0.6556000000000001,0.3855999999999999,0.6632000000000003,0.37040000000000006
210.0,0.5,0.1,0.6868000000000003,0.5276000000000001,0.6908000000000001,0.4867999999999999
210.0,0.5,0.2,0.9872,0.9743999999999999,0.7808000000000002,0.5759999999999998
210.0,0.5,0.3,1.0,1.0,0.8880000000000003,0.7036
210.0,0.5,0.4,1.0,1.0,1.0,1.0
210.0,0.5,0.5,1.0,1.0,1.0,1.0
215.0,0.5,0.09,0.7176000000000005,0.5020000000000002,0.6920000000000003,0.45239999999999986
215.0,0.5,0.19,0.9216000000000002,0.8748,0.7524000000000004,0.5436
215.0,0.5,0.29,1.0,1.0,0.8796000000000004,0.7003999999999999
215.0,0.5,0.39,1.0,1.0,1.0,1.0
215.0,0.5,0.49,1.0,1.0,1.0,1.0
220.0,0.5,0.08,0.7296,0.5152,0.6964000000000005,0.42359999999999975
220.0,0.5,0.18,0.8016000000000004,0.7168000000000001,0.7500000000000006,0.5851999999999999
220.0,0.5,0.28,1.0,1.0,0.8524000000000003,0.6792
220.0,0.5,0.38,1.0,1.0,1.0,0.9932
220.0,0.5,0.48,1.0,1.0,1.0,1.0
225.0,0.5,0.07,0.7224000000000003,0.5952000000000001,0.6628000000000007,0.44359999999999994
225.0,0.5,0.17,0.7608000000000001,0.6092000000000002,0.7312000000000003,0.5187999999999998
225.0,0.5,0.27,1.0,1.0,0.8620000000000002,0.7088
225.0,0.5,0.37,1.0,1.0,0.992,0.9656
225.0,0.5,0.47000000000000003,1.0,1.0,1.0,1.0
230.0,0.5,0.06,0.6920000000000003,0.5076000000000002,0.6684000000000004,0.41479999999999995
230.0,0.5,0.16,0.7816000000000004,0.6176000000000001,0.7220000000000008,0.5076000000000002
230.0,0.5,0.26,1.0,1.0,0.8388000000000004,0.6172
230.0,0.5,0.36,1.0,1.0,0.9932,0.9428
230.0,0.5,0.46,1.0,1.0,1.0,1.0
235.0,0.5,0.05,0.6752000000000004,0.5056000000000003,0.6588000000000004,0.41119999999999995
235.0,0.5,0.15,0.7528000000000001,0.5799999999999997,0.7368000000000002,0.5755999999999998
235.0,0.5,0.25,1.0,1.0,0.8367999999999998,0.6639999999999998
235.0,0.5,0.35000000000000003,1.0,1.0,0.9675999999999999,0.862
235.0,0.5,0.45,1.0,1.0,1.0,1.0
240.0,0.5,0.04,0.6852000000000005,0.45760000000000006,0.6540000000000004,0.38399999999999984
240.0,0.5,0.14,0.7156000000000005,0.5387999999999998,0.7208000000000006,0.5139999999999998
240.0,0.5,0.24,1.0,1.0,0.7972000000000001,0.6091999999999999
240.0,0.5,0.34,1.0,1.0,0.9835999999999998,0.9124000000000002
240.0,0.5,0.44,1.0,1.0,1.0,1.0
245.0,0.5,0.03,0.6672000000000005,0.43999999999999967,0.6592000000000003,0.38679999999999987
245.0,0.5,0.13,0.7496000000000004,0.5567999999999997,0.7264000000000004,0.4843999999999999
245.0,0.5,0.23,1.0,1.0,0.7792000000000003,0.5956000000000001
245.0,0.5,0.33,1.0,1.0,0.9384000000000001,0.8492000000000003
245.0,0.5,0.43,1.0,1.0,1.0,1.0
250.0,0.5,0.02,0.6624000000000005,0.3975999999999998,0.6572000000000002,0.34879999999999994
250.0,0.5,0.12,0.7240000000000002,0.5619999999999998,0.7336000000000003,0.5100000000000001
250.0,0.5,0.22,1.0,1.0,0.8248000000000004,0.6239999999999999
250.0,0.5,0.32,1.0,1.0,0.9304000000000002,0.7904000000000002
250.0,0.5,0.42,1.0,1.0,1.0,1.0
5.0,0.5,0.02,0.6336000000000006,0.42480000000000007,0.6572000000000005,0.3755999999999998
5.0,0.5,0.12,0.6412000000000003,0.3948,0.6644000000000005,0.4224
5.0,0.5,0.22,0.6568000000000002,0.4307999999999999,0.6888000000000004,0.46840000000000004
5.0,0.5,0.32,0.6776000000000003,0.4808,0.7508000000000004,0.48960000000000004
5.0,0.5,0.42,0.9660000000000004,0.944,0.8460000000000002,0.7008000000000001
10.0,0.5,0.01,0.6244000000000006,0.40800000000000003,0.6248000000000007,0.4111999999999998
10.0,0.5,0.11,0.6200000000000007,0.4492000000000003,0.6656000000000003,0.3968
10.0,0.5,0.21,0.6392000000000005,0.4952000000000001,0.6832000000000003,0.46639999999999987
10.0,0.5,0.31,0.8156000000000004,0.7260000000000001,0.7648000000000001,0.5731999999999998
10.0,0.5,0.41000000000000003,1.0,1.0,0.8644000000000003,0.6848000000000001
15.0,0.5,0.0,0.6436000000000004,0.39880000000000004,0.6576000000000005,0.37760000000000005
15.0,0.5,0.1,0.6276000000000007,0.4276,0.6512000000000007,0.41879999999999995
15.0,0.5,0.2,0.6696000000000008,0.5076,0.7144000000000006,0.4667999999999999
15.0,0.5,0.3,0.9208000000000002,0.866,0.7780000000000002,0.5768000000000001
15.0,0.5,0.4,1.0,1.0,0.8648000000000002,0.7028
15.0,0.5,0.5,1.0,1.0,0.9940000000000001,0.9835999999999998
20.0,0.5,0.09,0.6464000000000004,0.40039999999999976,0.6528000000000007,0.4059999999999999
20.0,0.5,0.19,0.6752000000000004,0.49160000000000004,0.7024000000000004,0.5004000000000001
20.0,0.5,0.29,0.9676,0.9407999999999997,0.7712000000000003,0.5275999999999998
20.0,0.5,0.39,1.0,1.0,0.9068,0.7863999999999994
20.0,0.5,0.49,1.0,1.0,0.9915999999999999,0.9824
25.0,0.5,0.08,0.6432000000000002,0.4728000000000001,0.6328000000000007,0.4099999999999999
25.0,0.5,0.18,0.6952000000000002,0.5179999999999998,0.7424000000000003,0.4911999999999999
25.0,0.5,0.28,0.9908000000000001,0.9800000000000001,0.7984,0.5611999999999998
25.0,0.5,0.38,1.0,1.0,0.8776,0.7191999999999998
25.0,0.5,0.48,1.0,1.0,0.9972,0.9791999999999998
30.0,0.5,0.07,0.6720000000000006,0.4388,0.6700000000000004,0.40480000000000005
30.0,0.5,0.17,0.7236000000000005,0.5179999999999998,0.7376000000000004,0.4788
30.0,0.5,0.27,0.9892,0.9896,0.7556,0.5688
30.0,0.5,0.37,1.0,1.0,0.8556000000000004,0.6719999999999999
30.0,0.5,0.47000000000000003,1.0,1.0,1.0,0.99
35.0,0.5,0.06,0.6632000000000005,0.3963999999999998,0.6652000000000006,0.4023999999999998
35.0,0.5,0.16,0.7072000000000004,0.5072,0.7244000000000002,0.5452000000000001
35.0,0.5,0.26,0.988,0.9764,0.7808000000000002,0.6168000000000001
35.0,0.5,0.36,1.0,1.0,0.8896,0.7460000000000001
35.0,0.5,0.46,1.0,1.0,0.9928,0.9795999999999999
40.0,0.5,0.05,0.6512000000000003,0.4156000000000002,0.6648000000000001,0.3732
40.0,0.5,0.15,0.6868000000000005,0.4775999999999999,0.7068000000000005,0.5008
40.0,0.5,0.25,0.9380000000000004,0.8960000000000001,0.7608000000000003,0.5732
40.0,0.5,0.35000000000000003,1.0,1.0,0.8680000000000004,0.6731999999999999
40.0,0.5,0.45,1.0,1.0,0.9928,0.9776
45.0,0.5,0.04,0.6360000000000006,0.412,0.6520000000000004,0.3996000000000002
45.0,0.5,0.14,0.7112000000000006,0.5384,0.7152000000000005,0.5356000000000001
45.0,0.5,0.24,0.9431999999999999,0.8952,0.7780000000000002,0.5864
45.0,0.5,0.34,1.0,1.0,0.8252000000000003,0.6556000000000002
45.0,0.5,0.44,1.0,1.0,0.998,0.9864
50.0,0.5,0.03,0.6252000000000006,0.4083999999999999,0.6596000000000002,0.3719999999999997
50.0,0.5,0.13,0.6768000000000001,0.48679999999999984,0.7012000000000002,0.4772000000000001
50.0,0.5,0.23,0.888,0.7943999999999999,0.7376000000000001,0.5267999999999998
50.0,0.5,0.33,1.0,1.0,0.8220000000000001,0.6408
50.0,0.5,0.43,1.0,1.0,0.9908,0.9748
55.0,0.5,0.02,0.6444000000000003,0.37679999999999986,0.6596000000000004,0.3767999999999998
55.0,0.5,0.12,0.6948000000000001,0.49360000000000015,0.6976000000000007,0.45439999999999975
55.0,0.5,0.22,0.8168000000000002,0.6963999999999999,0.7060000000000004,0.5068
55.0,0.5,0.32,1.0,1.0,0.8424000000000003,0.6572000000000001
55.0,0.5,0.42,1.0,1.0,0.9899999999999999,0.97
60.0,0.5,0.01,0.6500000000000001,0.3707999999999998,0.6472000000000006,0.3851999999999998
60.0,0.5,0.11,0.6884000000000001,0.5043999999999998,0.6820000000000003,0.4724000000000001
60.0,0.5,0.21,0.7636000000000006,0.6684,0.7396,0.5415999999999999
60.0,0.5,0.31,1.0,1.0,0.8332000000000002,0.6316
60.0,0.5,0.41000000000000003,1.0,1.0,0.982,0.9359999999999999
65.0,0.5,0.0,0.6368000000000006,0.4156,0.6736000000000005,0.35399999999999976
65.0,0.5,0.1,0.6692000000000004,0.5072000000000001,0.6740000000000004,0.4872000000000002
65.0,0.5,0.2,0.7376000000000004,0.5940000000000001,0.7496000000000004,0.5539999999999999
65.0,0.5,0.3,1.0,1.0,0.8188000000000004,0.6436
65.0,0.5,0.4,1.0,1.0,0.9884000000000001,0.9511999999999999
65.0,0.5,0.5,1.0,1.0,1.0,1.0
70.0,0.5,0.09,0.6744000000000006,0.4512,0.6816000000000005,0.41879999999999995
70.0,0.5,0.19,0.7452000000000004,0.5475999999999999,0.7504000000000006,0.5100000000000001
70.0,0.5,0.29,1.0,1.0,0.8260000000000001,0.6076
70.0,0.5,0.39,1.0,1.0,0.9668000000000001,0.9055999999999998
70.0,0.5,0.49,1.0,1.0,1.0,1.0
75.0,0.5,0.08,0.6888000000000004,0.45159999999999983,0.6596000000000004,0.4099999999999999
75.0,0.5,0.18,0.7308000000000001,0.5196000000000001,0.7372000000000003,0.5499999999999999
75.0,0.5,0.28,1.0,1.0,0.8064000000000004,0.6080000000000001
75.0,0.5,0.38,1.0,1.0,0.9731999999999998,0.8904
75.0,0.5,0.48,1.0,1.0,1.0,1.0
80.0,0.5,0.07,0.6580000000000004,0.4771999999999998,0.6800000000000004,0.41359999999999997
80.0,0.5,0.17,0.7236000000000006,0.5416000000000001,0.6908000000000004,0.4671999999999999
80.0,0.5,0.27,1.0,1.0,0.8076000000000002,0.6288
80.0,0.5,0.37,1.0,1.0,0.9320000000000002,0.8555999999999996
80.0,0.5,0.47000000000000003,1.0,1.0,1.0,1.0
85.0,0.5,0.06,0.6600000000000005,0.45679999999999976,0.6736000000000004,0.38
85.0,0.5,0.16,0.6908000000000007,0.5204,0.7444000000000007,0.5212
85.0,0.5,0.26,1.0,1.0,0.7828000000000002,0.5996
85.0,0.5,0.36,1.0,1.0,0.9248000000000001,0.8472
85.0,0.5,0.46,1.0,1.0,1.0,1.0
90.0,0.5,0.05,0.6492000000000004,0.4492000000000002,0.6744000000000004,0.4047999999999999
90.0,0.5,0.15,0.7008000000000006,0.4807999999999999,0.7008000000000004,0.4956000000000003
90.0,0.5,0.25,1.0,1.0,0.7852000000000003,0.6383999999999999
90.0,0.5,0.35000000000000003,1.0,1.0,0.9328,0.8123999999999999
90.0,0.5,0.45,1.0,1.0,1.0,1.0
95.0,0.5,0.04,0.6620000000000006,0.37959999999999977,0.6688000000000004,0.3727999999999998
95.0,0.5,0.14,0.7140000000000003,0.5880000000000001,0.7204000000000005,0.5324
95.0,0.5,0.24,1.0,1.0,0.7848000000000003,0.6196
95.0,0.5,0.34,1.0,1.0,0.9152000000000001,0.8235999999999999
95.0,0.5,0.44,1.0,1.0,1.0,1.0
100.0,0.5,0.03,0.6672000000000001,0.3888,0.6416000000000003,0.3947999999999998
100.0,0.5,0.13,0.7152000000000001,0.4875999999999998,0.7092000000000005,0.4484
100.0,0.5,0.23,0.9952,0.992,0.7476000000000002,0.5460000000000002
100.0,0.5,0.33,1.0,1.0,0.8656000000000005,0.6991999999999997
100.0,0.5,0.43,1.0,1.0,1.0,1.0
105.0,0.5,0.02,0.6616000000000005,0.39719999999999983,0.6576000000000005,0.39239999999999986
105.0,0.5,0.12,0.7268000000000001,0.5127999999999999,0.7012000000000002,0.45400000000000007
105.0,0.5,0.22,0.9928,0.9856,0.7984000000000003,0.6147999999999999
105.0,0.5,0.32,1.0,1.0,0.9064000000000003,0.7691999999999998
105.0,0.5,0.42,1.0,1.0,1.0,0.9948
110.0,0.5,0.01,0.6588000000000004,0.3871999999999998,0.6676000000000006,0.37759999999999994
110.0,0.5,0.11,0.7100000000000002,0.5224,0.6968000000000003,0.49039999999999995
110.0,0.5,0.21,0.9364000000000003,0.8899999999999997,0.7604000000000002,0.5727999999999998
110.0,0.5,0.31,1.0,1.0,0.8828000000000001,0.7048000000000003
110.0,0.5,0.41000000000000003,1.0,1.0,1.0,0.988
115.0,0.5,0.0,0.6700000000000004,0.39080000000000015,0.6600000000000007,0.37639999999999985
115.0,0.5,0.1,0.7100000000000004,0.4715999999999999,0.7320000000000002,0.5132000000000001
115.0,0.5,0.2,0.8608000000000001,0.7496,0.7848,0.5775999999999999
115.0,0.5,0.3,1.0,1.0,0.862,0.6744
115.0,0.5,0.4,1.0,1.0,0.9952000000000001,0.9728
115.0,0.5,0.5,1.0,1.0,1.0,1.0
120.0,0.5,0.09,0.6872000000000004,0.4511999999999999,0.6972000000000004,0.42680000000000007
120.0,0.5,0.19,0.7412000000000005,0.5920000000000001,0.762,0.5251999999999999
120.0,0.5,0.29,1.0,1.0,0.8295999999999999,0.662
120.0,0.5,0.39,1.0,1.0,0.9992,0.9944
120.0,0.5,0.49,1.0,1.0,1.0,1.0
125.0,0.5,0.08,0.6996000000000001,0.48999999999999977,0.6704000000000004,0.44599999999999995
125.0,0.5,0.18,0.7400000000000003,0.5899999999999999,0.7440000000000001,0.5968000000000003
125.0,0.5,0.28,1.0,1.0,0.8376000000000002,0.6436
125.0,0.5,0.38,1.0,1.0,0.9864,0.9544
125.0,0.5,0.48,1.0,1.0,1.0,1.0
130.0,0.5,0.07,0.7140000000000002,0.4792,0.6724000000000003,0.3868
130.0,0.5,0.17,0.7172000000000004,0.5732,0.7008000000000004,0.5015999999999999
130.0,0.5,0.27,1.0,1.0,0.8008000000000004,0.5759999999999998
130.0,0.5,0.37,1.0,1.0,0.982,0.9263999999999999
130.0,0.5,0.47000000000000003,1.0,1.0,1.0,1.0
135.0,0.5,0.06,0.6824000000000006,0.5064,0.6568000000000008,0.4075999999999999
135.0,0.5,0.16,0.7408000000000006,0.5611999999999999,0.7388000000000006,0.5323999999999999
135.0,0.5,0.26,1.0,1.0,0.8088000000000002,0.5851999999999999
135.0,0.5,0.36,1.0,1.0,0.9564000000000001,0.8896
135.0,0.5,0.46,1.0,1.0,1.0,1.0
140.0,0.5,0.05,0.6688000000000004,0.4563999999999999,0.6468000000000004,0.4120000000000001
140.0,0.5,0.15,0.7140000000000003,0.5155999999999998,0.6912000000000001,0.5132000000000003
140.0,0.5,0.25,1.0,1.0,0.8104000000000002,0.6
140.0,0.5,0.35000000000000003,1.0,1.0,0.9660000000000001,0.8636000000000001
140.0,0.5,0.45,1.0,1.0,1.0,1.0
145.0,0.5,0.04,0.6708000000000004,0.4275999999999999,0.6468000000000005,0.3768
145.0,0.5,0.14,0.7196000000000007,0.4987999999999999,0.6856000000000008,0.45319999999999994
145.0,0.5,0.24,1.0,1.0,0.7656000000000005,0.5203999999999998
145.0,0.5,0.34,1.0,1.0,0.9392,0.8003999999999999
145.0,0.5,0.44,1.0,1.0,1.0,1.0
150.0,0.5,0.03,0.6552000000000003,0.3927999999999999,0.6792000000000001,0.3515999999999999
150.0,0.5,0.13,0.6888000000000004,0.48960000000000004,0.7208000000000006,0.47279999999999994
150.0,0.5,0.23,1.0,1.0,0.7956000000000006,0.5943999999999999
150.0,0.5,0.33,1.0,1.0,0.9175999999999999,0.7779999999999998
150.0,0.5,0.43,1.0,1.0,1.0,1.0
155.0,0.5,0.02,0.6432000000000002,0.4019999999999998,0.6548000000000005,0.3767999999999999
155.0,0.5,0.12,0.7116000000000001,0.5532,0.7020000000000004,0.5207999999999998
155.0,0.5,0.22,1.0,1.0,0.792,0.5903999999999998
155.0,0.5,0.32,1.0,1.0,0.9204000000000001,0.7680000000000002
155.0,0.5,0.42,1.0,1.0,1.0,1.0
160.0,0.5,0.01,0.6528000000000005,0.36400000000000005,0.6536000000000003,0.3799999999999998
160.0,0.5,0.11,0.6956000000000006,0.5352000000000001,0.6988000000000004,0.42
160.0,0.5,0.21,0.9936000000000001,0.9912000000000001,0.7788000000000003,0.5587999999999999
160.0,0.5,0.31,1.0,1.0,0.9256,0.6951999999999999
160.0,0.5,0.41000000000000003,1.0,1.0,0.9987999999999999,0.9924
165.0,0.5,0.0,0.6472000000000007,0.4139999999999999,0.6584000000000007,0.3716
165.0,0.5,0.1,0.7168000000000003,0.4867999999999999,0.6960000000000004,0.43999999999999995
165.0,0.5,0.2,0.9611999999999999,0.9404,0.7752000000000002,0.57
165.0,0.5,0.3,1.0,1.0,0.9028,0.7595999999999999
165.0,0.5,0.4,1.0,1.0,1.0,1.0
165.0,0.5,0.5,1.0,1.0,1.0,1.0
170.0,0.5,0.09,0.7156000000000001,0.5176000000000001,0.7052000000000003,0.3868000000000001
170.0,0.5,0.19,0.8352,0.7452000000000001,0.7516000000000002,0.5488
170.0,0.5,0.29,1.0,1.0,0.8480000000000001,0.6851999999999998
170.0,0.5,0.39,1.0,1.0,0.998,0.9928
170.0,0.5,0.49,1.0,1.0,1.0,1.0
175.0,0.5,0.08,0.7112000000000005,0.5140000000000002,0.6804000000000008,0.40639999999999993
175.0,0.5,0.18,0.7588000000000001,0.6447999999999999,0.7484000000000001,0.4868
175.0,0.5,0.28,1.0,1.0,0.8295999999999999,0.6243999999999998
175.0,0.5,0.38,1.0,1.0,0.9968,0.9752
175.0,0.5,0.48,1.0,1.0,1.0,1.0
180.0,0.5,0.07,0.7152000000000005,0.5047999999999999,0.6768000000000005,0.4035999999999999
180.0,0.5,0.17,0.7676000000000001,0.6364,0.7244000000000004,0.5247999999999999
180.0,0.5,0.27,1.0,1.0,0.8300000000000004,0.6320000000000002
180.0,0.5,0.37,1.0,1.0,0.9799999999999999,0.9319999999999999
180.0,0.5,0.47000000000000003,1.0,1.0,1.0,1.0
185.0,0.5,0.06,0.6740000000000004,0.5168,0.6552000000000002,0.4331999999999999
185.0,0.5,0.16,0.7052000000000007,0.5179999999999999,0.7316000000000007,0.4928
185.0,0.5,0.26,1.0,1.0,0.8004000000000001,0.6004
185.0,0.5,0.36,1.0,1.0,0.98,0.9148
185.0,0.5,0.46,1.0,1.0,1.0,1.0
190.0,0.5,0.05,0.6820000000000003,0.4543999999999999,0.6408000000000006,0.39519999999999983
190.0,0.5,0.15,0.7524000000000001,0.5311999999999998,0.7568000000000003,0.49479999999999974
190.0,0.5,0.25,1.0,1.0,0.8256000000000003,0.6868000000000002
190.0,0.5,0.35000000000000003,1.0,1.0,0.9655999999999999,0.9180000000000001
190.0,0.5,0.45,1.0,1.0,1.0,1.0
