p,delta,m,omni_power_1,omni_power_2,omni_power_3,mase_power_1,mase_power_2,mase_power_3
0.5,0.0,245.0,0.04,0.06,0.06,0.02,0.0,0.08
0.5,0.24,240.0,1.0,0.02,0.0,1.0,0.6,0.5
0.5,0.23,240.0,1.0,0.04,0.1,1.0,0.58,0.58
0.5,0.22,240.0,1.0,0.0,0.1,1.0,0.76,0.7
0.5,0.21,240.0,1.0,0.02,0.04,1.0,0.7,0.72
0.5,0.2,240.0,1.0,0.08,0.14,1.0,0.7,0.7
0.5,0.19,240.0,1.0,0.12,0.14,1.0,0.86,0.72
0.5,0.18,240.0,1.0,0.52,0.54,1.0,0.8,0.68
0.5,0.17,240.0,1.0,0.78,0.74,1.0,0.76,0.72
0.5,0.16,240.0,1.0,0.9,0.9,1.0,0.76,0.7
0.5,0.15,240.0,1.0,0.7,0.74,1.0,0.82,0.7
0.5,0.14,240.0,1.0,0.9,0.88,1.0,0.74,0.7
0.5,0.13,240.0,1.0,0.68,0.66,1.0,0.86,0.8
0.5,0.12,240.0,1.0,0.76,0.68,1.0,0.9,0.8
0.5,0.11,240.0,1.0,0.78,0.72,1.0,0.9,0.84
0.5,0.1,240.0,1.0,0.72,0.66,1.0,0.9,0.76
0.5,0.09,240.0,1.0,0.9,0.78,1.0,0.96,0.84
0.5,0.08,240.0,1.0,0.92,0.82,1.0,0.96,0.8
0.5,0.07,240.0,1.0,0.86,0.74,1.0,0.98,0.82
0.5,0.06,240.0,1.0,0.8,0.72,1.0,0.98,0.8
0.5,0.05,240.0,0.98,0.88,0.6,0.96,0.98,0.72
0.5,0.04,240.0,1.0,0.9,0.5,1.0,0.96,0.66
0.5,0.03,240.0,0.96,0.9,0.38,0.9,0.92,0.46
0.5,0.02,240.0,0.72,0.68,0.28,0.66,0.7,0.24
0.5,0.01,240.0,0.3,0.18,0.12,0.3,0.2,0.1
0.5,0.0,240.0,0.08,0.06,0.04,0.06,0.06,0.04
0.5,0.24,235.0,1.0,0.12,0.04,1.0,0.58,0.46
0.5,0.23,235.0,1.0,0.04,0.02,1.0,0.72,0.64
0.5,0.22,235.0,1.0,0.08,0.1,1.0,0.68,0.54
0.5,0.21,235.0,1.0,0.04,0.02,1.0,0.74,0.68
0.5,0.2,235.0,1.0,0.0,0.1,1.0,0.72,0.62
0.5,0.19,235.0,1.0,0.24,0.26,1.0,0.62,0.62
0.5,0.18,235.0,1.0,0.54,0.56,1.0,0.76,0.7
0.5,0.17,235.0,1.0,0.7,0.64,1.0,0.82,0.7
0.5,0.16,235.0,1.0,0.84,0.8,1.0,0.76,0.74
0.5,0.15,235.0,1.0,0.8,0.74,1.0,0.78,0.62
0.5,0.14,235.0,1.0,0.76,0.72,1.0,0.84,0.7
0.5,0.13,235.0,1.0,0.86,0.84,1.0,0.8,0.74
0.5,0.12,235.0,1.0,0.92,0.92,1.0,0.78,0.66
0.5,0.11,235.0,1.0,0.74,0.72,1.0,0.86,0.82
0.5,0.1,235.0,1.0,0.8,0.66,1.0,0.86,0.78
0.5,0.09,235.0,1.0,0.84,0.76,1.0,0.96,0.88
0.5,0.08,235.0,1.0,0.8,0.76,1.0,0.96,0.78
0.5,0.07,235.0,1.0,0.8,0.7,1.0,0.98,0.74
0.5,0.06,235.0,0.98,0.94,0.78,1.0,0.96,0.78
0.5,0.05,235.0,1.0,0.94,0.58,1.0,0.98,0.76
0.5,0.04,235.0,0.94,0.92,0.46,1.0,0.98,0.58
0.5,0.03,235.0,0.94,0.9,0.5,0.96,0.92,0.5
0.5,0.02,235.0,0.58,0.68,0.32,0.7,0.64,0.22
0.5,0.01,235.0,0.16,0.24,0.12,0.24,0.28,0.06
0.5,0.0,235.0,0.08,0.14,0.0,0.06,0.04,0.06
0.5,0.24,230.0,1.0,0.06,0.02,1.0,0.66,0.64
0.5,0.23,230.0,1.0,0.02,0.04,1.0,0.8,0.68
0.5,0.22,230.0,1.0,0.04,0.04,1.0,0.74,0.66
0.5,0.21,230.0,1.0,0.06,0.0,1.0,0.8,0.68
0.5,0.2,230.0,1.0,0.08,0.06,1.0,0.72,0.68
0.5,0.19,230.0,1.0,0.18,0.16,1.0,0.86,0.8
0.5,0.18,230.0,1.0,0.58,0.52,1.0,0.74,0.7
0.5,0.17,230.0,1.0,0.68,0.66,1.0,0.9,0.78
0.5,0.16,230.0,1.0,0.7,0.7,1.0,0.84,0.78
0.5,0.15,230.0,1.0,0.78,0.74,1.0,0.82,0.74
0.5,0.14,230.0,1.0,0.74,0.66,1.0,0.84,0.76
0.5,0.13,230.0,1.0,0.72,0.74,1.0,0.86,0.74
0.5,0.12,230.0,1.0,0.7,0.62,1.0,0.76,0.7
0.5,0.11,230.0,1.0,0.86,0.76,1.0,0.92,0.8
0.5,0.1,230.0,1.0,0.74,0.66,1.0,0.94,0.78
0.5,0.09,230.0,1.0,0.78,0.78,1.0,0.96,0.84
0.5,0.08,230.0,1.0,0.86,0.76,1.0,0.98,0.76
0.5,0.07,230.0,1.0,0.88,0.74,1.0,0.96,0.78
0.5,0.06,230.0,1.0,0.84,0.64,1.0,0.96,0.66
0.5,0.05,230.0,1.0,0.92,0.6,0.98,1.0,0.68
0.5,0.04,230.0,1.0,0.9,0.54,0.96,0.98,0.7
0.5,0.03,230.0,0.86,0.88,0.58,0.96,0.96,0.32
0.5,0.02,230.0,0.72,0.66,0.26,0.76,0.6,0.28
0.5,0.01,230.0,0.22,0.16,0.16,0.24,0.16,0.18
0.5,0.0,230.0,0.04,0.04,0.0,0.06,0.12,0.02
0.5,0.24,225.0,1.0,0.06,0.02,1.0,0.7,0.46
0.5,0.23,225.0,1.0,0.06,0.02,1.0,0.56,0.42
0.5,0.22,225.0,1.0,0.1,0.0,1.0,0.76,0.68
0.5,0.21,225.0,1.0,0.02,0.12,1.0,0.84,0.74
0.5,0.2,225.0,1.0,0.08,0.06,1.0,0.76,0.72
0.5,0.19,225.0,1.0,0.14,0.12,1.0,0.72,0.62
0.5,0.18,225.0,1.0,0.56,0.54,1.0,0.86,0.74
0.5,0.17,225.0,1.0,0.66,0.64,1.0,0.76,0.76
0.5,0.16,225.0,1.0,0.82,0.74,1.0,0.84,0.78
0.5,0.15,225.0,1.0,0.74,0.7,1.0,0.84,0.78
0.5,0.14,225.0,1.0,0.78,0.74,1.0,0.88,0.7
0.5,0.13,225.0,1.0,0.84,0.82,1.0,0.86,0.74
0.5,0.12,225.0,1.0,0.8,0.76,1.0,0.9,0.74
0.5,0.11,225.0,1.0,0.8,0.74,1.0,0.92,0.78
0.5,0.1,225.0,1.0,0.86,0.78,1.0,0.96,0.86
0.5,0.09,225.0,1.0,0.84,0.8,1.0,0.96,0.78
0.5,0.08,225.0,1.0,0.9,0.68,1.0,1.0,0.78
0.5,0.07,225.0,1.0,0.86,0.84,1.0,1.0,0.8
0.5,0.06,225.0,1.0,0.92,0.56,1.0,0.96,0.72
0.5,0.05,225.0,1.0,0.9,0.58,1.0,0.98,0.7
0.5,0.04,225.0,1.0,0.92,0.5,1.0,1.0,0.66
0.5,0.03,225.0,0.94,0.92,0.48,0.96,0.9,0.5
0.5,0.02,225.0,0.64,0.58,0.2,0.74,0.72,0.32
0.5,0.01,225.0,0.26,0.2,0.02,0.22,0.18,0.12
0.5,0.0,225.0,0.08,0.06,0.08,0.04,0.04,0.02
0.5,0.24,220.0,1.0,0.02,0.04,1.0,0.74,0.66
0.5,0.23,220.0,1.0,0.08,0.04,1.0,0.66,0.66
0.5,0.22,220.0,1.0,0.06,0.04,1.0,0.66,0.56
0.5,0.21,220.0,1.0,0.08,0.04,1.0,0.74,0.72
0.5,0.2,220.0,1.0,0.14,0.04,1.0,0.8,0.68
0.5,0.19,220.0,1.0,0.3,0.28,1.0,0.8,0.68
0.5,0.18,220.0,1.0,0.56,0.54,1.0,0.76,0.64
0.5,0.17,220.0,1.0,0.82,0.76,1.0,0.86,0.7
0.5,0.16,220.0,1.0,0.78,0.78,1.0,0.8,0.7
0.5,0.15,220.0,1.0,0.76,0.74,1.0,0.84,0.78
0.5,0.14,220.0,1.0,0.8,0.76,1.0,0.8,0.78
0.5,0.13,220.0,1.0,0.78,0.74,1.0,0.76,0.7
0.5,0.12,220.0,1.0,0.86,0.82,1.0,0.92,0.86
0.5,0.11,220.0,1.0,0.86,0.74,1.0,0.96,0.9
0.5,0.1,220.0,1.0,0.9,0.84,1.0,0.94,0.74
0.5,0.09,220.0,1.0,0.78,0.68,1.0,0.86,0.7
0.5,0.08,220.0,1.0,0.84,0.66,1.0,0.96,0.76
0.5,0.07,220.0,1.0,0.9,0.7,1.0,0.98,0.8
0.5,0.06,220.0,1.0,0.88,0.64,1.0,1.0,0.74
0.5,0.05,220.0,1.0,0.94,0.58,1.0,1.0,0.72
0.5,0.04,220.0,0.98,0.88,0.58,1.0,0.96,0.48
0.5,0.03,220.0,0.9,0.84,0.5,0.92,0.88,0.54
0.5,0.02,220.0,0.7,0.7,0.24,0.62,0.62,0.24
0.5,0.01,220.0,0.22,0.12,0.04,0.28,0.16,0.16
0.5,0.0,220.0,0.02,0.06,0.04,0.1,0.02,0.08
0.5,0.24,215.0,1.0,0.1,0.08,1.0,0.64,0.54
0.5,0.23,215.0,1.0,0.06,0.02,1.0,0.84,0.72
0.5,0.22,215.0,1.0,0.06,0.06,1.0,0.8,0.72
0.5,0.21,215.0,1.0,0.1,0.06,1.0,0.72,0.62
0.5,0.2,215.0,1.0,0.0,0.0,1.0,0.72,0.64
0.5,0.19,215.0,1.0,0.28,0.22,1.0,0.7,0.6
0.5,0.18,215.0,1.0,0.56,0.52,1.0,0.64,0.52
0.5,0.17,215.0,1.0,0.74,0.76,1.0,0.86,0.74
0.5,0.16,215.0,1.0,0.8,0.78,1.0,0.8,0.72
0.5,0.15,215.0,1.0,0.76,0.7,1.0,0.82,0.78
0.5,0.14,215.0,1.0,0.7,0.68,1.0,0.78,0.74
0.5,0.13,215.0,1.0,0.74,0.72,1.0,0.84,0.64
0.5,0.12,215.0,1.0,0.82,0.7,1.0,0.92,0.84
0.5,0.11,215.0,1.0,0.78,0.7,1.0,0.94,0.88
0.5,0.1,215.0,1.0,0.82,0.76,1.0,0.88,0.7
0.5,0.09,215.0,1.0,0.8,0.68,1.0,0.94,0.82
0.5,0.08,215.0,1.0,0.84,0.78,1.0,0.94,0.78
0.5,0.07,215.0,1.0,0.86,0.72,1.0,1.0,0.88
0.5,0.06,215.0,1.0,0.88,0.7,1.0,0.96,0.8
0.5,0.05,215.0,1.0,1.0,0.62,0.98,1.0,0.7
0.5,0.04,215.0,1.0,0.94,0.54,1.0,0.98,0.46
0.5,0.03,215.0,0.84,0.94,0.48,0.96,0.94,0.44
0.5,0.02,215.0,0.64,0.52,0.24,0.7,0.48,0.26
0.5,0.01,215.0,0.3,0.24,0.08,0.2,0.18,0.12
0.5,0.0,215.0,0.02,0.02,0.02,0.1,0.0,0.06
0.5,0.24,210.0,1.0,0.08,0.06,1.0,0.62,0.58
0.5,0.23,210.0,1.0,0.04,0.1,1.0,0.62,0.6
0.5,0.22,210.0,1.0,0.04,0.08,1.0,0.72,0.56
0.5,0.21,210.0,1.0,0.04,0.04,1.0,0.66,0.6
0.5,0.2,210.0,1.0,0.1,0.1,1.0,0.8,0.76
0.5,0.19,210.0,1.0,0.24,0.18,1.0,0.9,0.74
0.5,0.18,210.0,1.0,0.56,0.52,1.0,0.9,0.78
0.5,0.17,210.0,1.0,0.62,0.58,1.0,0.78,0.7
0.5,0.16,210.0,1.0,0.74,0.72,1.0,0.78,0.7
0.5,0.15,210.0,1.0,0.7,0.6,1.0,0.92,0.84
0.5,0.14,210.0,1.0,0.76,0.8,1.0,0.88,0.84
0.5,0.13,210.0,1.0,0.8,0.72,1.0,0.9,0.86
0.5,0.12,210.0,1.0,0.78,0.8,1.0,0.88,0.7
0.5,0.11,210.0,1.0,0.76,0.72,1.0,0.86,0.74
0.5,0.1,210.0,1.0,0.84,0.78,1.0,0.92,0.74
0.5,0.09,210.0,1.0,0.78,0.7,1.0,0.88,0.76
0.5,0.08,210.0,1.0,0.92,0.76,1.0,0.98,0.72
0.5,0.07,210.0,1.0,0.92,0.7,1.0,1.0,0.7
0.5,0.06,210.0,1.0,0.86,0.56,1.0,0.98,0.76
0.5,0.05,210.0,0.98,0.96,0.66,1.0,1.0,0.74
0.5,0.04,210.0,0.98,0.92,0.6,0.98,0.94,0.54
0.5,0.03,210.0,0.94,0.9,0.3,0.92,0.92,0.32
0.5,0.02,210.0,0.68,0.58,0.26,0.58,0.68,0.24
0.5,0.01,210.0,0.36,0.18,0.16,0.26,0.3,0.06
0.5,0.0,210.0,0.02,0.06,0.06,0.08,0.02,0.06
0.5,0.24,205.0,1.0,0.12,0.04,1.0,0.76,0.6
0.5,0.23,205.0,1.0,0.02,0.06,1.0,0.7,0.58
0.5,0.22,205.0,1.0,0.0,0.04,1.0,0.72,0.66
0.5,0.21,205.0,1.0,0.08,0.02,1.0,0.7,0.58
0.5,0.2,205.0,1.0,0.06,0.06,1.0,0.76,0.68
0.5,0.19,205.0,1.0,0.22,0.26,1.0,0.78,0.74
0.5,0.18,205.0,1.0,0.72,0.72,1.0,0.7,0.7
0.5,0.17,205.0,1.0,0.74,0.76,1.0,0.86,0.8
0.5,0.16,205.0,1.0,0.74,0.72,1.0,0.82,0.76
0.5,0.15,205.0,1.0,0.78,0.74,1.0,0.72,0.6
0.5,0.14,205.0,1.0,0.8,0.74,1.0,0.78,0.72
0.5,0.13,205.0,1.0,0.82,0.84,1.0,0.9,0.74
0.5,0.12,205.0,1.0,0.7,0.62,1.0,0.84,0.78
0.5,0.11,205.0,1.0,0.86,0.84,1.0,0.88,0.62
0.5,0.1,205.0,1.0,0.78,0.68,1.0,0.94,0.86
0.5,0.09,205.0,1.0,0.84,0.68,1.0,0.9,0.84
0.5,0.08,205.0,1.0,0.92,0.8,1.0,1.0,0.78
0.5,0.07,205.0,1.0,0.86,0.7,1.0,1.0,0.88
0.5,0.06,205.0,1.0,0.88,0.62,1.0,0.98,0.86
0.5,0.05,205.0,1.0,0.9,0.56,1.0,0.96,0.64
0.5,0.04,205.0,0.98,0.96,0.46,0.98,0.94,0.38
0.5,0.03,205.0,0.9,0.86,0.38,0.94,0.86,0.34
0.5,0.02,205.0,0.52,0.66,0.18,0.64,0.62,0.3
0.5,0.01,205.0,0.26,0.24,0.06,0.18,0.2,0.12
0.5,0.0,205.0,0.06,0.02,0.06,0.02,0.1,0.08
0.5,0.24,200.0,1.0,0.1,0.08,1.0,0.7,0.66
0.5,0.23,200.0,1.0,0.06,0.08,1.0,0.76,0.72
0.5,0.22,200.0,1.0,0.06,0.02,1.0,0.62,0.54
0.5,0.21,200.0,1.0,0.0,0.04,1.0,0.66,0.54
0.5,0.2,200.0,1.0,0.06,0.1,1.0,0.72,0.54
0.5,0.19,200.0,1.0,0.34,0.38,1.0,0.76,0.64
0.5,0.18,200.0,1.0,0.6,0.6,1.0,0.7,0.64
0.5,0.17,200.0,1.0,0.74,0.72,1.0,0.78,0.76
0.5,0.16,200.0,1.0,0.7,0.7,1.0,0.74,0.68
0.5,0.15,200.0,1.0,0.82,0.8,1.0,0.8,0.78
0.5,0.14,200.0,1.0,0.84,0.84,1.0,0.84,0.78
0.5,0.13,200.0,1.0,0.66,0.6,1.0,0.82,0.74
0.5,0.12,200.0,1.0,0.8,0.8,1.0,0.86,0.8
0.5,0.11,200.0,1.0,0.82,0.74,1.0,0.88,0.78
0.5,0.1,200.0,1.0,0.78,0.62,1.0,0.92,0.86
0.5,0.09,200.0,1.0,0.78,0.64,1.0,0.98,0.88
0.5,0.08,200.0,1.0,0.96,0.86,1.0,0.96,0.82
0.5,0.07,200.0,1.0,0.88,0.7,1.0,0.94,0.84
0.5,0.06,200.0,1.0,0.88,0.74,1.0,1.0,0.72
0.5,0.05,200.0,1.0,0.9,0.66,1.0,1.0,0.64
0.5,0.04,200.0,1.0,0.96,0.54,0.96,0.92,0.54
0.5,0.03,200.0,0.88,0.92,0.44,0.9,0.84,0.36
0.5,0.02,200.0,0.6,0.58,0.22,0.7,0.66,0.26
0.5,0.01,200.0,0.24,0.18,0.06,0.2,0.3,0.1
0.5,0.0,200.0,0.02,0.1,0.04,0.04,0.06,0.08
0.5,0.24,195.0,1.0,0.06,0.04,1.0,0.74,0.66
0.5,0.23,195.0,1.0,0.02,0.02,1.0,0.7,0.6
0.5,0.22,195.0,1.0,0.06,0.04,1.0,0.8,0.72
0.5,0.21,195.0,1.0,0.04,0.04,1.0,0.72,0.62
0.5,0.2,195.0,1.0,0.08,0.08,1.0,0.76,0.64
0.5,0.19,195.0,1.0,0.26,0.28,1.0,0.8,0.64
0.5,0.18,195.0,1.0,0.6,0.56,1.0,0.84,0.68
0.5,0.17,195.0,1.0,0.76,0.78,1.0,0.82,0.64
0.5,0.16,195.0,1.0,0.68,0.64,1.0,0.86,0.74
0.5,0.15,195.0,1.0,0.72,0.68,1.0,0.82,0.74
0.5,0.14,195.0,1.0,0.64,0.6,1.0,0.82,0.76
0.5,0.13,195.0,1.0,0.8,0.68,1.0,0.88,0.78
0.5,0.12,195.0,1.0,0.82,0.78,1.0,0.84,0.76
0.5,0.11,195.0,1.0,0.76,0.68,1.0,0.92,0.78
0.5,0.1,195.0,1.0,0.8,0.66,1.0,0.92,0.76
0.5,0.09,195.0,1.0,0.82,0.72,1.0,0.98,0.9
0.5,0.08,195.0,1.0,0.9,0.7,1.0,0.98,0.76
0.5,0.07,195.0,1.0,0.86,0.62,1.0,0.96,0.8
0.5,0.06,195.0,1.0,0.94,0.74,1.0,1.0,0.68
0.5,0.05,195.0,1.0,0.94,0.58,1.0,0.94,0.62
0.5,0.04,195.0,0.92,0.94,0.64,1.0,0.96,0.64
0.5,0.03,195.0,0.86,0.82,0.32,0.9,0.9,0.4
0.5,0.02,195.0,0.64,0.62,0.18,0.66,0.64,0.14
0.5,0.01,195.0,0.24,0.2,0.04,0.18,0.18,0.08
0.5,0.0,195.0,0.08,0.02,0.02,0.04,0.02,0.06
0.5,0.24,190.0,1.0,0.1,0.02,1.0,0.8,0.66
0.5,0.23,190.0,1.0,0.06,0.02,1.0,0.7,0.56
0.5,0.22,190.0,1.0,0.04,0.04,1.0,0.62,0.54
0.5,0.21,190.0,1.0,0.02,0.06,1.0,0.76,0.72
0.5,0.2,190.0,1.0,0.1,0.08,1.0,0.78,0.7
0.5,0.19,190.0,1.0,0.24,0.2,1.0,0.76,0.62
0.5,0.18,190.0,1.0,0.6,0.6,1.0,0.7,0.68
0.5,0.17,190.0,1.0,0.78,0.76,1.0,0.84,0.74
0.5,0.16,190.0,1.0,0.74,0.72,1.0,0.84,0.76
0.5,0.15,190.0,1.0,0.8,0.78,1.0,0.8,0.7
0.5,0.14,190.0,1.0,0.86,0.8,1.0,0.88,0.8
0.5,0.13,190.0,1.0,0.74,0.68,1.0,0.84,0.72
0.5,0.12,190.0,1.0,0.76,0.74,1.0,0.84,0.64
0.5,0.11,190.0,1.0,0.86,0.88,1.0,0.92,0.86
0.5,0.1,190.0,1.0,0.78,0.78,1.0,0.86,0.8
0.5,0.09,190.0,1.0,0.8,0.74,1.0,0.9,0.8
0.5,0.08,190.0,1.0,0.88,0.76,1.0,1.0,0.74
0.5,0.07,190.0,1.0,0.92,0.82,1.0,0.98,0.78
0.5,0.06,190.0,1.0,0.84,0.48,1.0,0.98,0.68
0.5,0.05,190.0,0.96,0.98,0.56,0.98,0.96,0.58
0.5,0.04,190.0,0.96,0.92,0.54,0.98,0.88,0.52
0.5,0.03,190.0,0.9,0.86,0.34,0.88,0.9,0.3
0.5,0.02,190.0,0.58,0.68,0.2,0.6,0.64,0.14
0.5,0.01,190.0,0.16,0.22,0.04,0.22,0.06,0.04
0.5,0.0,190.0,0.04,0.1,0.1,0.08,0.1,0.02
0.5,0.24,185.0,1.0,0.12,0.08,1.0,0.68,0.58
0.5,0.23,185.0,1.0,0.04,0.04,1.0,0.66,0.52
0.5,0.22,185.0,1.0,0.02,0.04,1.0,0.64,0.64
0.5,0.21,185.0,1.0,0.06,0.02,1.0,0.82,0.72
0.5,0.2,185.0,1.0,0.08,0.1,1.0,0.8,0.7
0.5,0.19,185.0,1.0,0.36,0.42,1.0,0.74,0.62
0.5,0.18,185.0,1.0,0.68,0.68,1.0,0.86,0.76
0.5,0.17,185.0,1.0,0.8,0.76,1.0,0.86,0.78
0.5,0.16,185.0,1.0,0.84,0.8,1.0,0.9,0.82
0.5,0.15,185.0,1.0,0.74,0.66,1.0,0.86,0.78
0.5,0.14,185.0,1.0,0.8,0.76,1.0,0.82,0.7
0.5,0.13,185.0,1.0,0.76,0.7,1.0,0.88,0.78
0.5,0.12,185.0,1.0,0.68,0.62,1.0,0.92,0.82
0.5,0.11,185.0,1.0,0.82,0.7,1.0,0.8,0.76
0.5,0.1,185.0,1.0,0.74,0.72,1.0,0.94,0.7
0.5,0.09,185.0,1.0,0.84,0.68,1.0,0.96,0.84
0.5,0.08,185.0,1.0,0.86,0.72,1.0,0.96,0.74
0.5,0.07,185.0,0.98,0.96,0.86,1.0,0.96,0.78
0.5,0.06,185.0,1.0,0.9,0.72,1.0,0.96,0.68
0.5,0.05,185.0,1.0,0.9,0.58,1.0,1.0,0.62
0.5,0.04,185.0,0.92,0.92,0.56,1.0,0.94,0.46
0.5,0.03,185.0,0.86,0.88,0.44,0.88,0.86,0.34
0.5,0.02,185.0,0.66,0.54,0.16,0.46,0.62,0.22
0.5,0.01,185.0,0.2,0.28,0.08,0.14,0.22,0.16
0.5,0.0,185.0,0.04,0.02,0.06,0.04,0.08,0.04
0.5,0.24,180.0,1.0,0.06,0.06,1.0,0.72,0.66
0.5,0.23,180.0,1.0,0.04,0.04,1.0,0.7,0.68
0.5,0.22,180.0,1.0,0.0,0.06,1.0,0.76,0.6
0.5,0.21,180.0,1.0,0.06,0.04,1.0,0.72,0.64
0.5,0.2,180.0,1.0,0.22,0.1,1.0,0.82,0.66
0.5,0.19,180.0,1.0,0.3,0.36,1.0,0.58,0.52
0.5,0.18,180.0,1.0,0.62,0.6,1.0,0.8,0.68
0.5,0.17,180.0,1.0,0.82,0.78,1.0,0.8,0.78
0.5,0.16,180.0,1.0,0.76,0.76,1.0,0.76,0.76
0.5,0.15,180.0,1.0,0.82,0.82,1.0,0.88,0.78
0.5,0.14,180.0,1.0,0.74,0.72,1.0,0.88,0.8
0.5,0.13,180.0,1.0,0.62,0.68,1.0,0.8,0.72
0.5,0.12,180.0,1.0,0.72,0.72,1.0,0.84,0.74
0.5,0.11,180.0,1.0,0.66,0.64,1.0,0.9,0.82
0.5,0.1,180.0,1.0,0.78,0.74,1.0,0.86,0.72
0.5,0.09,180.0,1.0,0.86,0.68,1.0,0.96,0.76
0.5,0.08,180.0,1.0,0.88,0.68,1.0,0.96,0.66
0.5,0.07,180.0,1.0,0.94,0.78,1.0,0.98,0.74
0.5,0.06,180.0,0.98,0.96,0.76,1.0,1.0,0.66
0.5,0.05,180.0,1.0,0.98,0.68,1.0,0.92,0.62
0.5,0.04,180.0,0.94,0.94,0.58,1.0,0.94,0.52
0.5,0.03,180.0,0.92,0.84,0.44,0.86,0.9,0.38
0.5,0.02,180.0,0.68,0.54,0.24,0.62,0.52,0.1
0.5,0.01,180.0,0.28,0.26,0.12,0.22,0.16,0.1
0.5,0.0,180.0,0.12,0.06,0.02,0.06,0.08,0.06
0.5,0.24,175.0,1.0,0.06,0.12,1.0,0.62,0.6
0.5,0.23,175.0,1.0,0.06,0.1,1.0,0.7,0.66
0.5,0.22,175.0,1.0,0.08,0.0,1.0,0.82,0.7
0.5,0.21,175.0,1.0,0.02,0.04,1.0,0.84,0.7
0.5,0.2,175.0,1.0,0.1,0.1,1.0,0.78,0.74
0.5,0.19,175.0,1.0,0.42,0.42,1.0,0.84,0.78
0.5,0.18,175.0,1.0,0.64,0.58,1.0,0.8,0.64
0.5,0.17,175.0,1.0,0.7,0.68,1.0,0.8,0.7
0.5,0.16,175.0,1.0,0.74,0.74,1.0,0.9,0.86
0.5,0.15,175.0,1.0,0.82,0.8,1.0,0.8,0.72
0.5,0.14,175.0,1.0,0.8,0.8,1.0,0.72,0.66
